,price,location,url,date,title,numimage,text,condition,makemanufacturer,modelnamenumber,bicycleframematerial,bicycletype,braketype,electricassist,framesize,handlebartype,suspension,wheelsize,sizedimensions,serialnumber,paintcolor,yearmanufactured,days
1680,250.0,fresno,https://fresno.craigslist.org/bop/d/clovis-yakima-highroad-bike-rack/7469996771.html,2022-04-11 12:41,Yakima HighRoad Bike Rack,15.0,"Selling for my college age son who sold his mountain bike for college money now doesn't need this anymore. Very lightly used. Comes with matching key locks including cable. Everything works.  PREMIUM ROOFTOP UPRIGHT BIKE MOUNT  Secure, sleek, and simple to use, the HighRoad is Yakima's newest premium upright bike mount. The adjustment-free hoop, with its TorqueRight™ tightening knob, loads a variety of bikes quickly and easily. The HighRoad secures the bike by the wheels for ultimate bike protection and the low-profile design minimizes hatch interference. Universal mounting hardware fits most roof racks.",4,1.0,1.0,unknown,mountain,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,15
1681,250.0,fresno,https://fresno.craigslist.org/ptd/d/fresno-jeep-wrangler-and-jeep-gladiator/7469616720.html,2022-04-10 14:59,Jeep Wrangler and Jeep Gladiator Roof Rack Cross Bars,16.0,"Jeep Wrangler and Jeep Gladiator Hardtop Roof Rack Cross Bars!  Easily upgrade your Jeeps capabilities with the new Antidote Jeep Crossbars. These are brand new and in-box directly from AntidoteOutdoors.com  It is one of their newest items and very well made. They mount in only a few minutes and can carry your roof basket, cargo box, snowboards, bikes, paddleboards, etc.  These come with everything needed to install them directly into the gutter/drip rails of your hardtop Jeep Wrangler or Jeep Gladiator. They are professionally powder coated and feature a T-slot on top of the rail.  YouTube installation video is coming soon  Similar racks like these go for well over $400 We have them for only $250!  Our shop is located in the city of Placentia, CA in Orange County. We can install these at the shop for you for $99. Just be sure to make an appointment   Dimensions: Rails: 64in x 3in x 1in  Weight: 17lbs Recommended Maximum Dynamic Weight Limit: 150lbs Max Static Weight Limit: 400lbs  Price is firm and is already a great deal, thank you for understanding Delivery is available if you are local to this ad. If you are out of the way you may be asked to pay a delivery fee or shipping costs  We sell lots of other roof rack items and even have Jeep Platform Racks if you are interested in a stronger rack system  Call us during business hours 10-5 weekdays for 10-4 weekends or text/email us anytime",4,0.0,0.0,unknown,cargo/pedicab,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,16
1682,1150.0,fresno,https://fresno.craigslist.org/bik/d/fresno-electric-bicycles/7469445666.html,2022-04-10 08:35,Electric Bicycles,4.0,"Only a couple left. Bikes come in black color and are sealed in original box (photo shows one stock bike in front of the boxes they come in) or can be assembled for you for $50. Many colored graphics options are available and performance options as well - prices available on request. All bikes have multi-option electrics, you can choose from 5 levels of pedal assist, throttle only (like a motorcycle) or pedal only. They come with tool kit, charger, 2 keys, user guides, assembly manuals, etc. Check out this same bike as sold by other sellers for $1,699 and $1,799...""Aventon Sinch"" ""Phatom Moxi"" ""Best Buy"", etc.  Great bikes, we love ours (my wife, son and I all have the same bike). They fold and transport easy, they are pretty darn fast (25 mph) and ride wonderfully. Fat tires work amazingly well on both street and trails. These are adult sized bikes, not small enough for children.  500w/750w rear hub motor Front & Rear Disc Brakes Suspension Seatpost 4.0"" WIDE Tires, great for everything including sand and snow 7 spd. Shimano Drivetrain 10.4ah Samsung 48v battery pack Comes with charger, manuals, tools, and folding pedals Charges in 5 hours from completely dead (quicker if not fully discharged) Some assembly required, or I can assm. for you for $50.00     surron sur ron dirtbike dirt bike pitbike pit  camper RV recreational vehicle van tow vehicle camping camp travel honda kawasaki suzuki yamaha KTM sherco husky Husqvarna motorcycle moto DMV DUI race racing e-bike e",unknown,0.0,0.0,aluminum,folding,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,16
1683,899.0,fresno,https://fresno.craigslist.org/bik/d/fresno-pedego-electric-bike/7465946711.html,2022-04-10 01:18,Pedego Electric Bike,11.0,"Pedego Electric Bike (pre-owned) with new battery just installed….$899. Fat tire 20 “ and 26” bikes , mid drive, hub motor as well as electric trikes, beach cruisers and mountain e bikes as well. fully assembled with extended local labor warranty in all styles new and used $899 and up.  CALL or TEXT  show contact info  for further assistance in Motion Madness 3483 West Gettysburg Avenue fresno CA 93722  Brand new quality Electric Bikes in all styles and sizes available as shown in pictures from $899 and up",4,1.0,0.0,aluminum,cruiser,mechanical,1.0,unknown,special,0.0,26,0,0,0,0,16
1684,50.0,fresno,https://fresno.craigslist.org/mpo/d/fresno-lift-stand-rear/7469095185.html,2022-04-09 10:02,Lift stand rear,2.0,"Nearly new rear lift stand for modern sport bikes. Is adjustable to fit multiple sizes. Can be used for adjusting chain or changing a rear tire, etc. $50",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,17
1685,200.0,fresno,https://fresno.craigslist.org/mpo/d/fresno-125-cc-motor-came-out-of-running/7467039109.html,2022-04-07 21:25,125 CC motor came out of a running bike,3.0,125 CC engine came out of a running saches bike .  Could be modified to fit in other bikes.  200 obo . Selling as a long block located behind Fresno fairgrounds area 559-307-521one Ruben  no low ball offers no scammers,unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,18
1686,1695.0,fresno,https://fresno.craigslist.org/mcd/d/fresno-quads-dirtbikes-and-streetbikes/7467866011.html,2022-04-06 13:04,"Quads, Dirtbikes and Streetbikes",4.0,"APF Motorcycle Salvage Inc has an Excellent selection of new 110 and 125cc quads, various colors. Also available is a 250 Kayo, water cooled enduro dirt bike and various other motorcycles.  New parts can be ordered and a HUGE selection of vintage parts are available for dirt bikes and street bikes. This is a perfect location if you are working on a restoration or if you don't want to spend extra money on new parts. Come browse through the inventory!  Call or visit for prices and availability 559-237-6875. Open Tues-Saturday 8:30-5:30. 3967 E Central Ave Fresno, Ca 93725",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,20
1687,1595.0,fresno,https://fresno.craigslist.org/snd/d/fresno-quads-dirtbikes-and-streetbikes/7467847003.html,2022-04-06 12:26,"Quads, Dirtbikes and Streetbikes",5.0,"APF Motorcycle Salvage Inc has an Excellent selection of new 110 and 125cc quads, various colors. Also available is a 250 Kayo, water cooled enduro dirt bike and various other motorcycles.  New parts can be ordered and a HUGE selection of vintage parts are available for dirt bikes and street bikes. This is a perfect location if you are working on a restoration or if you don't want to spend extra money on new parts. Come browse through the inventory!  Call or visit for prices and availability 559-237-6875. Open Tues-Saturday 8:30-5:30. 3967 E Central Ave Fresno, Ca 93725",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,20
1688,200.0,fresno,https://fresno.craigslist.org/bop/d/fresno-apex-triple-bike-carrier/7467765710.html,2022-04-06 10:03,Apex Triple Bike Carrier,4.0,Holds 3 Bikes all adjustable In great condition Please call or text me (no email),4,1.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,20
1689,140.0,fresno,https://fresno.craigslist.org/bik/d/madera-mini-runt-clown-bike/7457553348.html,2022-04-05 18:56,Mini RUNT CLOWN BIKE,0.0,"Will trade for a men's mountain  or boys BMX bike that a 6 foot male can ride comfortably :  Selling a RUNT CLOWN BIKE that I purchased from EBAY, thinking I would ride this down to the local Starbucks and get tons of laughs from drivers in vehicles as they were passing me! In the days before my stroke, I had 1 of these bikes, but it was set up for a tall person to ride, as it had a fat butt seat, and ape hanger style handle bars. With me being over 6 feet tall, my legs are just too long to be riding this bike! I tried, and boy did I fall down and almost cracked the street! 0K I added that last line for a little humor.  Anyways, you either want this or you don't, I won't complain. I do know the one I bought, I would ride it at my bay area Santa Clara Starbucks parking lot, for like 10 minutes, and when I got off the bike, walking again, my legs felt like jello !  I miss that bike! Anyways,    Text 23 hours a day at FIVE HUNDRED FIFTY NINE SEVEN TEN FOUR 3 4 ZERO if interested. I do know on the CLOWN Bike I used to ride, the cranks would hit the pavement if I were to turn too sharply, can't ride this bike as the handle bars are too short, so ??????????  Thank you for reading this far",2,1.0,1.0,steel,kids,unknown,0.0,3,unknown,0.0,10,0,0,0,0,20
1690,55.0,fresno,https://fresno.craigslist.org/bik/d/fresno-bikes-bikes-bikes/7458593859.html,2022-03-15 10:13,Bikes Bikes Bikes!!,10.0,Huge variety of bikes. From BMX bikes to cruisers and mountain bikes. Prices start at 55. Most bikes are 60. All bikes are ready to ride. If you're interested call only. No Texts. Hablo espanol,unknown,0.0,0.0,aluminum,mountain,unknown,0.0,3,unknown,0.0,26,0,0,0,0,42
1691,500.0,fresno,https://fresno.craigslist.org/bik/d/dinuba-ultra-motor-a2b-electric-bike/7467449176.html,2022-04-05 13:58,Ultra motor A2B electric bike,3.0,"Two Ultra Motor A2B electric bikes for sale. One silver and black, the other all black. Both are in very nice condition and both have chargers and keys. Both need batteries. High end electric bikes in good condition. $500 each.",4,1.0,1.0,aluminum,unknown,unknown,0.0,2,unknown,0.0,26,0,0,0,0,21
1692,50.0,goldcountry,https://goldcountry.craigslist.org/bik/d/grass-valley-mountain-bikes-50/7460833264.html,2022-03-20 16:47,Mountain Bikes. $50,0.0,Several Mountain  bikes (6) to   choose from.  Mostly in good shape.  All will need either tires or a seat.  Bought a  set of  bikes so family  could ride together.  Now all kids off at college so selling.,unknown,0.0,0.0,aluminum,mountain,unknown,0.0,2,unknown,0.0,26,0,0,0,0,36
1693,675.0,goldcountry,https://goldcountry.craigslist.org/bop/d/tahoe-city-thule-roof-rack-bike-sup/7472717817.html,2022-04-18 08:24,Thule Roof Rack Bike/SUP/Kayak for SUV,7.0,"Complete system fits two bikes on Mid Size SUV with raised rails. Includes 4 Thule Rapid Crossroad 450R Fasteners, 4 Thule Locking Cores with keys,  2 Thule WingBar Evo blades and 2 Thule Proride Roof Mounted Bike Racks. Fits my 2020 RAV 4 TRD Offroad but likely to fit any SUV with raised rails and similar dimensions. Cross bars allow simultaneous or solo carrying of SUP or Kayak. Gently used and fully functional with no major defects.  Pick up in Tahoe City.",3,1.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1694,675.0,goldcountry,https://goldcountry.craigslist.org/bop/d/tahoe-city-thule-bike-roof-rack-for-suv/7472716971.html,2022-04-18 08:23,Thule Bike Roof Rack for SUV,7.0,"Complete system fits two bikes on Mid Size SUV with raised rails. Includes 4 Thule Rapid Crossroad 450R Fasteners, 4 Thule Locking Cores with keys,  2 Thule WingBar Evo blades and 2 Thule Proride Roof Mounted Bike Racks. Fits my 2020 RAV 4 TRD Offroad but likely to fit any SUV with raised rails and similar dimensions. Gently used and fully functional with no major defects.  Pick up in Tahoe City.",3,1.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1695,40.0,goldcountry,https://goldcountry.craigslist.org/bik/d/cedar-ridge-racor-bike-rack/7472602576.html,2022-04-17 21:46,Racor 4 Bike Rack,3.0,Racor PLB-4R Free Standing Bike Rack.  This rack holds 4 bikes.,unknown,1.0,1.0,steel,unknown,unknown,0.0,1,unknown,0.0,unknown,0,0,0,0,8
1696,300.0,goldcountry,https://goldcountry.craigslist.org/bik/d/pinecrest-salsa-timberjack-20-kids-bike/7472407854.html,2022-04-17 09:40,Salsa Timberjack 20 kids bike,0.0,"Great bike to introduce young riders to gears and dual hand brakes. Nice fat tires roll through everything! Huge confidence builder for budding riders. Great condition, and well loved.  View bike specs here: https://www.salsacycles.com/bikes/2019_timberjack_20_sus  Email if interested. This bike is located in Arnold, no delivery available to other locations.",4,1.0,1.0,aluminum,kids,unknown,0.0,unknown,unknown,1.0,20,0,0,0,0,9
1697,25.0,goldcountry,https://goldcountry.craigslist.org/bik/d/camino-two-bike-racks-roof-and-frame/7470769011.html,2022-04-17 04:03,Two Bike Racks Roof and Frame Mount,5.0,"Sportrack is made by Thule. This model rack is a top rack holding 2 bikes. It clamps to your existing roof rack rails and has wheel track guides and a frame clamp. I will post pics soon. Holds 2 bikes. Clamps onto most any existing roof rack system.  Make offers as you wish, worst I could say is no.",3,1.0,0.0,steel,mountain,unknown,0.0,3,unknown,0.0,26,0,0,0,0,9
1698,200.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/cedar-ridge-huge-plastics-and-seat-lot/7472195870.html,2022-04-16 14:33,Huge Plastics and seat lot '03 KTM,10.0,At one point we had three 2003 KTM 525's both MXC and EXC.  This is a huge lot of new and used plastics and seats for those bikes. These parts fit many other years and models.  $200 for all of it! I prefer to sell this as a complete set. I have many other parts I will be listing including 2 tanks and a large variety of mechanical parts and lighting.  Time to clean out the shop.,unknown,0.0,0.0,unknown,unknown,mechanical,0.0,unknown,unknown,0.0,unknown,0,0,0,0,10
1699,90.0,goldcountry,https://goldcountry.craigslist.org/bop/d/grass-valley-bike-rack-for-auto/7471841561.html,2022-04-15 16:42,Bike Rack for auto,2.0,"Malone Hanger BC3-OS  See pics.  Only used two times.  3 bike capacity Integrated cable lock secures bikes to rack Folds flat for easy storage, semi-flat Anti-sway cages help maintain the load May not be compatible with plastic spoilers on rear hatch",4,1.0,1.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,10
1700,81.0,goldcountry,https://goldcountry.craigslist.org/fuo/d/shingle-springs-estate-sale/7471810998.html,2022-04-15 15:20,Estate sale,24.0,"Estate Sale:  I have a lot of antique items. Everything must go!   4 wooden antique cabinets  1) Hooser Farm Cabinet - $150 46.5” long 26.5 deep 30” tall   2) Large wooden dresser - $40 23.5 deep 4’ long  35” tall  3) square wooden dresser 2 drawers -$20 41.5 “ long  19.5 “ deep  31” tall    4) Long square dresser folding doors $50 6’ 33” high  14” deep   Coffee end table black top -$15 31.5 long  21 deep 22 tall  Wooden end table with marble top $40 27” long  1’ deep 2’ tall  Gold handles  2 Brown outdoor chairs $10 each 42x19   2 White outdoor chairs $10 3’ tall 21” deep   Slot machine casino game - $150 32” tall 1’ deep 1’   2 new bikes. Bought for $300 each. Selling for $150 each. Don’t let the dust fool you. They are new and in great condition!  Wooden Rocking chair -$40 Great condition. Very sturdy. Could be used in a living room, nursery or patio.",3,0.0,0.0,unknown,folding,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,11
1701,119.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/manteca-new-leather-motorcycle-bagsgear/7466090377.html,2022-04-14 08:07,New LEATHER Motorcycle Bags+Gear Set-Xtra Storage Pockets Rugged 3PCS,3.0,"Black LEATHER Motorcycle Bags/Gear Stowage Set - Extra Storage Pockets Rugged Stitching - Set of 3 Pieces New, Labeled and Unused  Pack confidently with leather motorcycle luggage, ready to strap on for your big trip. These standard sized motorcycle travel bags easily fit all bikes so you can hit the road. Count on these motorcycle bags’ rugged heavy-duty stitching to keep your gear safe while you’re riding.  Windshield Bag (9-1/4"" x 6"" x 2-1/2"") and Tool/Handlebar Bag (10"" x 5"" x 2""), Barrel Bag (14-3/4"" x 9-3/4"" x 9-3/4""). Attaches Easily to Sissy Bar, Handlebars, Rack, or ??? Zelle Pre-Payment accepted to reserve or ""hold"" the item for your exclusive purchase ahead of your ability to see the item. Otherwise..........  $119 for all three pieces, Cash. Calls Only: 20nine-66five-178nine",4,0.0,0.0,unknown,road,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,12
1702,1600.0,goldcountry,https://goldcountry.craigslist.org/hab/d/cedar-ridge-keiser-m3i-exercise-bike/7470502107.html,2022-04-12 14:29,Keiser M3i Exercise Bike - Barely used,0.0,I’ve had this exercise bike for a few months. I love it. It feels great.   We’re moving into a smaller space and I won’t be able to keep it.   These bikes sell for over $2000.   You must be able to pick it up.,4,1.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,14
1703,300.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/cedar-ridge-wanted-broken-dirt-bikes/7459020837.html,2022-03-16 10:23,Wanted: Broken Dirt Bikes!,0.0,Hi Everyone I'm looking for broken motorcycles to part out. If you have an old broken dirt bike laying around I’d love to buy it! I can pay up to $300ish for complete bikes. A little less for ones missing parts. id love to see what you have! Thank you - jon   Honda Kawasaki Suzuki Ktm Yamaha xr yz cr crf yzf xt tt rm rmz dr drz kx kxf klr klx 100 80 70 50 110 125 150 175 185 200 225 230 250 300 350 390 400 465 490 450 500 bmw Polaris can am gasgas Atc Atv,unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,41
1704,80.0,goldcountry,https://goldcountry.craigslist.org/bik/d/pine-grove-vintage-schwinn-raleigh/7468210612.html,2022-04-07 10:11,Vintage Schwinn Raleigh Sprite Bicycles,10.0,I have a vintage 1976 Schwinn Suburban and a Raleigh Sprite but I can't track down the year.  Both bikes are complete but will need new tires and tubes.  $80 for the Schwinn and $100 for the Raleigh.,unknown,1.0,1.0,unknown,cruiser,unknown,0.0,2,unknown,0.0,24,0,0,0,0,19
1705,2200.0,goldcountry,https://goldcountry.craigslist.org/bik/d/nevada-city-2014-bmc-trailfox-carbon/7467345035.html,2022-04-05 10:38,2014 L BMC Trailfox carbon w/ upgrades & extras,7.0,"This bike was way ahead of its time as one of the early long travel slacked out 29"" enduro bikes. 150mm rear travel, 160 front, 1x11. It's been well cared for and is a blast to ride. It comes with many recent upgrades and a bunch of extras. Components are a mix including XTR, XX1, and a carbon wheel. I have a tendency to stockpile spare parts so that I can swap them in when it's time instead of waiting, so you won't have to spend money on this bike for quite some time. Carbon all across the front end.  The fork has some damage to one stanchion. I'll get a photo posted soon. I've polished the dings which makes them look worse, but perform better. The scratches happened almost three years ago and when seals have been replaced, there is no visible damage to the seals or fluid loss from that side. They were really upsetting when it happened, but those scratches have been completely forgotten by now.  The most recent services were Spring and Fall of 2021:  Spring 2021 - Full overhaul of fork, damper inspection, airspring o-rings and wiper seals replaced. Air cartridge and wiper seals replaced in the seatpost w/ new cable and housing. SRAM DUB bottom bracket and cranks installed w/ new chainring and chain. XX1 shifter installed. New Blunt 35 rim laced to existing Tune rear hub. New rear cassette.  Fall 2021 - Lower leg service on fork. New X01 derailleur and new derailleur hanger. New headset.  Carbon front triangle, aluminum rear Carbon handlebars RockShox Pike 160 fork, solo air CB Highline 160mm dropper post w/ CB remote Shimano SLX brakes, XTR lever for the rear. 180mm rotors SRAM Dub bottom bracket, replaced Spring 2021. SRAM direct-mount cranks. 30t OneUp chainring. X01 derailleur. XX1 shifter Kong tune hubs with Enve M60 Forty front rim and Velocity Blunt 35 rear Brand new Maxxis Aggressor 2.5 front, lightly used Aggressor 2.5 on the rear.  Extras: 2 pair brake pads, nearly new cassette, extra CB dropper wiper, Banjo Bros frame bag. I have a full set of new pivot bearing for the whole rear linkage that I just haven't installed yet. I can install them, or provide them for you to take care of in another year.  I'm out here visiting right now with the bike, but many of the extras are back in my garage.  If you buy the bike, I'll ship out a box when I get home in two weeks.  In addition to what's listed, I have extra wheels that I can add in so you have a backup or can have two types of tires ready to go and swap them according to trail conditions.   Extra wheelset: American Classic 23mm rim depth wheels Additional front wheel - Hope hub with Stan's rim all wheels are taped and sealed with valve stems.",3,1.0,1.0,carbon fiber,mountain,hydraulic,0.0,3,special,1.0,29,0,0,0,0,21
1706,500.0,goldcountry,https://goldcountry.craigslist.org/bik/d/mokelumne-hill-very-rare-vintage-indian/7465418650.html,2022-03-31 15:42,Very rare vintage Indian scout bicycle,7.0,All original very rare vintage Indian scout bicycle authenticated authenticated by master builder and mechanic of Indian bikes with over 50 years in the business. This is a very rare opportunity to own your piece of  Americana motorcycle history Asking $500 which is penny's compared to what the bike is worth so extremely rare can't even put a definite price on it,unknown,1.0,1.0,unknown,cruiser,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,25
1707,160.0,goldcountry,https://goldcountry.craigslist.org/bik/d/grass-valley-1990-vintage-trek-9000/7456547876.html,2022-03-30 10:54,1990 Vintage Trek 9000 full suspension,4.0,One of the first full suspension bikes created by TREK…. bike is in excellent shape but it does need some work. It needs a mechanic with the skill set to fix the shifter which has froze up. The bike is all original and does have collectible value as it was revolutionary bike in its day. The bike has an extension on the headset which can be removed and a carrying rack for your pack which I will include….. very nice bike just needs some work to restore the shifters.,3,1.0,1.0,aluminum,mountain,special,0.0,3,unknown,1.0,26,0,0,0,0,27
1708,80.0,goldcountry,https://goldcountry.craigslist.org/spo/d/lotus-oakley-airbrake-mtb-goggles/7468486396.html,2022-04-18 18:01,Oakley Airbrake MTB Goggles,0.0,"Oakley Airbrake MTB Goggles,  black green and yellow,  new without box, includes case, dust cover,  retail $180 plus $25 for case not including tax, selling for $80.  I do not respond to texts or emails asking if this item is still available. These inquiries have proven to be largely phishing scams of some type. If the listing is up the item is still available. I'll respond to specific inquiries in a timely manner. Thanks!  Mountain bike,  downhill,  down hill,  jump,  bicycle,",4,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,7
1709,475.0,goldcountry,https://goldcountry.craigslist.org/bik/d/fiddletown-aluminum-bicycle-with-motor/7472911100.html,2022-04-18 14:18,aluminum bicycle with motor,3.0,"Runs strong low mileage needs nothing,,but a driver the Fram on this bike is super light (aluminum),bike it self has lot of speeds. ,,,Moantian bike,, or a fast street bike,,, tires are nice,, has a tail ligt and frount light,, odometer and miles ,per hour,,has a digital gage on bike  show contact info .     Also has stronger bicycle rims and quick release tires. And I'm might be up to trades,",unknown,0.0,0.0,aluminum,mountain,unknown,0.0,1,unknown,0.0,26,0,0,0,0,8
1710,2500.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/standard-1963-honda-trail-55-c105t/7472833703.html,2022-04-18 11:49,1963 honda trail 55 c105t,5.0,"1963 Honda Trail 55 c105t. This bike is incomplete, but really doesn't need much. Selling as is, for parts, but would recommend getting a new battery, clutch cable, and lights -that's all it needs! Fuel system and wiring just gone through. The ignition has been replaced with a switch. It is missing lights, clutch cable, and battery. This bike was taken out of the dmv system for years but it was recently registered, title in hand, ready for a new owner. Save a fortune on gas around town!   Please contact me to schedule a viewing, serious buyers only. I am not here to entertain you or educate you, please do your own research and contact me if you are a serious buyer. Cash only, no scammers!",2,1.0,1.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1711,2200.0,goldcountry,https://goldcountry.craigslist.org/bik/d/meadow-vista-cannondale-tandem/7472677624.html,2022-04-18 07:04,Cannondale Tandem,7.0,"About 10 years old, but near new condition Triple chain ring for climbing Mountain bike rear derailleur and cassette for improved climbing Mechanical disc brakes for powerful stopping power Thud-buster on Stoker seat for cushioning New (ridden once) Maxxis Marathon Tires Tandem Roof Rack Carrier included",4,0.0,0.0,aluminum,tandem,mechanical,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1712,2400.0,goldcountry,https://goldcountry.craigslist.org/snw/d/west-sacramento-yamaha-viper-700-trade/7472656484.html,2022-04-18 06:11,Yamaha viper 700. TRADE?,8.0,"2003 viper triple 1,000 miles clean title and registered,  fully tuned willing to meet halfway will consider trading for an atv,enduro or electric bike of similar value and condition.",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1713,70.0,goldcountry,https://goldcountry.craigslist.org/spo/d/nevada-city-thule-bike-rack/7466762232.html,2022-04-18 05:21,Thule Bike Rack,0.0,Good condition,3,1.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1714,2500.0,goldcountry,https://goldcountry.craigslist.org/cto/d/pioneer-2002-and-2008-type-jag-2005/7472531273.html,2022-04-17 15:53,"2002 and 2008 x-type Jag, 2005 Road King, 2004 FX4 Ranger",14.0,"These jags are fun to drive, and have AWD, and are perfect for snow.   The 2008 Jaguar X-type runs like a top. The Power steering hose popped, and I just took it off and ordered a new one. New A/C, flushed the system accumulator, pump, orifice, condenser. New emission systems, and new complete radiator, all hoses, and pipes and o rings. New water pump.  I have to smog it, or you can for the discount. $3000.00 if you smog it, $4000 if I do. 176k miles  The 2002 X-type needs a fuel pump or fuse, or relay or module. I haven't had time to do a diagnostic test to see which it is. Worse case scenario, drop the tank and put a fuel pump in for a few hundred bucks.  I just did the front end, cv axels, struts, ball joints and arms, A/C with pump, dryer, orifice, flushed the system.  $2500.00 on non op, runs with starter fluid. Bring a can and it runs like a top.  2004 Ranger FX4 video of truck here   https://youtu.be/z9JzoeA1XQg   Rebuilt Transmission and Transfer case, and I put a new slave cylinder/throwout bearing, master cylinder, clutch and flywheel, and the transmission is great now. I have a new radiator, and water pump I put in that a while back. I did the front bearings, and everything else is running great.  It has 275k miles, but keeps on ticking. So, that motor is good. I just put new plugs and wires on it. It's the heavy duty FX4 model 4x4, and really is a work horse. It has a lumber rack, about 1500 con truck from auburn as they are the best! $4500  The Harley Davidson Road King is a 2005 with 30k miles. It runs great with no issues at all. I've changed the oil bi-annually, and the transmission fluid frequently.   The neat thing about this Harley is that I bought a paint kit OEM factor identical to when I bought it. It is smokey gold, and so is the brand new paint kit, which consists of fuel tank, side panels, bags (hard), and front and back fender. I haven't put them on yet, but I can. I thought I'd get a few more scratches and dents and switch them out when I bore out the motor bigger. It will be IN SHOW ROOM CONDITION FOR A 15 year old bike. It has a tour box removable, and that did not come with the OEM new stuff I have. I want 10 grand for the bike with the $2000 paint kit tossed in, so you get a new looking bike when your ready to put some more thunder in it.     I'll get some pics up soon.   Let me know if your interested in any of these.",unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,8
1715,45.0,goldcountry,https://goldcountry.craigslist.org/bop/d/twain-harte-mopar-bike-rack/7463394246.html,2022-03-26 16:11,Mopar bike rack,2.0,Bike rack for hitch. Holds 2 bikes. Works great. I used on my truck.,unknown,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,30
1716,10.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/penn-valley-cbr600-f4i-right-fairing/7468770151.html,2022-04-17 13:02,CBR600 F4i right fairing,3.0,"OEM right fairing from a 2006 CBR600 F4i.  Should fit the 2001-2006 year range.  This is OEM but it has been repaired (mounting boss plastic welding repair) and repainted in the past.  Some light rash but in good usable shape (structurally).  Use as is or repaint - perfect for a track bike, etc.  Just hate to throw it out.",unknown,0.0,0.0,unknown,track,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,9
1717,180.0,goldcountry,https://goldcountry.craigslist.org/mpo/d/penn-valley-honda-upper-fairing-nose/7468780723.html,2022-04-17 13:02,Honda upper fairing nose cowl - CBR600 F4i,3.0,"Upper fairing nose cowl - CBR600 F4i  Original, OEM front upper fairing from a 2006 Honda CBR600 F4i.  Original Candy Tahitian Blue color.  No cracks, gouges, or rash.  All mounting tabs in place.  Original decals still in place.  Few very minor nicks/tiny scratches (see photos) from typical use (tiny rock chips, etc.).  Otherwise in really great condition.  I also have the original left side fairing for this same bike (black/blue 2006 model) in great shape.  Let me know if interested in both for a combo deal.",3,0.0,0.0,unknown,unknown,unknown,0.0,unknown,unknown,0.0,unknown,0,0,0,0,9
