,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,brake type,make / manufacturer,suspension,electric assist,handlebar type,model name / number,serial number
8382,4900.0,orlando,https://orlando.craigslist.org/bik/d/the-villages-trek-supercaliber-97-with/7462938608.html,2022-04-17 13:50,Trek Supercaliber 9.7 with Power Meter, carbon fiber, mountain, Large, 29 in,14,"Selling my Trek Supercaliber 9.7 Carbon Fiber Mountain Bike Size Large and Parts/Accessories. The wheel size is 29inches.  I bought the bike last year for $5,000 plus tax. I’m retired and live in the Villages. I’ve only used the bike to ride on the paved trails here in the Villages and I’ve never ridden in the rain. Because of hip pain I bought a shorter crankset. I also replaced the handlebar with one that raises the hand position about an inch. I had the bike shop put on street tires to quiet the noise the off-road tires made. I installed a pair of $700 power meter pedals, a Garmin bike computer mount, mud flap for the front tire, ergonomic grips, new chain because I also installed a bigger chain ring, rearview mirror, top tube tool pouch and I replaced the factory seat with a Bontrager seat that does not go with the bike. The sale will also include two new inner tubes just in case you decide to go back to tubes. The wheels are setup as tubeless right now.   The pictures show dirt under the down tube which is also protected with a clear pain protection film. I don’t see any paint chips or scratches on the bike. If it was cleaned up it would look brand new. I don’t ride the bike with the suspension “unlocked” so the suspension hasn’t been abused.   The bike weighs about 25lbs   Here’s the Trek website link for the specs on the bike,  https://www.trekbikes.com/international/en_IN_TL/bikes/mountain-bikes/cross-country-mountain-bikes/supercaliber/supercaliber-9-7/p/28588/  I’ve got about $7,000 in the bike with the power meter pedals, tires, second set of pedals, tool pouch, extra tubes, new cranks with factory chainring and other accessories. Asking $4,900 for everything. Given the bike shortage and parts shortage this is a fair price for a lightly used bike.   If the ad is up it’s still for sale.   Not interested in parting out the bike or shipping it to your family member for a fake check. Cash only.  I prefer a text message to begin the purchase process. I live in the new section of the Villages south of the turnpike and cannot bring the bike to you as I don’t own a car.   Thanks, Tim  show contact info", excellent, disc (hydraulic), Trek, frame and fork (full suspension),,, Supercaliber 9.7,
8383,85.0,orlando,https://orlando.craigslist.org/bik/d/orlando-saris-bones-trunk-mount-bike/7472420898.html,2022-04-17 13:17,Saris Bones Trunk Mount 2 Bike Carrier, composite, other, 3, other/unknown,6,"Saris Bones trunk mount 2 bike carrier. Universal fit for most vehicles. Weatherproof aluminum and composite material. Stabilizer straps securely hold bikes in place and keep them from swaying. Folds easily and light weight. Excellent condition, $ 85.", excellent,, Saris,,,,,
8384,150.0,orlando,https://orlando.craigslist.org/bik/d/orlando-like-new-schwinn-admiral/7472396211.html,2022-04-17 12:07,LIKE NEW SCHWINN ADMIRAL, steel, hybrid/comfort, MEDIUM, 700C,6,"LIKE NEW CONDITION, ONLY RODE 4 TIMES, COST OVER $300 IN THE STORE, FANTASTIC HYBRID COMFORT BIKE, SOLID STEEL FRAME, HIGH QUALITY SHIMONO BRAKES AND SHIFTING GEARS, VERY COMFORTABLE PADDED SEAT AND HAND GRIPS, FENDERS AND CHROME REAT LUGGAGE RACK, FIRST $150 GETS THIS GREAT BIKE, (other bikes and items sold at a SEPARATE and DIFFERENT  Price ) Please contact for more information. Thanks and God Bless.", like new, u-brakes, SCHWINN, none (rigid),, cruiser, ADMIRAL,
8385,180.0,orlando,https://orlando.craigslist.org/bik/d/saint-cloud-k2-21-speed-mountain-bike/7471128627.html,2022-04-17 09:45,K2  21 speed mountain bike pd $999,,,,,0,,,,,,,,,
8386,190.0,orlando,https://orlando.craigslist.org/for/d/saint-cloud-k2-kirkland-21-speed/7472350677.html,2022-04-17 09:44,K2 kirkland 21 speed mountain bike,,,,,2,"The K2 brand has an excellent reputation for performance, quality and innovation with sports enthusiasts around the globe,” said Stew Barnett, CEO of WWCS. “World Wide intends to model its K2 bike business to reflect those same standards – great looking, cutting edge bikes",,,,,,,,
8387,28.0,orlando,https://orlando.craigslist.org/bop/d/super-80-bike-parts-for-motor-kit-new/7472347037.html,2022-04-17 09:29,Super 80 Bike PARTS FOR Motor Kit - New - Silver or Black,,,,,16,"show contact info   NEW PARTS FOR 80CC AND 50CC MOTORIZED BIKES.  Lots of engines starting at 99 and up!  COMPLETE KITS TOO!  Brand new QUALITY engine kits new in box 50 OFF OF NORMAL PRICE... compete with gas tank, chain, sprocket, grips, clutch engine and everything you need to turn your bike into a moped.  Our engines are the best 80ccs out there.  Not the ones that burn up after 6 hours.    We build on 29"" and 26"" bikes. Bikes and engine kit pricing special! They are typically $235 for the complete engine kit that has everything you need to make a bike a motorized bike. We are running a $50 off special on all new engine kits. Only 185 today! We are also running $100 to $150 off of our complete bikes with new engine kits!......this week only.   BIKES ALSO.   Hybrids, Road bikes....  more. Beach Cruisers, etc.  Also have $28 parts if you bought the wrong (cheaply made) kits off of e--bay. Throttles, Grips,  Chains, Coils,, Hubs, Heads, Magnetos, Carburetors, chainguards (only $5!) Clutch cable, Head gaskets, Slark Plugs,, Tune ups, High speed Sprockets, High speed exhausts, Performance Carbs, Gas tanks, Exhausts, much more.....  Call Chip  show contact info   INSTALLATION HELP AVAILABLE IF NEEDED.",,,,,,,,
8388,185.0,orlando,https://orlando.craigslist.org/bop/d/super-80-bike-motor-kit-new-silver-or/7472345869.html,2022-04-17 09:24,Super 80 Bike Motor Kit - New - Silver or Black -  Complete!  MORE....,,,,,16,"show contact info   Lots of engines starting at 99 and up! Brand new QUALITY engine kits new in box only 185 compete with gas tank, chain, sprocket, grips, clutch engine and everything you need to turn your bike into a moped.  Our engines are the best 80ccs out there.  Not the ones that burn up after 6 hours.    We build on 29"" and 26"" bikes. Bikes and engine kit pricing special! They are typically $235 for the complete engine kit that has everything you need to make a bike a motorized bike. We are running a $50 off special on all new engine kits. Only 185 today! We are also running $100 to $150 off of our complete bikes with new engine kits!......this week only.   BIKES ALSO.   Hybrids, Road bikes....  more. Beach Cruisers, etc.  Also have parts if you bought the wrong (cheaply made) kits off of e bay. coils, heads, more.....  Call Chip  show contact info   INSTALLATION HELP AVAILABLE IF NEEDED.",,,,,,,,
8389,10.0,orlando,https://orlando.craigslist.org/bop/d/orlando-bike-frames-and-parts-10-to-45/7472344855.html,2022-04-17 09:19,"Bike Frames and parts $10 to 45: Handlebars, Frames, Wheels, Seats etc",,,,,13,"Bike Frames and parts $10 to 45  Handlebars, Bike Frames, Wheels, Bike parts....complete bikes also or build your own.   handlebars and seats $10 to 35;  Bike Frames (Nishiki, Trek, Diamondback, Motobecane, Fuji, Others) $35 each, first come/best choice;  Wheels, all sizes, $20 and up  spokes....$1  if you want to start a bike business, I'll sell it all dirt cheap.  including a s-ton of hardware... many, many boxes of parts...  show contact info",,,,,,,,
8390,29.0,orlando,https://orlando.craigslist.org/for/d/orlando-tools-dewalt-milwakee-delta/7470314940.html,2022-04-17 09:16,"Tools Dewalt Milwakee Delta Craftsman Stihl, other",,,,,0,"Cleaning out / Cleaning up..  Many Tools  First come, best choice... Prices 29 and up... some items new in box.  Saws: Chainsaw, Scrollersaw, Skillsaw, Tablesaw, Chopsaw, Sawzall, Drills: Various. drillpress, large drillpress, GoKart and gocart parts, Lawnmower, string trimmer, edgers, blowers, more, Motorized bikes and kits, Many hand tools and tool boxes.... show contact info",,,,,,,,
8391,1.0,orlando,https://orlando.craigslist.org/tls/d/orlando-tool-sale-see-de-ion-for-pricing/7461161190.html,2022-04-17 09:15,TOOL SALE!  See description for pricing,,,,,24,"Many Tools for sale as follows:  *12"" Ridgid SAW Compound Slide Chop Double Miter Double Bevel Saw HALF price at only $250!  *1hp Flowtech water pump $95 or $115 with controller also 120v simple plug in.  *Century 200A roll around battery charger $185.  other battery charger $15 and up.   *pro Portable jobsite air compressor $95 and up.  have several.  also have simple ones for $20 and up.  *shop vac vacuum cleaners $35 to 99.  have several.  need fewer.  *ladders have several. $30 and up   *hand trucks.   have several.  $30 and up.   *fertilizer spreader 15 and up.  *bikes $40 and up  *wagons $35 and up  *tool boxes $35 and up  *camping gear:  stoves, lanterns, tents, more....  *electric motors... many  $30 and up....  *trailers.  *16hp Briggs engine and other go cart engines..  running and non... $45 to 149  *8hp mulcher / shredder   *5hp craftsman rototiller   *backpack blowers $75 each   *Honda 3wheeler $1500 /Yamaha ytm 250 $2500  *A/C vacuum (pull down) pump $100  *load leveler $99  *new in box android tablet $45  *weed eaters/  string trimmers 20 to 85  *go cart motors  *kiln $150 obo  *new craftsman garage door openers $99  *split unit A/C. $350  *spray tech paint sprayer body $50  lots more call  show contact info  ... I may not answer texts.",,, Varies,,,,,
8392,399.0,orlando,https://orlando.craigslist.org/for/d/motorized-bicycle-80-cc-kit-and-bike-or/7470130885.html,2022-04-17 09:16,Motorized bicycle 80 cc -  Kit and Bike - or - Ready to go!,,,,,0,,,,,,,,,
8393,75.0,orlando,https://orlando.craigslist.org/bop/d/orlando-haro-bmx-and-others-see-de-ion/7463020229.html,2022-04-17 09:16,   Haro BMX and others see description,,,,,9,many BMX bikes Haro....250 (about half price!) others 75 and up smaller others $25 and up show contact info,,,,,,,,
8394,50.0,orlando,https://orlando.craigslist.org/for/d/oviedo-kitchen-sinks-incinerator/7468233910.html,2022-04-17 09:15,"Kitchen Sinks, incinerator garbage disposal, faucets, etc. 50 per item",,,,,9,"Kitchen Sinks, incinerator garbage disposal, faucets, etc. 50 per item or package deals.  Also have entire bathroom cabinet / vanity, countertop, sink, backslash, etc.... $199 for all or will part out...   Also selling like new TREK Bikes at leas than half price...Trek 7100 Bicycle A+ condition new tube and Shimano gearing, others....  show contact info",,," Mowen, Delta, Badger, Trek",,,,,
8395,165.0,orlando,https://orlando.craigslist.org/bik/d/oviedo-univega-or-giant-bike/7468232124.html,2022-04-17 09:15,univega or giant bike, composite, hybrid/comfort," 20""", 26 in,2,great bikes. barely used diet cheap show contact info,,,,,,,,
8396,5.0,orlando,https://orlando.craigslist.org/bop/d/orlando-bike-tires-and-rims/7469346276.html,2022-04-16 16:33,Bike tires and rims,,,,,2,"Various Styles, conditions, prices, and sizes 20 in up to 24 inch bike rims and tires asking $5 each also available kids bikes and one mountain bike Schwinn text for details and prices and pictures", good,,,,,,,
8397,15.0,orlando,https://orlando.craigslist.org/bik/d/orlando-24-schwinn-mountain/7469358578.html,2022-04-16 16:33,"24"" Schwinn mountain", other/unknown, mountain," 24""", 24 in,0,"24"" blue ladies mountain bike.  Pictures to follow.  Back rim bent.  But tires like new.  Do have a rim for $5.00.  Text for more details.  Other bikes available text for details price and pictures.", good,,,,,,,
8398,500.0,orlando,https://orlando.craigslist.org/mpo/d/cocoa-pingel-speed-shifter-kit-for-hd/7469374817.html,2022-04-16 16:21,"Pingel speed shifter kit for HD touring- was over $1,100 new",,,,,3,"This was removed from a 2013 Harley Ultra Triglide with 2900 miles on it. Installed originally at 1,500 miles. Fits many FL touring bikes. Look closely at the pictures, that is what you will get. This was installed and removed by the Harley dealer. It may fit other models. Please do not ask questions about fitment or installation, check the model number and do your own research. It was working perfectly when removed. (Google- Pingel 77901 installation instructions) $500", excellent,, Pingel,,,, 77901,
8399,14499.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2019-harley-davidson-fxlr/7472130085.html,2022-04-16 15:01,2019 Harley-Davidson FXLR - Softail Low Rider,,,,,24,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1756  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711078157&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711078157&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2019 Harley-Davidson FXLR - Softail Low Rider comes loaded with the following features:   SADDLE BAGS COBRA EXHAUST SISSY BAR/LUGGAGE RACK WINDSCREEN/POUCH HIGHWAY BARS/PEGS   Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2019 Harley-Davidson FXLR - Softail Low Rider is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2014 Indian Motorcycle Chieftain Indian Motorcycle Red, 2020 Harley-Davidson FXBB - Softail Street Bob  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2019 Harley-Davidson FXLR - Softail Low Rider || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || FXLR-SoftailLowRider || FXLR - Softail Low Rider || 479711078157 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8400,13999.0,orlando,https://orlando.craigslist.org/mcd/d/pinellas-park-2019-suzuki-hayabusa/7472128119.html,2022-04-16 14:57,2019 Suzuki Hayabusa - 100% APPROVAL!,,,,,0,,,,,,,,,
8401,12999.0,orlando,https://orlando.craigslist.org/mcd/d/pinellas-park-2017-honda-cbr-approval/7472123742.html,2022-04-16 14:48,2017 Honda CBR-1000 - 100% APPROVAL!,,,,,14,"2017 Honda CBR-1000   Offered by: Ride or Die Motorsports — (727) 619-2679  — $12,999    Ride or Die Motorsports   Year: 2017 Make: Honda Model: CBR-1000 VIN: JH2SC7755HK000805 Stock #: 13796 Condition: Used Mileage: 14,400 Exterior: Red Body: MC : Motor Cycle   🏍⚡️🏍⚡️🏍⚡️🏍⚡️ CALL/TEXT (727) 619-2679 ⚡️🏍⚡️🏍⚡️🏍⚡️🏍  🏍  Ride or Die Motorsports Tampa Bay's #1 place for sport bikes, cruisers, used ATVs, dirt bikes, and dune buggies ✅ We Finance Everyone!   Good Credit/Bad Credit ✅  Buy Here/Pay Here  Bring The Following & Ride Today: 🚩 DRIVERS LICENSE, ID OR PASSPORT!   🚩 PROOF OF ADDRESS (WATER, PHONE, OR LIGHT BILL)  🚩 PROOF OF INCOME (2 PAY-STUBS) 🚩 2 REFERENCES ✅ APR Low as 3.75% *WAC ✅ Warranties Available! Motorcycles come with a 30 day warranty/Scooters come with 6 month Warranty ✍ FOR FAST PRE-APPROVALS CALL/TEXT- Online Credit Application: @ greenbikesale.com/credit ⛽️ Lowest oil changes in the bay : Scooters: $24.99/Bikes: $39.99 ⛽️ Labor rate $85 per hour Tune-Up $130 which includes Brake Flush, Coolant flush with spark plugs and chain lube and inspection ✅ We also offer Financing for gear, parts and service as low $39 down 100 days same as cash ✅ Trade-Ins Welcomed!  More vehicle details: pinellas-powersports.hammerwebsites.net/v/oIxZU_5z Address: 4770 110th Ave N Clearwater, FL 33762 Phone: (727) 619-2679 Website: www.greenbikesale.com    📲 ☎️ Call or text (727) 619-2679 for quick answers to your questions about this Honda CBR-1000 Your message will always be answered by a real human — never an automated system.    Disclaimer: Ride or Die Motorsports will never sell, share, or spam your mobile number. Standard text messaging rates may apply. Some exclusions may apply, all vehicle data not guaranteed to be 100% accurate, of specific questions contact Pinellas Powersports for latest vehicle information. Pinellas Powersports  not responsible for misprint or incorrect vehicle data. Terms of approval based on credit and income data. Tax, tags, title, dealers fees may apply     2017 Honda CBR-1000 4a66496faaeb4491bfa28fdb3247bbd7",,,,,,,,
8402,10999.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2013-harley-davidson-fxdc-dyna/7472122662.html,2022-04-16 14:46,2013 Harley-Davidson FXDC - Dyna Super Glide Custom,,,,,24,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1751  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711039595&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711039595&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2013 Harley-Davidson FXDC - Dyna Super Glide Custom comes loaded with the following features:    Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2013 Harley-Davidson FXDC - Dyna Super Glide Custom is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2019 Harley-Davidson XL 1200X - Sportster Forty-Eight, 2009 Yamaha YZF-R1 Pearl White Rapid Red, 2014 Suzuki Boulevard M109R, 2006 Honda Gold Wing Audio Comfort Navi, 2004 Harley-Davidson FXSTB - Night Train, 2007 Harley-Davidson FLHX - Street Glide, 2004 Honda Gold Wing, 2012 Harley-Davidson FLSTC - Heritage Softail Classic, 2016 BMW R 1200 RT Premium Platinum Bronze Metallic, 2010 Victory Motorcycles Cross Country  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2013 Harley-Davidson FXDC - Dyna Super Glide Custom || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || FXDC-DynaSuperGlideCustom || FXDC - Dyna Super Glide Custom || 479711039595 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8403,11999.0,orlando,https://orlando.craigslist.org/mcd/d/pinellas-park-2017-kawasaki-zx-10/7472121009.html,2022-04-16 14:42,2017 Kawasaki ZX-10 ZX1000SH - 100% APPROVAL!,,,,,13,"2017 Kawasaki ZX-10 ZX1000SH   Offered by: Ride or Die Motorsports — (727) 619-2679 — $11,999    Ride or Die Motorsports   Year: 2017 Make: Kawasaki Model: ZX-10 Series: ZX1000SH VIN: JKAZXCS1XHA009539 Stock #: 13808 Condition: Used Mileage: 19,163 Exterior: Green Body: MC : Motor Cycle   🏍⚡️🏍⚡️🏍⚡️🏍⚡️ CALL/TEXT (727) 619-2679 ⚡️🏍⚡️🏍⚡️🏍⚡️🏍  🏍  Ride or Die Motorsports Tampa Bay's #1 place for sport bikes, cruisers, used ATVs, dirt bikes, and dune buggies ✅ We Finance Everyone!   Good Credit/Bad Credit ✅  Buy Here/Pay Here  Bring The Following & Ride Today: 🚩 DRIVERS LICENSE, ID OR PASSPORT!   🚩 PROOF OF ADDRESS (WATER, PHONE, OR LIGHT BILL)  🚩 PROOF OF INCOME (2 PAY-STUBS) 🚩 2 REFERENCES ✅ APR Low as 3.75% *WAC ✅ Warranties Available! Motorcycles come with a 30 day warranty/Scooters come with 6 month Warranty ✍ FOR FAST PRE-APPROVALS CALL/TEXT- Online Credit Application: @ greenbikesale.com/credit ⛽️ Lowest oil changes in the bay : Scooters: $24.99/Bikes: $39.99 ⛽️ Labor rate $85 per hour Tune-Up $130 which includes Brake Flush, Coolant flush with spark plugs and chain lube and inspection ✅ We also offer Financing for gear, parts and service as low $39 down 100 days same as cash ✅ Trade-Ins Welcomed!  More vehicle details: pinellas-powersports.hammerwebsites.net/v/6x4WpkfV Address: 4770 110th Ave N Clearwater, FL 33762 Phone: (727) 619-2679 Website: www.greenbikesale.com    📲 ☎️ Call or text (727) 619-2679 for quick answers to your questions about this Kawasaki ZX-10 Your message will always be answered by a real human — never an automated system.    Disclaimer: Ride or Die Motorsports will never sell, share, or spam your mobile number. Standard text messaging rates may apply. Some exclusions may apply, all vehicle data not guaranteed to be 100% accurate, of specific questions contact Pinellas Powersports for latest vehicle information. Pinellas Powersports  not responsible for misprint or incorrect vehicle data. Terms of approval based on credit and income data. Tax, tags, title, dealers fees may apply     2017 Kawasaki ZX-10 ZX1000SH  5a673a314d4f48d689dc3df5de13ac58",,,,,,,,
8404,11499.0,orlando,https://orlando.craigslist.org/mcd/d/pinellas-park-2016-suzuki-gsxr-1000/7472120528.html,2022-04-16 14:41,2016 Suzuki Gsxr-1000 L6 - 100% APPROVAL!,,,,,14,"2016 Suzuki Gsxr-1000 L6   Offered by: Ride or Die Motorsports — (727) 619-2679  — $11,499    Ride or Die Motorsports   Year: 2016 Make: Suzuki Model: Gsxr-1000 Series: L6 VIN: JS1GT78A4G2100364 Stock #: 13794 Condition: Used Mileage: 12,413 Exterior: Blue Body: MC : Motor Cycle   🏍⚡️🏍⚡️🏍⚡️🏍⚡️ CALL/TEXT (727) 619-2679 ⚡️🏍⚡️🏍⚡️🏍⚡️🏍  🏍  Ride or Die Motorsports Tampa Bay's #1 place for sport bikes, cruisers, used ATVs, dirt bikes, and dune buggies ✅ We Finance Everyone!   Good Credit/Bad Credit ✅  Buy Here/Pay Here  Bring The Following & Ride Today: 🚩 DRIVERS LICENSE, ID OR PASSPORT!   🚩 PROOF OF ADDRESS (WATER, PHONE, OR LIGHT BILL)  🚩 PROOF OF INCOME (2 PAY-STUBS) 🚩 2 REFERENCES ✅ APR Low as 3.75% *WAC ✅ Warranties Available! Motorcycles come with a 30 day warranty/Scooters come with 6 month Warranty ✍ FOR FAST PRE-APPROVALS CALL/TEXT- Online Credit Application: @ greenbikesale.com/credit ⛽️ Lowest oil changes in the bay : Scooters: $24.99/Bikes: $39.99 ⛽️ Labor rate $85 per hour Tune-Up $130 which includes Brake Flush, Coolant flush with spark plugs and chain lube and inspection ✅ We also offer Financing for gear, parts and service as low $39 down 100 days same as cash ✅ Trade-Ins Welcomed!  More vehicle details: pinellas-powersports.hammerwebsites.net/v/VPLKN-rh Address: 4770 110th Ave N Clearwater, FL 33762 Phone: (727) 619-2679 Website: www.greenbikesale.com    📲 ☎️ Call or text (727) 619-2679 for quick answers to your questions about this Suzuki Gsxr-1000 Your message will always be answered by a real human — never an automated system.    Disclaimer: Ride or Die Motorsports will never sell, share, or spam your mobile number. Standard text messaging rates may apply. Some exclusions may apply, all vehicle data not guaranteed to be 100% accurate, of specific questions contact Pinellas Powersports for latest vehicle information. Pinellas Powersports  not responsible for misprint or incorrect vehicle data. Terms of approval based on credit and income data. Tax, tags, title, dealers fees may apply     2016 Suzuki Gsxr-1000 L6 9739158b63574131bb9ba7d06924f4e7",,,,,,,,
8405,11799.0,orlando,https://orlando.craigslist.org/mcd/d/pinellas-park-2018-yamaha-approval/7472120354.html,2022-04-16 14:41,2018 Yamaha R-6 - 100% APPROVAL!,,,,,14,"2018 Yamaha R-6   Offered by: Ride or Die Motorsports — (727) 619-2679 — $11,799    Ride or Die Motorsports   Year: 2018 Make: Yamaha Model: R-6 VIN: JYARJ28E1JA003836 Stock #: 13797 Condition: Used Mileage: 7,268 Body: MC : Motor Cycle   🏍⚡️🏍⚡️🏍⚡️🏍⚡️ CALL/TEXT (727) 619-2679 ⚡️🏍⚡️🏍⚡️🏍⚡️🏍  🏍  Ride or Die Motorsports Tampa Bay's #1 place for sport bikes, cruisers, used ATVs, dirt bikes, and dune buggies ✅ We Finance Everyone!   Good Credit/Bad Credit ✅  Buy Here/Pay Here  Bring The Following & Ride Today: 🚩 DRIVERS LICENSE, ID OR PASSPORT!   🚩 PROOF OF ADDRESS (WATER, PHONE, OR LIGHT BILL)  🚩 PROOF OF INCOME (2 PAY-STUBS) 🚩 2 REFERENCES ✅ APR Low as 3.75% *WAC ✅ Warranties Available! Motorcycles come with a 30 day warranty/Scooters come with 6 month Warranty ✍ FOR FAST PRE-APPROVALS CALL/TEXT- Online Credit Application: @ greenbikesale.com/credit ⛽️ Lowest oil changes in the bay : Scooters: $24.99/Bikes: $39.99 ⛽️ Labor rate $85 per hour Tune-Up $130 which includes Brake Flush, Coolant flush with spark plugs and chain lube and inspection ✅ We also offer Financing for gear, parts and service as low $39 down 100 days same as cash ✅ Trade-Ins Welcomed!  More vehicle details: pinellas-powersports.hammerwebsites.net/v/Zy8W8bL1 Address: 4770 110th Ave N Clearwater, FL 33762 Phone: (727) 619-2679 Website: www.greenbikesale.com    📲 ☎️ Call or text (727) 619-2679 for quick answers to your questions about this Yamaha R-6 Your message will always be answered by a real human — never an automated system.    Disclaimer: Ride or Die Motorsports will never sell, share, or spam your mobile number. Standard text messaging rates may apply. Some exclusions may apply, all vehicle data not guaranteed to be 100% accurate, of specific questions contact Pinellas Powersports for latest vehicle information. Pinellas Powersports  not responsible for misprint or incorrect vehicle data. Terms of approval based on credit and income data. Tax, tags, title, dealers fees may apply     2018 Yamaha R-6   bfb4faf8a6a14246853ff6c2bd5eaedc",,,,,,,,
