,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,brake type,condition,frame size,handlebar type,make / manufacturer,wheel size,model name / number,size / dimensions,paint color,year manufactured,serial number,electric assist,suspension,part type
2124,1250.0,yuma,https://sandiego.craigslist.org/csd/bik/d/san-diego-electric-bike-revi-predator/7472016504.html,2022-04-16 08:21,Electric Bike Revi Predator NEW 500w Motor 48v Battery,3,"Great off road bike, front suspension. Pedaled Assit and Throttle. Sells on line for $1,650, blowing them out till they are gone for $1,250. Come test ride for free", aluminum, mountain, disc (hydraulic), new, Large, bmx, Revi Bikes, 26 in, Predator,,,,, pedal assist, suspension fork (hardtail),
2125,35.0,yuma,https://phoenix.craigslist.org/evl/bik/d/mesa-kids-next-bikes/7472013373.html,2022-04-16 08:15,2 kids NEXT bikes,0,,,,,,,,,,,,,,,,,
2126,57.0,yuma,https://prescott.craigslist.org/bop/d/camp-verde-bicycle-rack-carrier-for-two/7468210524.html,2022-04-16 06:42,Bicycle rack carrier for two bikes,0,,,,,,,,,,,,,,,,,
2127,110.0,yuma,https://palmsprings.craigslist.org/bop/d/palm-desert-bicycle-carrier-bikes/7471912053.html,2022-04-15 21:57,Bicycle Carrier (4 Bikes),5,Bicycle car carrier. Holds 4 Bikes. 2” Receiver hitch. Secure adjustable tie downs. Best and safest design to transport your bicycles. Condition is like new. Call  show contact info .,,,,,,, Car bicycle rack,, Edostory, Holds 4 Bikes,,,,,,
2128,125.0,yuma,https://phoenix.craigslist.org/nph/mpo/d/phoenix-up-shark-road-mufflers-for/7462459742.html,2022-04-15 20:43,"2017 & up Shark Road Mufflers for Harley Touring bikes, Brand New!!!",11,"Brand New Pair of Mufflers for Harley Touring Bikes from Shark, Never used or installed, Perfect a Bargain Less tan half 1/2 of new price Check them out, the right sound at the right price, $125 for the pair",,,, new,,, Shark,, Road,,,,,,,
2129,350.0,yuma,https://sandiego.craigslist.org/csd/bik/d/san-diego-g-mountain-bikes/7471863526.html,2022-04-15 17:52,(2) G T Mountain Bikes,6,I have (2) GT Mountain Bikes that must go.. Both ride great and other then a few normal wear and tear things visually looks smooth- AMAZING PRICE FOR BOTH ..., aluminum, mountain,,, 26 in,, G T, 26 in, Backwoods & Avalanche,,,,,,,
2130,2450.0,yuma,https://sandiego.craigslist.org/csd/bik/d/san-diego-electric-bike-cheetah-cafe/7459695669.html,2022-04-15 16:48,Electric Bike Cheetah Cafe Racer  NEW,6,"A NEW Motorcycle Inspired Fat Tire Electric Bike With powerful 750 watt geared hub motor from Bafang, 48V 17.5Ah Samsung™ lithium-ion Battery. Rated unique battery integration designed to look like a gas tank, two battery size options High-volume tires provide comfort and stability, padded grips, oversized sprung saddle, and swept back handlebar deliver comfort and an upright body position, this bike can handle taller riders With a maximum allowable weight of 330lbs (150kb) this is a great electric bike. 35-45 Miles with 17.5Ah Battery, 3.8'' full-color LCD display with all data showing, plus motor output wattage indicator", aluminum, cruiser, disc (hydraulic), new," Large, 19 inches", cruiser, Revi Bikes, 26 in, Revi Bikes - Cheetah,,,,, throttle, none (rigid),
2131,1800.0,yuma,https://mohave.craigslist.org/bik/d/lake-havasu-city-juiced-bikes-scorpion/7471829503.html,2022-04-15 16:20,Juiced Bikes - Scorpion X Electric Moped-Style eBike 750 watt 52v 28+ MPH,16,"This listing is for a Juiced Scorpion X e-bike. This was my personal bike used for about 3 months as my primary transportation to work. I now live too far away to ride this bike to work and would like to sell it. Bike is in great shape, hardly used, and these are now on back order through Juiced themselves. Bike has 501 total miles on it. Great range, front and rear suspension, throttle and pedal assist acceleration, horn, cupholder, rear rack, digital display, removable battery with charger, key ignition, fat tires, ultra bright lights. Snag this great deal at hundreds of the manufacturer price! (Includes free bike lock with alarm)  Manufacturer description: The new Scorpion X electric moped-style bike delivers an upgraded riding experience with more power, speed, and range! Equipped with a new electronics system and custom RetroBlade motor, Scorpion X offers an epic e-bike value loaded with super premium features. The X is also equipped with Torque and Cadence pedal assist technology, a bigger 52-Volt 15Ah pack (15%+ more riding range) and an upgraded 8-speed cassette and 56T-11T transmission for easier pedaling at higher speeds. Additional enhancements to the Scorpion X include a 100 db horn, Key Switch for security, and the RelayRack (compatible with the Cargo Platform adaptor kit).  https://www.juicedbikes.com/products/scorpion-x?variant=39261196353600", aluminum, cruiser, disc (mechanical), good, other,, Juiced Bikes, 20 in, Scorpion X,,,,, throttle, frame and fork (full suspension),
2132,1.0,yuma,https://phoenix.craigslist.org/evl/bab/d/mesa-radio-flyer-wagon-bikes/7471820176.html,2022-04-15 15:44,Radio Flyer wagon & bikes,0,,,,,,,,,,,,,,,,,
2133,10.0,yuma,https://phoenix.craigslist.org/nph/mpo/d/scottsdale-sherco-motorcycles-enduro/7471819439.html,2022-04-15 15:42,"Sherco Motorcycles Enduro, Motocross, New bikes! Call for info",6,"If you're looking for a dirt bike, we have the Sherco lineup available. 125cc, 250cc, 300cc and 450cc. Both 2 and 4 stroke. New and used. Enduros, competitive hard enduro bikes, motocross machines and just fun to take camping bikes. We can source all your needs for the whole family! Parts, accessories and service all in house. Trade-ins and consignments welcome. Want that old bike out of the garage, we will buy it! Give us a call to see what these quality bikes are all about! Call H.E.O. @ 48O-5O8-4757",,,, new,,, Sherco,,,,,,,,,
2134,40.0,yuma,https://phoenix.craigslist.org/evl/bik/d/chandler-girl-bikes-razor-scooters-26/7471808221.html,2022-04-15 15:13,Girl bikes & razor scooters & 26” wheel full suspension mountain bike,8,"I have 3 bikes and 3 razor scooters for sale.  Here is the information and price for each:  Girl's Huffy 20"" wheels heavy duty tubes white/pink/blue color $40  Girl's NEXT 20"" wheels heavy duty tubes pink/white/black color $40  Mongoose 26"" wheels aluminum adult medium frame size full suspension mountain bike 21 speed white/red color Shimano drive train with SRAM twist shifters $80  (3) Razor scooters  $20 each  show contact info", aluminum, mountain, disc (mechanical), excellent, medium,,, 26 in,,,,,,, frame and fork (full suspension),
2135,1.0,yuma,https://sandiego.craigslist.org/csd/spo/d/thousand-oaks-spin-bikes-fleet-of/7459513564.html,2022-04-15 14:51,SPIN BIKES Fleet of * PRECOR * Cardio Indoor Cycling SPINNING GYM,6,"THIS LISTING IS FOR THE STUDIO / GYM OWNER LOOKING TO ACQUIRE SPIN BIKES FOR THEIR FACILITY.  This is for a minimum of 5 spin bikes. Please do not inquire about just 1 bike.  Current inventory: - 35 Schwinn AC Performance w/ Carbon Blue (w/ Echelon2 console + power upgrade; triple link pedals) - $795/BIKE - 90 Precor Rally (chain drive) - $895/BIKE - 17 Star Trac Blade ION - $625  ALL bikes are in excellent condition. I will give more details for each type of bike when we correspond.  And, be realistic about the pricing requests. Don't expect these bikes to be $200/ea. These are all high-grade commercial spin bikes. The Schwinn's brand new (w/ all the upgrades) are close to $3000. The Star Trac Blade IONs were about $2100; and, the Precor's were about $1900 brand new. AGAIN - be realistic on what to expect the numbers to be..",,,, excellent,,,,,,,,,,,,
2136,895.0,yuma,https://sandiego.craigslist.org/csd/spo/d/thousand-oaks-spin-bikes-schwinn-carbon/7460901272.html,2022-04-15 14:50,Spin Bikes SCHWINN Carbon Blue CARDIO Exercise Bike Indoor Cycling ABS,17,"Awesome spin bike! Top commercial grade. GREAT DEAL!!!!!!!! I have up to 20 of these!  Used, in excellent condition! They all been technician examined and maintained -- they work great and no issues. And, it looks good!!! Of course, its' used, so hold expectations accurately -- there are signs of usage (i.e. stabilizer covers have marks from people stepping on it with clip shoes; there may be a small scratch here or there; or, some touch-up paint in small areas; etc.). Nothing that would be unexpected.  THE BIKE WORKS PERFECT!!! If you are OK with some cosmetic imperfections (and, I'm ONLY saying this so you know going into it... but, also -- I HAVE VERY HIGH STANDARDS. So, what I may note, may not mean anything to you). Pictures of actual bikes! THEY ARE CLEAN!! AND, THEY LOOK GREAT!!  INCLUDES: - Echelon2 console + power upgrade!! - Triple Link Pedals (w/ toe cages)  Delivery is also available (charge, TBD)",,,, excellent,,, Schwinn,, AC Performance Carbon Blue,,,,,,,
2137,60.0,yuma,https://phoenix.craigslist.org/evl/bop/d/gilbert-bike-rack-bikes-brand-new-60/7459457698.html,2022-04-15 14:09,Bike rack 3 bikes brand new $60 firm,0,Call or text  show contact info  to purchase this item thank you,,,,,,,,,,,,,,,,
2138,60.0,yuma,https://phoenix.craigslist.org/evl/bop/d/gilbert-bike-rack-for-bikes-brand-new/7461971527.html,2022-04-15 14:07,Bike rack for 3 bikes brand new,0,Call or text  show contact info  to purchase this item thank you,,,,,,,,,,,,,,,,
2139,250.0,yuma,https://sandiego.craigslist.org/nsd/bik/d/poway-schwinn-bikes-his-and-hers/7459912608.html,2022-04-15 12:12,Schwinn bikes his and hers,8,Schwinn bikes his and hers 150 for the men's 100 for women's 225 for both great deal!, steel, cruiser,, good," 26""",, Schwinn, 26.5 in,,,,,,,,
2140,1249.0,yuma,https://phoenix.craigslist.org/evl/mcd/d/mesa-2021-apollo-125cc-crf-dirt-bikes/7471694901.html,2022-04-15 11:09,2021 Apollo 125cc CRF Dirt Bikes!,6,"Advanti Powersports 1549 E Main St Mesa, AZ 85203 480-343-5252  Hours Wednesday - Friday 10am - 6pm Saturday 10am - 4pm  Just Arrived Brand New Apollo 125cc CRF 125 Off Road Dirt Bikes with 17 Front / 14 Back Tire! Full Clutch!  Good and Bad Credit Options With Payments From $70.00 Per Month With Zero Down And Zero Interest options! oac  No title fee, dealer doc fee, destination fee or credit card fee's!! ** CASH, CREDIT IS THE SAME PRICE **  The Apollo 125cc is awesome off road motorcycle!  Factory Warranty  Upgrades Include  * 17/14 Wheels  * Suspension  * Hubs  * Exhaust  * And More!  If you want to Ride Now and get the best deals on take a look at our discount atv""s discount scooters and complete line of affordable powersports priced from wholesale. If you are looking the best deals on Arizona Discount atvs or mopeds we have the best AZ Scooter selection.  Advanti Powersports is the largest import powersport dealer in Arizona and is A+ rated with the BBB!",,,,,,,,,,,,,,,,
2141,1199.0,yuma,https://phoenix.craigslist.org/evl/mcd/d/mesa-2021-rwp-125rx-pit-bikes/7471693677.html,2022-04-15 11:07,2021 RWP 125RX PIT BIKES,3,"** OVER 45 ON THIS MODEL AVAILABLE TODAY!! THIS IS A HIGH QUALITY PIT BIKE FOR A FRACTION OF THE COST!! FACTORY WARRANTY!! UPGRADED SUSPENSION, CARB, WHEELS, FRAME AND MUCH MORE!! Advanti Powersports 1549 E Main St Mesa, AZ 85203 480-343-5252  Hours Wednesday - Friday 10am - 6pm Saturday 10am - 4pm  We have over 150 Dirt Bikes available today!! Easy Finance for GOOD AND BAD CREDIT!! ZERO DOWN AND 6 MONTHS FREE INTEREST oac!! PAYMENTS FROM $50.00 PER MONTH WITH ZERO DOWN!! oac tier 1 approval   Take a look at the all RWP 125RX ** Racing style pit bike / dirt bike from Rebel West Powewrsports! This design comes with a Twin-Spare Tubular frame along and it is a perfect size for teens and adults and the 125cc engine is capable of keeping up with the best for only half the cost.   Specs Model Number: RWP 125RX   Engine Type: 125cc single cylinder, 4-stroke, air-cooled  Starting System: Kick Start  Clutch: 4-speed Manual (N-1-2-3-4)  Max Speed: 55MPH   Brakes Front/Rear: Hydraulic disc for both  Weight Capacity: 165 lbs  If you want to Ride Now and get the best deals on take a look at our discount atv""s discount scooters and complete line of affordable powersports priced from wholesale. If you are looking the best deals on Arizona Discount atvs or mopeds we have the best AZ Scooter selection.  Advanti Powersports is the largest import powersport dealer in Arizona and is A+ rated with the BBB!  We carry 49cc 50cc 90cc 110cc 125cc 175cc 200cc 250cc 300cc 400cc 500cc 600cc 700cc 800cc 900cc 1000cc 1100cc 1200cc 1300cc 1400cc 1500cc  Atv's Utv's Go Karts Kids Carts Quads Scooters Motorcycles Dirt Bikes Dune Buggy Sand Buggy Street Bikes Mopeds  Pit Bikes for kids youth teens adults  Parts for SSR Hisun Massimo Odes Coolster Apollo Tao Tao Bashan Renli Kandi Jass RWP Rebel West Powersports BMS Jonway 2x4 4x4 Roketa  We do not carry Honda Polaris Joyner Kawaski Yamaha RZR Can Am",,,,,,,,,,,,,,,,
2142,599.0,yuma,https://phoenix.craigslist.org/evl/bid/d/tempe-in-stock-sikk-ufo-speed-fat-tire/7471685684.html,2022-04-15 10:53,**IN STOCK** SIKK UFO 7 SPEED FAT TIRE BEACH CRUISER BIKES,10,"MENS and WOMENS UFO 7 SPEED FAT TIRE CRUISERS BACK IN STOCK!  SIKK BICYCLES LOCATED IN TEMPE  SIKK.COM   WE SELL OUT OF COLORS QUICKLY  STRAIGHT FORWARD PRICING  CALL US FOR INFO  480-270-4455  MON-SAT 10:30-6 CLOSED SUNDAY  2090 E UNIVERSITY DR TEMPE, AZ 85281", steel, cruiser,,, 26,,, 26 in,,,,,,,,
2143,400.0,yuma,https://phoenix.craigslist.org/cph/spo/d/phoenix-two-trek-mountain-bikes-for-sale/7471661832.html,2022-04-15 10:12,Two Trek Mountain Bikes for sale,0,,,,,,,,,,,,,,,,,
2144,25.0,yuma,https://sandiego.craigslist.org/nsd/spo/d/carlsbad-bike-rack-carrier-for-bicycles/7471640004.html,2022-04-15 09:33,"Bike Rack Carrier for bicycles, bikes, car trunk mount Trek Transport",7,"Bike Carrier Rack, Trek Transport, Bike Trunk Mount, Car Carrier Rack for Auto-Mobile Bicycle transporting.  Rack Fits Most Cars, Sedans, Hatchbacks, Minivans and SUVs  include your phone number in reply.",,,, fair,,, Trek,,,,,,,,,
