,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,frame size,make / manufacturer,wheel size,brake type,condition,electric assist,model name / number,suspension,handlebar type,size / dimensions,length overall (LOA),propulsion type,year manufactured,part type,serial number,engine hours (total),paint color
1341,2375.0,mohave,https://mohave.craigslist.org/trb/d/santa-fe-springs-single-rail-motercycle/7465230535.html,2022-03-31 09:06,Single Rail Motercycle Trailer Folds For Storage,13,"Tow Smart Trailers / SINGLE RAIL MOTORCYCLE TRAILER* -- !   ☎ Call: (562) 788-0416  📱 Text  (562) 788-0416     For more details, pictures and information on this Tow Smart Trailers* SINGLE RAIL MOTORCYCLE TRAILER* , Paste the link below into your browser:   https://towsmarttrailers.com/products/foldable-motorcycletrailer    Total Prices? Price of Trailer with Silver Mag wheels starts at $2375.00 + Tax Shipping cost Starts at $499      https://towsmarttrailers.com/products/foldable-motorcycletrailer     Trailer Information:   Bikers love their bikes. Sounds pretty obvious doesn't it? But by the looks of some of the trailers we've seen hauling these prized motorcycles around, you might not be so sure. That's where we come in.Your bikes deserve a trailer that's worthy to haul it. A trailer that's built right, with quality parts and killer looks too.    Our SINGLE rail motorcycle trailer Independent torsion-axel design makes it easy to maneuver and even simpler to store. Mag wheels, chocks, a ramp and radial tires are standard. The finish is powder coated for maximum durability!    But the best part is, it's fully adjustable to carry up to 1 sport bikes or 1 baggers or 1 bike OR 1,000LB!    We look forward to providing you with a motorcycle trailer you'd be proud to haul your bike on! FEATURES:   Folds for easy storage - reduces in size from 105’’ to 83’’ Wide channel rail accommodates vast range of tire sizes Transports Goldwing motorcycles, Harley-Davidson, cruisers, sport bikes, and more* 13″ Aluminum wheels - STANDARD Radial tires - STANDARD Diamond tread plate floor Lightweight tubular frame (325 lbs. empty weight)  3-piece ride-up loading ramp  integrated wheel chocks Folds for easy storage  Wide channel rail accommodates vast range of tire sizes Transports Goldwing motorcycles, Harley-Davidson, cruisers, sport bikes, and more*   SPECIFICATIONS  Trailer Deck Dimensions: 35’’ W x 84’’ L - Diamond Shape - Rounded Square Rear Clearance to the Top of the Deck: 13’’ H Tailgate Length: 32’’ L Folded Length: 85’’ L (from tip of coupler to end of folded bed) Overall Extended Length: 117’’ L (from front of coupler to end of open trailer bed) Overall Width: 72’’ W (outside fender to fender) Overall Width: 54’’ W (inside fender to fender) Height: 27’’ Maximum Motorcycle Length: 98’’ L (from motorcycle’s front tire to its rear axle) Trailer Deck Type: Aluminum Diamond Tread Plate 3-Piece Loading Ramp Overall dimensions: 33’’ W x 42.5’’ L Outside ramps (2): 11’’ W x 42.5’’ L Center ramp (1): 11’’ W x 42.5’’ L Hitch: Class 2 or Higher Hitch Height: 21’’-22’’ Ball Size: 2’’ Tire Size: ST175/80R13 Radial Tire Wheel: 13” Aluminum Split Spoke Air Pressure: 50 cold psi Suspension Independent Torsion Axle Suspension Mounts Double Mounting Brackets Empty Weight: 300lb Maximum Load Capacity: 1000lb Frame Material: Steel Tubing Finish: Powder Coated  Contact German: 562-788-0416  https://towsmarttrailers.com/products/foldable-motorcycletrailer     *Conveniently located and at affordable rates. *            2022 Tow Smart Trailers / Single Rail bike  trailer☎ Phone Number: (562) 788-0416              📱 Text Number: (562) 788-0416    Disclaimer: Prices may vary from region to region, as will incentives, and are subject to change without notice. The publisher assumes no responsibility for errors and/or omissions contained within and makes no representations, expressed or implied, to any actual or prospective purchaser of this trailer or truck body, its specifications, or price. Inventory information is compiled from publicly available sources and may vary. All inventory item prices exclude tax, title, and registration fees; and may exclude dealership service fees and finance charges. Please contact the store for more information.                Moto trailer motorcycle baja dirt bike quad toy hauler towing trailer  Bike hauler camping trailer enduro Ducati harley trailer Zieman droptail this is not a kendon motorcycle stand up trailer carson trailer toy hauler towing. off road monster ninja cb honda cbr r1 r6 r1000 thisn is not a kendon stand up trailer quad trailer toy hauler towing trailer quad atv utility trailer camping hauler carrier trailer camping trailers motorcycle trailers atv trailers car dolly small camping trailers motorcycle trailers for sale camping trailers for sale car dolly for sale atv trailers for sale motorcycle pull behind trailers off road camping trailers used camping trailers used motorcycle trailers used motorcycle trailers for sale atv pull behind trailers enclosed motorcycle trailers small camping trailers for sale car wheel dolly lightweight camping trailers pull behind motorcycle trailers car tow dolly for sale motorcycle camping trailers enclosed motorcycle trailers for sale motorcycle camper trailers motorcycle cargo trailers pop up camping trailers atv utility trailers used car dolly for sale car dolly straps used camping trailers for sale teardrop camping trailers compact camping trailers car towing dolly motorcycle trailers enclosed vintage camping trailers for sale tiny camping trailers vintage camping trailers small trailers for camping car seat dolly pull behind motorcycle trailers for sale aluminum motorcycle trailers aluminum atv trailers motorcycle tent trailers atv hauler trailers used car tow dolly for sale car dolly rentals car dolly trailer used motorcycle pull behind trailers for sale custom motorcycle trailers coleman camping trailers jayco camping trailers 4x4 camping trailers aluminum cargo trailer used atv trailers used enclosed motorcycle trailers for sale tow car dolly best camping trailers used car dolly master tow car dolly dolly car used pull behind motorcycle trailers for sale retro camping trailers open motorcycle trailers motorcycle hauling trailers enclosed atv trailers used atv trailers for sale motorcycle chocks for trailers car dolly parts 2 wheel car dolly two wheel car dolly car body dolly best small camping trailers cheap camping trailers light camping trailers custom camping trailers used pull behind motorcycle trailers haulmark motorcycle trailers aluminum atv trailers for sale atv dump trailers garage car dolly hydraulic car dolly folding camping trailers camping trailers small hybrid camping trailers trailers camping ultralight camping trailers trailers for camping aluma motorcycle trailers cheap atv trailers car dolly for sale used demco car dolly rv car dolly luxury camping trailers small trailers camping motorcycle cargo trailers for sale folding motorcycle trailers featherlite trailers motorcycle trailers kendon motorcycle trailers trailers for atv motorcycle trailers used light weight camping trailers micro camping trailers tractor supply atv trailers car tire dolly heavy duty car dolly car towing dolly for sale off road camping trailers for sale extreme camping trailers car dolly fenders acme car dolly camping tent trailers harley davidson motorcycle trailers camping travel trailers camping trailers used motorcycle camp trailers lite camping trailers aluminum camping trailers camping pop up trailers starcraft camping trailers used teardrop camping trailers offroad camping trailers used motorcycle cargo trailers for sale tow behind motorcycle trailers motorcycle pull behind trailers for sale fold up motorcycle trailers cheap motorcycle trailers aluminum motorcycle trailers for sale motorcycle enclosed trailers featherlite motorcycle trailers single motorcycle trailers small motorcycle trailers custom enclosed motorcycle trailers off road atv trailers atv enclosed trailers polar atv trailers used enclosed motorcycle trailers motorcycle camper trailers for sale used car tow dolly car dolly plans motorcycle travel trailers best motorcycle trailers used motorcycle camping trailers for sale all aluminum cargo trailer old camping trailers tiny trailers for camping atv camping trailers rv camping trailers popup camping trailers tent camping trailers camping trailers for motorcycles airstream camping trailers scamp camping trailers motorcycle camping trailers for sale featherlite camping trailers used motorcycle pull behind trailers motorcycle transport trailers motorcycle trailers with living quarters used motorcycle trailers enclosed motorcycle pull trailers lightweight motorcycle trailers motorcycle tow behind trailers custom atv trailers enclosed fiberglass motorcycle trailers bushtec motorcycle trailers small car camping trailers cheap car dolly stehl car dolly new camping trailers enclosed atv trailers for sale atv utility trailers for sale used enclosed atv trailers cheap motorcycle trailers for sale used motorcycle camper trailers used folding motorcycle trailers used motorcycle tent trailers for sale camping cargo trailers atv utv trailers stehl tow car dolly zieman atv trailers best atv trailers vintage camping trailers sale car caddy dolly car frame dolly car dolly prices small lightweight camping trailers camping trailers for sale used fiberglass camping trailers single wheel motorcycle trailers motorcycle trailers pull behind motorcycle trailers houston fiberglass motorcycle trailers motorcycle tag along trailers motorcycle towable trailers trailers motorcycle covered motorcycle trailers trailers for motorcycle trailers atv atv hauling trailers side load atv trailers motorcycle trailers for sale used car dolly towing car caddy tow dolly motorcycle trailers rentals chariot motorcycle trailers motorcycle trike trailers motorcycle teardrop trailers kendon motorcycle trailers for sale motorcycle enclosed trailers for sale apache camping trailers car dolly wheels car dolly tie down straps haulmark motorcycle trailers for sale camping utility trailers used small camping trailers for sale used scamp camping trailers folding motorcycle trailers sale utility trailers for atv car trailer dolly echo atv trailers pop up camping trailers for sale trailers to pull behind atv pull behind atv trailers shasta camping trailers very small camping trailers old kendon stand up camping trailers for sale cheap atv trailers for sale small atv trailers keystone camping trailers roadmaster car dolly diy camping trailers iron horse motorcycle trailers aluminum car dolly towmaster car dolly motorcycle car dolly casita camping trailers lightweight camping trailers for sale car dolly tire straps 5th wheel camping trailers camping trailers manufacturers cargo camping trailers bunkhouse motorcycle camping trailers small camping trailers sale motorcycle utility trailers motorcycle pull behind cargo trailers single wheel motorcycle cargo trailers wells cargo motorcycle trailers motorcycle touring trailers motorcycle towing trailers atv aluminum trailers motorcycle tow trailers atv off road trailers atv tow behind trailers triton atv trailers motorcycle camping trailers used car tow dollys towing car dolly tow dolly car motorcycle rv trailers buy car dolly camping trailers parts car tow dolly rentals covered motorcycle trailers for sale motorcycle tent trailers for sale used motorcycle camper trailers for sale tow car dolly for sale car tow dolly kendon single rail stand up trailer motorcyclle trailer  straps car tow dolly for sale used rv car tow dolly motorcycle car tow dolly how to build a car tow dolly motorcycle trailers for dogs motorcycle rail for trailers used motorcycle camping trailers folding motorcycle trailers for sale car camping trailers cheap camping trailers for sale atv camp trailers aluminum enclosed motorcycle trailers harley davidson motorcycle trailers for sale renting camping trailers aluminum open motorcycle trailers motorcycle trailers san diego motorcycle luggage trailers motorcycle rails for trailers toy hauler camping trailers rv motorcycle trailers atv trailers houston aluma motorcycle trailers for sale atv camper trailers motorcycle dog trailers solar panels for camping trailers teardrop camping trailers for sale tear drop camping trailers atv hunting trailers not a kendon stand up trailer adventure camping trailers aluminum cargo trailer manufacturers phoenix motorcycle trailers used jayco camping trailers forest river camping trailers atv dump trailers for sale motorcycle pet trailers used motorcycle tent trailers used airstream camping trailers tandem car dolly roadmaster motorcycle trailers classic camping trailers towable motorcycle trailers atv wagon trailers atv log trailers a frame camping trailers car dolly trailer for sale dolly car trailer folding camping trailers for sale 4x4 camping trailers for sale tab camping trailers wilderness camping trailers expandable camping trailers car dolly casters motorcycle pop up trailers small camping trailers used utility atv trailers atv cargo trailers camping trailers brisbane camping trailers melbourne camping trailers prices car dolly used car tow dolly plans acme trailer eze-tow car dolly pull behind trailers for atv fema camping trailers atv trailers used atv transport trailers atv logging trailers",,,, TOWSMART TRAILERS,,, new,,,,,,,, 2022,,,, black
1342,225.0,mohave,https://mohave.craigslist.org/mpo/d/lake-havasu-city-motorcycle-carrier/7465015620.html,2022-03-30 16:09,MOTORCYCLE CARRIER/Rack 600lb capacity,0,"Motorcycle Dirt Bike Carrier Truck Hauler  LIKE NEW!  WHY BUY NEW AND PAY TAX AND SHIPPING?  $225 OBO   Hitch Rack Trailer Cargo Ramp. 600 lbs capacity. Will handel wide tires. Easy loading with attached loading ramp. Sold my motorcycle and don't see another in my future.   Hitch Mounted Motorcycle Hauler With Loading Ramp,which will be a great help to carry your Motorcycle or sports bike to everywhere you go. 2"" receiver, hitch pin included with is 3/4"". Specially designed for transporting sports bikes, enduro bikes or off-road dirt bikes. 600 lbs total capacity. Simply roll your motorcycle up the carrier's ramps and use straps to secure the bike to the carrier rails. Rail is 79"" long with a raised adjustable wheel stop that serves as a stabilizing wheel chock. The 72"" long loading ramp stores right on the carrier which has 2 quick release lock to secure the ramp when loading.      Feature Like  new and good quality Hitch Mounted Motorcycle Hauler With Loading Ramp Durable black powder coat finish Durable and Solid Construction",,,, Unknown,,, like new,, unknown,,,,,,,,,,
1343,595000.0,mohave,https://mohave.craigslist.org/bfd/d/lake-havasu-city-havasu-bike-shop-for/7464869739.html,2022-03-30 10:42,Havasu Bike Shop For Sale,3,"Havasu Bike & Fitness For Sale $595,000 2021 Gross $950,000 2021 Net $300,000+ Inventory Included $430,000 No Debt 2020 Gross $909,482 2020 Net $297,000 2500 sq ft lease space $3750/month lease 2 employees, payroll $63k Utilities $5000/yr water electric, phone, trash Insurance workers compensation, general liability $850/yr Established 2008 13 years in business Advertising $500/yr Website: HavasuBike.com Hours: Mon - Fri 9:30am -6:00 pm, Sat 9:30 - 4:00pm, Sun closed Seller will train up to 30 days Financing: N/A Reason for Selling: Retiring Contact Harold Sharpe - Easy Sale Real Estate 928-846-4555  Havasu Bike & Fitness in Lake Havasu City is For Sale The Go-To Bike Shop in Lake Havasu City is for sale. Havasu Bike & Fitness is a Full-Service Bike Shop, Featuring all categories of Bikes, E-bikes, Mountain Bikes accessories, apparel, parts, repairs, and rentals. Havasu Bike & Fitness has a well-established presence and reputation in Lake Havasu City. Havasu Bike & Fitness has been In Business For 13 Years. Havasu Bike & Fitness has an Excellent Location: 1/4 mile to ""Highway 95 Bike Path"" 1/3 mile to The London Bridge Town Landmark Less than 2 miles to ""'The Island Bike Path"" 5 miles from Sara Park with ""Over 80 miles of Mountain Bike Trails""  For More Information:  Havasu Bike Shop For Sale https://easysalerealestate.com/havasubikeshopforsale Contact Harold Sharpe 928-846-4555",,,,,,,,,,,, 2500 sq feet,,,,,,,
1344,2800.0,mohave,https://mohave.craigslist.org/mcy/d/bullhead-city-honda-ct-110/7464407895.html,2022-03-29 09:22,HONDA CT 110,5,"Owner is selling 2 Honda CT 110 bikes.  One was built in 1981 has 3990 miles, the other was built in 1983 has 6498 miles Bikes were not used for one year so needs fresh gas and battery charge. Original bikes with Hi/Lo transmission. Bikes are in good condition (see pictures) Both bikes registered in Arizona. Asking $2800.00 each or if you buy both, the price will be $5200.00  CASH ONLY  For more information or to see call Phil",,,,,,,,,,,,,,,,,,,
1345,600.0,mohave,https://mohave.craigslist.org/bik/d/mohave-valley-29-inch-wheel-full/7463827168.html,2022-03-27 21:12,29 inch Wheel Full Suspension Aluminum Mountain Bike,8,"Motobecane Fantom DS X24 29er 29 inch Wheel Full Suspension Mountain Bike. I bought this bike brand new and paid almost $900 for it and only rode on the trail 2 times with it. Just wasn't for me. Just about perfect condition rode it 8 miles.  XL frame. 21""    Fits riders 6'2-6'5""  I am 6'7 and this bike fit me fine.  Txt Austin @  show contact info   Specs- 24 Speed Full Suspension COIL OVER REAR SHOCK! Precise Handling Tapered HT FRONT PreLoad Adjust Forks Powerful Disc Brakes Double Wall WEINMANN Rims Advanced Kinesis Aluminum Frame  These Motobecane FantomDS bikes are an incredible deal when you consider: 1) FRONT PreLoadAdjust FULL Suspension Bikes we've seen in bike shops cost start around $1200 to $1600 2) Equipped with Shimano Cranks for Top Shifting Performance 3) Kinesis Engineered Hydroformed AL Suspension + Tapered HeadTubes+Dropper Seatpost INTERNAL Routing 4) Built in Top Ranked Taiwan factory (vs other brands built in China) 5) 4x4Suspension= 4inch Travel Front and Rear NEW KINESIS Engineered Hydroformed ALU+ Tapered Headtubes Motobecane's new hydroformed aluminum frame is so well-designed and engineered by Kinesis that some customers have said it will make most folks forget about Lindsay Lohan or any of Americas top models, past, present or future. Others have suggested it would be a survivor of anything Jeff Probst could ever think up. We say it's kind of like Angelina Jolie in Tomb Raider, beautiful and tough.  Proven Drivetrain Shimano's drivetrain brings with it the legendary quality, durability and performance Shimano is known for, all packaged to meet the ever-evolving demands of today’s riders.", aluminum, mountain, XL, Motobecane, 29 in,, like new,,, frame and fork (full suspension),,,,,,,,,
1346,699.0,mohave,https://mohave.craigslist.org/snw/d/fort-mohave-2004-yamaha-pw80/7467124414.html,2022-04-18 18:11,2004 Yamaha PW80,2,Nice little bike been sitting needs throttle cable but it does run,,,,,,,,,,,,,,,,,,,
1347,500.0,mohave,https://mohave.craigslist.org/pts/d/topock-1985-honda-rebel/7472999879.html,2022-04-18 18:06,1985 Honda Rebel,0,,,,,,,,,,,,,,,,,,,,
1348,1000.0,mohave,https://mohave.craigslist.org/mpo/d/hackberry-honda-cbr-engine/7463602791.html,2022-04-18 16:24,Honda CBR1000 08 Engine,0,Honda CBr1000 engine. Clutch cover cracked. From running bike.,,,, Honda,,,,, CBR1000,,,,,,,,,,
1349,300.0,mohave,https://mohave.craigslist.org/mpo/d/hackberry-honda/7461616998.html,2022-04-18 16:24,Honda Z50 1970,5,"Bike sat for 30 years. Exposed to elements.  Engine seized. It turn alittle one way and another but not a full revolution. Assume it’s from being exposed to elements for over 30 years.  Axle missing. I have additional parts sold separately for Z50’s forks, fender, cylinder, head",,,, Honda,,,,, Z50,,,,,,,,,,
1350,100.0,mohave,https://mohave.craigslist.org/spo/d/bullhead-city-golds-gym-cycle-trainer/7472909452.html,2022-04-18 14:15,Gold's Gym Cycle Trainer 290C,0,,,,,,,,,,,,,,,,,,,,
1351,20.0,mohave,https://mohave.craigslist.org/for/d/laughlin-safety-flag-new-off-road/7467872236.html,2022-04-18 11:52,Safety Flag New Off Road Motorcycle Quad Bike Safety Flag 6 feet Bell,7,Safety Flag Bell Sports - Cycle Products 6 ft.Off road bike motorcycle Flag Safety flag fibreglass flexable Orange have 2 available 20 each.Never used may have a bit of dust from storing.,,,, Bell,,, new,,,,, 6 feet,,,,,,,
1352,400.0,mohave,https://mohave.craigslist.org/mpo/d/kingman-z1000/7472588195.html,2022-04-17 20:06,Z1000,2,Has clean title bought it from a friend that was wanting to make it into a stunt bike. Has carbon exhaust upgraded rotors still like new,,,,,,,,,,,,,,,,,,,
1353,75.0,mohave,https://mohave.craigslist.org/mpo/d/laughlin-sissy-bar-luggage-back-pack/7460363625.html,2022-04-17 13:07,Sissy Bar Luggage Back Pack Leather Travel Bag Harley Softail Etc.,0,,,,,,,,,,,,,,,,,,,,
1354,3800.0,mohave,https://mohave.craigslist.org/snw/d/lake-havasu-city-2021-kawasaki-klx-110rl/7471568296.html,2022-04-17 11:27,2021 Kawasaki KLX 110RL,5,"2021 Kawasaki KLX 110RL Maybe 30 Min On Bike Kids Were Not Interested In it, Would Rather Play Hockey. Please Don't Ask If It's Still Available. Will NOT Respond Yes Have Title Thanks",,,,,,,,,,,,,,,,,,,
1355,400.0,mohave,https://mohave.craigslist.org/bik/d/bullhead-city-fat-bicycle/7472436294.html,2022-04-17 11:01,Fat bicycle,0,"Motobecane 26” fat tire bike, good condition", alloy, mountain, Medium, Motobecane, 26 in, disc (mechanical), good, none,, none (rigid), flat,,,,,,,,
1356,7.0,mohave,https://mohave.craigslist.org/clo/d/bullhead-city-new-black-backpack-purse/7472310974.html,2022-04-17 00:00,New Black Backpack Purse & NIB Unisex Organizer * IPad/Tablet Cover *,6,"Nice New Gifts perfect for every day shopping, School, Work, Real Estate, Birthdays, Vacation, Motorcycle; both received as gifts and never used.  I have a New Designer Style Black Purse in a Pebbled Textured Durable Vinyl with Double Straps for Backpack style or converts to Shoulder Strap.    Also have a New in Box Unisex Black Personal Organizer Clutch in Mint Condition.  Buy both for $12! Will ship Priority Mail with a U.S. Postal Money Order. I'm located here in Laughlin, NV. $7 each  1. New Designer Style Black Purse in a Pebbled Textured Durable Vinyl w/Double Straps for Backpack style or converts to Shoulder Strap. Has lots of sections and holds lots of stuff. $7  2. New in Box Unisex Black ""River Ridge"" Personal Organizer Clutch (Retails $49). Can be used for Small IPad, MP3 and Cell Phone Portable Protective Cover, Real Estate? Has Calculator, Business Card/Credit Card Holders, Weekly Planner, Address Book, Cell Phone Holder, Ruler, Diary, Expenses Section. $7  Please email for any questions and leave your phone no., thanks. Sorry we don't accept PayPal.   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Verizon, AT&T, Sprint, TMobile, Motorola, Sony, IPhone, HTC, LG, Computer, Internet, Desktop, MP3 Player, IPad, Cell Phone, Samsung, Nook, Designer Wallet, Clutch, Backpack, Ed Hardy, Juicy, CK, Pink, Shirt, Pants, Jeans, Top, Dress, Student, College, School, Swap Meet, Shopping, Vacation, Bike, Harley Motorcycle, Lake, River, Boat, Hollywood, Casino, Slots, Craps, Vegas, Fun Day 7327 Year, Lady Women Mom Girls New Year",,,, Pebbled Textured Purse/Backpack,,, new,, River Ridge Personal Organizer,,,,,,,,,,
1357,120.0,mohave,https://mohave.craigslist.org/pts/d/fort-mohave-huffy-bike-24-inch/7460108341.html,2022-04-16 22:18,HUFFY. BIKE 24. INCH,3,HUFFY. BIKE 24 INCH. GOOD  CONDITION.  $120 DLLS. CALL.  show contact info . THANK YOU,,,,,,,,,,,,,,,,,,,
1358,120.0,mohave,https://mohave.craigslist.org/for/d/fort-mohave-huffy-bike-24-inch/7460112071.html,2022-04-16 22:18,HUFFY.  BIKE 24 INCH,2,HUFFY BIKE. 24. INCH. GOOD. CONDITION  $ 120. DLLS. CALL.  show contact info . THANK. YOU,,,,,,,,,,,,,,,,,,,
1359,50.0,mohave,https://mohave.craigslist.org/mpo/d/dolan-springs-bike-windshild/7459628151.html,2022-04-16 14:16,bike windshild,0,in good condition,,,,,,,,,,,,,,,,,,,
1360,4100.0,mohave,https://mohave.craigslist.org/mcy/d/lake-havasu-city-2006-honda-crf-250r/7472186050.html,2022-04-16 14:04,2006 Honda CRF 250R,4,"2006 Honda CRF250R for sale. $4100. Runs and rides great needs nothing. Fresh oil change carb clean & valve adjustment. New top end (piston) 10 hours ago. Forks rebuilt 10 hours ago also. Has alot of aftermarket parts. Fmf titanium dual slip on exhaust(sounds amazing!), pro taper foot pegs, renthal bars, new grips, hinson clutch plates, k&n air filter, works conection clutch perch & lever (butter smooth), devol radiator braces. Devol rear disk guard, Acerbis plastics & front disk guard. Front number plate & left rad shroud cracked but usable. Has the throttle response of a FI bike. Bottom end rebuild within last 40 hours. Very well taken care of and maintained. Title in had asking $4100",,,,,,,,,,,,,,,,,,,
1361,185746.0,mohave,https://mohave.craigslist.org/bod/d/lake-havasu-city-2022-avalon-waketoon/7472075655.html,2022-04-16 10:13,2022 Avalon Waketoon (Wake-Surf Pontoon Boat),23,"Now In Stock!!!! ......  2022 Avalon 23 Waketoon Model.... (Wakeboard & Wakesurf Pontoon Boat!)  Supplies are extremely limited and don't miss this one as we may not see another until 2023!! .... MSRP = $219,746 Very well equipped with triple axle trailer....Save a bunch of money on this one only at Germaine Marine in Lake Havasu!!  Sale Price Only $185,746.00!!!  WAKETOON Powered by Mercruiser 6.2L 350hp V8 with the New Mercruiser Bravo 4 Forward Drive and Digital Shift and Throttle Controls, the new Avalon watercraft combines comfort of a performance pontoon and surfing capabilities of a wakeboard/wakesurf boat.  Avalon & Tahoe Manufacturing and Mercury/Mercruiser, a global manufacturer of integrated marine propulsion systems, have joined forces to deliver the versatile Waketoon Surf Series Pontoon boat which combines the most sought-after benefits of both a high-performance pontoon boat and increasingly popular wakesurf boats into one exciting combination watercraft. The boat made its public debut at the Minneapolis Boat Show, January 23-26, 2020, where it was just named a 2020 Innovation Award winner by the National Marine Manufacturers Association.  Still classified as a true performance pontoon boat with no monohull, Waketoon offers all of the modern amenities that today’s consumers expect, including a comfortable ride at all speeds, optimal wave handling and ample room for entertaining friends and family. What differentiates this unique craft is a new patent-pending pontoon design with an integrated rocker and shaper along with contoured wake plates to enable desirable waterflow. There is no heavy ballast tank system, which leads to improved overall handling and the elimination of a time-consuming fill-and-drain process.  Another distinct feature of Waketoon is the capability for tandem wakesurfing on both sides of the wake, instead of the ability to only surf together on the same side.  It is the first pontoon boat combined with the New Mercruiser Bravo 4 Forward Drive, designed with forward-facing dual counter-rotating props under the boat with an adjustable-tilt drive. Since its launch in 2015, the versatile Forward Drive transformed the gasoline stern drive boating segment and earned recognition for superior fuel economy, speed, range, acceleration and maneuverability in thousands of boats on the market today. Waketoon Surf Series Pontoon also integrates Mercruiser' s 6.2L lightweight, high-performance next-generation gasoline engines which are designed for simple serviceability and Reliability!  2022 Avalon Waketoon Order #733468 Available Late January 2022 at Germaine Marine Lake Havasu! * Mercruiser 6.2L 350hp with Bravo 4 Forward Drive * Red Walls with Black Accents * Black-Out Package * Silver Interior Package with Red/Black Trim * Ultra Fine Vinyl Upgrade * Black Tower * Fusion Premium Stereo * Fusion Tower Speakers * Fusion Subwoofer * Surf Camera * Garmin 743XSV * RGB Lighting Systems * Center Tubs Ski Locker * Black Canvas * 64 Gallon Fuel Cell * Side and Bottom Keels * Custom Trailer and more...  Germaine Marine is located at 1590 Industrial Blvd in Lake Havasu City Arizona 86403…   For more information on this Boat and many others Please Call or Text 928-855-8588  We offer Nationwide Delivery, Winter Boat Storage, Winterization and Service, Shrink Wrapping, Fiberglass Repair, Upholstery Repair, Full Boat Detailing and Restoration Services…. We service and accept on trade all Major Brands of Inboard Boats: Tige, Supra, Moomba, Nautique, Mastercraft, Malibu, AXIS, MB Sports, Centurion, Supreme and more… We service and accept on trade all Major Brands of Stern Drives or I/O Boats: Sea Ray, Crownline, Cobalt, Monterey, Chaparral, Regal, Bayliner, Stingray and more.. We service and accept on trade all Major Brands of Pontoon Boats: Apex Marine, Qwest, Angler Qwest, Bennington, South Bay, Bentley, Avalon, Manitou, Sun Tracker, Godfrey, Crestliner and more..  We service and accept on trade all Major Brands of Aluminum Fishing Boats: Alumacraft, Lund, Tracker, Crestliner, StarCraft, Lowe and more.... We also consider on trade most major brands of RV, Motorhome, Travel Trailer, Toy-hauler, UTV, Side by Side, ATV, Dirt Bike, Motorcycle and more….  Let me know what you have?",,,, Avalon,,, new,, Waketoon,,,, 23, power, 2022,,,,
1362,1550.0,mohave,https://mohave.craigslist.org/tro/d/oatman-12x5-utility-bike-cargo-4whlr/7466463624.html,2022-04-16 07:56,12x5 utility/bike/cargo/4whlr,3,"up for sale is my 12x5 ft trailer.. 10 x 5  w/box in..box lockable and removeable....light weight  tri fold aluminum ramp is 4 ft x 6ft rated at 2000 lbs....... aluminum box is 40""x18x12.....bed planks are solid.....lights all work w/front runners 4 pin flat connector......was set up for 4 wheeler.....new jack wheel for easy driveway shuffling around...nearly new tires and spare....oregon trailer no reg required .... bill of sale provided... please call or email for any additional info or set up a visit to view i""m in fort mo!!  call will j @  808 ...nine three 7   2ate 44 anytime..",,,,,,, good,,,,, 12x5,,,,,,,
