,Price,Location,URL,Date,Title,num image,condition,text,make / manufacturer,model name / number,part type,bicycle frame material,bicycle type,frame size,wheel size,brake type,electric assist,handlebar type,suspension,size / dimensions,paint color,year manufactured,serial number
1965,167.0,tucson,https://tucson.craigslist.org/sgd/d/home-gym-setup-squat-rackfunctional/7471786148.html,2022-04-15 14:17,"Home Gym Setup-Squat Rack,Functional Trainer,Bench, Dumbbells, Weights",7, new,"Home Gym Setup- Squat Rack,Functional Trainer, Adjustable Bench, Olympic Weight Set, Dumbbell Set- Financing Available  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ Home Gym Equipment Package  Commercial Squat Cage Commercial Adjustable Bench Commercial Dual Adjustable Pulley System 300lb Rubber Olympic Grip Plate Set w/ Bar 5-50lb Rubber Hex Dumbbell Set w/ Rack  *Low Price of $6000! Or as low as $209/month *Monthly payment subject to approval through Bread Financing.  Term options include 12 month & 18 month no interest or up to 36 months interest variable.  Other financing options may be available if credit does not qualify.  IN STOCK READY TO SHIP! Check out the full package here: https://bodykore.com/product/garage-gym-package/ This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! . Check out some of our other equipment for your home gym:       ____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY apply online : https://bodykore.com/finance-application/ BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text (949) 503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers", BodyKore,,,,,,,,,,,,,,
1966,1500.0,tucson,https://tucson.craigslist.org/bik/d/vail-2016-trek-domane-52-carbon-58cm/7464469447.html,2022-04-15 12:40,2016 Trek Domane 5.2 Carbon 58cm,6, excellent,Carbon frame Shimano Ultegra groupset   Product Details:  https://www.trekbikes.com/us/en_US/bikes/road-bikes/performance-road-bikes/domane/domane-5-2/p/16977/, Trek, Domane 5.2,, carbon fiber, road, 58 cm, 700C, caliper, none, drop, none (rigid),,,, on request
1967,125.0,tucson,https://tucson.craigslist.org/bop/d/tucson-pedal-pack-bike-travel-case/7471685412.html,2022-04-15 10:56,Pedal Pack Bike Travel Case,8,,"This is a brand new travel case by PedalPak. We used to retail these back in the day and this is our last one, our display sample. We sold them for $400 when they came out. PedalPak was the creator of a travel case.  Designed for road or racing bikes mainly. what a great way to bring your favorite bike when you travel. Better than a box carton.  Since it's the last one, dropped the price to $125.  Call Jon at 907-8975 area code 520 On Eastside near Tanque Verde and Sabino Canyon",,,,,,,,,,,,,,,
1968,1.0,tucson,https://tucson.craigslist.org/bid/d/tucson-custom-built-bike-electric-bike/7471670461.html,2022-04-15 10:24,"CUSTOM BUILT E BIKE, ELECTRIC BIKE AS FAST AS YOU WANT",20,,"I BUILD CUSTOM E BIKES, I CAN BUILD YOUR BIKE OR HELP FIND YOU THE BIKE YOU WANT, I CAN BUILD THEM TO MAKE 1300 WATTS TO 3000 WATTS, CAN BUILD SOME CARBON FIBER AND ALL OF ANY OTHER TYPE, FULL SUSPENSION HARDTAILS STREET BIKES 3 WHEEL 4 WHEEL ANY BIKE YOU WANT. I BUILD WITH BAFANG MID DRIVES ONLY NO HUB MOTORS. CALL TEXT OR EMAIL FOR A QUOTE. NEED TO KNOW ABOUT BIKE AND WHAT YOU WANT TO GIVE QUOTE, BIKES PICTURED ARE BIKES I BUILT FOR CUSTOMER. MY CELL IS EASIEST TO REACH ME VERY BUSY CELL 949 205-5362  NOW BUILDING HUB MOTOR E BIKES. PRICES VARY FROM QUALITY OF MOTOR", ANY, ANY,, other/unknown, other, ANY, other/unknown,,,,,,,,
1969,125.0,tucson,https://tucson.craigslist.org/bik/d/tucson-steel-frame-road-bike-vintage/7471662035.html,2022-04-15 10:12,Steel Frame Road Bike - Vintage 1970's - Large Frame - Take Your Pick,0,,,,,,,,,,,,,,,,,
1970,275.0,tucson,https://tucson.craigslist.org/bik/d/tucson-specialized-all-terrain-bike/7471659855.html,2022-04-15 10:08,"Specialized All-Terrain Bike - ""Ready to Ride"" - Mint Condition",0,,,,,,,,,,,,,,,,,
1971,2700.0,tucson,https://tucson.craigslist.org/bik/d/tucson-specialized-epic-evo-large/7471641004.html,2022-04-15 09:34,Specialized Epic Evo Large,0,,,,,,,,,,,,,,,,,
1972,900.0,tucson,https://tucson.craigslist.org/bop/d/tucson-recon-rack/7459639397.html,2022-04-15 07:27,Recon 4 Rack,17, new,"This is a BRAND NEW, NEVER USED (except in my driveway) 4 bike vertical shuttle style rack.  I bought it for my 5th wheel, but it doesn't fit due to the design of the RV.  1Up now owns this company and they no longer produce the 4 bike option.  Whether you’re road tripping or shuttling the crew on epic runs, this Recon Rack has everything you need in a simple, rugged package.  This holds my mountain bikes and road bikes perfectly with no contact between the frame and rack (tires only).   Some features: – Fits 2” receiver. – Black powder coat finish. – Standard Wheel Baskets hold 24”-29” wheels, up to 3” wide tires. – Fat Bike Wheel Baskets hold 24”-29” wheels, up to 5.1” wide tires. – Kids Bike Wheel Baskets hold 20”-24” wheels, up to 3” wide tires. – Recon 4 carrying capacity of 180 lb. (45 lb. per bike spot). – Includes Anti-Wobble hitch bar insert with locking hitch pin. – Wheel Basket Design holds tires safely and securely with no bike frame contact. – Compatible with suspension and rigid forks – Integrated adjustability for easy reach and ground clearance tuning. – Smooth Pivot Operation for easy access to rear of vehicle. – Rated for Off-Road use. – RakAttach, Hitch Extenders and Hitch Bar Stops are acceptable  Check out more here: https://www.1up-usa.com/product/recon-rack/  A 2019 review of this rack by MTBR can by seen here: https://www.mtbr.com/threads/recon-rack-review-gen2-r4-four-bike-hanging-rack.1114069/  Call or text Mark at 52zero-73zero-1zero67", Recon Rack, 4,,,,,,,,,,,,,
1973,14500.0,tucson,https://tucson.craigslist.org/tro/d/tucson-race-car-hauler-toy-hauler-car/7469276118.html,2022-04-14 23:50,"Race car hauler, toy hauler, car trailer, RV camper",24, excellent,"If you’re reading this, it is still for sale! PLEASE READ BEFORE ASKING QUESTIONS.  I think I’ve put some great details in here. Race car hauler, toy hauler, car trailer, camper  For sale is a 40’ enclosed triple axle car hauler. Goose neck hitch. Torsion bar suspension, Toy hauler. Has living area with bed, bathroom and kitchen.  I purchased this to move my household goods across country and then my truck broke. I ended up using a moving company so I no longer need this trailer. When I purchased it I found they only one of the six electric wheel brakes were working. I had to replace all six brake backing plates and components. This included all six wheel bearing sets and new seals with high end grease and proper torque‘s completed. Now this trailer stops quickly and safely. I have since fixed my truck and have pulled it to test drive it and check all of the friction for each one of the electric brakes. It handles perfectly on the road and has less than 35 miles on these brakes and bearings. The owner before me did a great job replacing the rubber flooring and adding new flooring in the kitchen as well as doing some painting and putting a brand new toilet in it. Toilet has a bidet wand and all works well. Mattress is very nice I believe it is a king mattress. Refrigerator works very well gets ice cold on 12 V, 110 V, or propane. Air conditioner runs really cold when I tested it. Has a toolbox mounted to the door and you can open the door so the toolbox ends up on the outside to do maintenance next to the trailer. I replaced both batteries. Has hydraulic jack in front to raise and lower tongue onto ball hitch. Requires bed mounted 2-5/16” gooseneck hitch setup. I have replaced all bulbs with LED bulbs, has work lights outside that are LED. Has a car stereo in it so you can listen to tunes while you work and has Bluetooth connection.   Distance between wheel wells on the inside is 76 1/4” (6’-4-1/4”) Rear Opening 75” tall x 92-1/2” wide opening of rear door 18’ to bathroom from rear door 72”x19”x19” fresh water tank. =88 gallons (estimated)  Very nice trailer could be used as a camper with your toys or as a professional racecar hauler, has a mount on the floor to position a winch to bring up vehicles that are not under their own power. There are tiedowns on the floors and walls, there is a couch that folds out into a bed as you can see in the pictures. It could easily sleep 3 to 4 people and you could put other beds in sleeping bags to sleep more if needed. I have videos of the water pump working in the toilet flushing that I can show you if needed. Has metal step and power cable for plugging in to power or connecting to generator. Does not have a generator included. Toy hauler camper Please reach out to me at 520 three-four-five 3045 ty, John   The ad is up, so it's still for sale. Call or text (520) three four five- 3045…no emails.  NOTE: if your text has a link attached it will be deleted. And, NO, you cannot send me a six digit link. (No scammers).  If ad is up they are available. Please don't hesitate to reach out with any questions. I can be reached via call/text. My name is John  Cash only. I don't need help selling, I will not ship overseas, and I don't want a check from some other person to go cash and pay for shipping.  I'm clearing out my sheds/garages and selling a bunch of other stuff, so please see my other ads.  Camping, RZR Polaris turbo fits, canam can am  Jeep motorcycles dirt bikes go carts go karts", custom, 40’ enclosed trailer,,,,,,,,,, 40’x 7’8”x 79”tall, grey, 1987,
1974,125.0,tucson,https://tucson.craigslist.org/mpo/d/sahuarita-led-luggage-rack-pass-backrest/7471369377.html,2022-04-14 14:38,L.E.D. Luggage rack/ Pass. Backrest,5, good,SOLD.   SOLD.     Very sturdy passenger backrest plus luggage rack with the L.E.D. Harley Davidson logo that lights up behind the seat for added visibility . Chrome and  black. See pictures for condition. $125 removed from a 2006 Heritage Softail may work on other bikes.  SOLD, Harley Davidson,,,,,,,,,,,,,,
1975,125.0,tucson,https://tucson.craigslist.org/for/d/tucson-big-126-acre-property-must-go/7462892884.html,2022-04-14 08:53,BIG 1.26 ACRE PROPERTY MUST GO,5,,"Arizona is just waiting for you to create the paths to a future getaway when you seal this deal! Camp under the vibrant stars, and listen to nature as it hums a sweet melody. Or if you’re more into extreme sports- take the ATVs or the motor bikes out for a spin. Hiking in the Tepees is another great option for those who enjoy the outdoors. Make your own paths surrounding your property and enjoy wide-open spaces of freedom!  If you’re into art then be sure to make a quick stop at the Newspaper Rock and eyeball the resilient graphic artwork carefully carved into each rock dating back to as early as 1000 AD! A trip through the Monument Valley should also be on your bucket list. Take a self- guided tour and experience the rustic magic captured by so many Hollywood films since the 1930s.  Now’s the time to own this property just minutes away from these stunning geographical masterpieces. Let’s get started! Message me now for more info while this property lasts!  PROPERTY INFO Parcel number: 105-63-069 – County: Navajo, AZ – Acres: 1.26 – Taxes: $8.82 PRICING – Only $125 monthly for 30 months+ $50 down – Or cash for $2500",,,,,,,,,,,,,,,
1976,40.0,tucson,https://tucson.craigslist.org/tro/d/tucson-hitch-extender/7469506359.html,2022-04-14 07:00,HITCH EXTENDER,0,,,,,,,,,,,,,,,,,
1977,4990.0,tucson,https://tucson.craigslist.org/mcd/d/tucson-used-2007-kawasaki-vulcan-900/7471131469.html,2022-04-14 06:40,Used 2007 Kawasaki Vulcan® 900 Classic in Blu @ RideNow,12,,"Ridenow Tucson East address:    7501 E 22nd St. Tucson AZ, 85710phone:      ☎ (520) 777-1355 ext 75text:       Text 75 to (520) 777-1355 for more details  link:       http://www.ridenowtucsoneast.com/Used-Inventory-2007-Kawasaki-Vulcan-900-Classic-Tucson-Arizona-11637567  contact:    and Ask For Internet Sales  USED 2007 KAWASAKI VULCAN® 900 CLASSIC  IN BLU @ RIDENOW Notes from the DealerAbout Us We know good times are associated with ATV, motorcycle, personal watercraft, scooter, and UTV, that is why at RideNow Powersports Tucson, we believe buying a new or used motorcycle, ATV or parts and accessories should be a fun experience. We are passionate about the sport and strive to offer you the latest models and greatest line of products at the best price, along with outstanding customer service, convenience and value to achieve complete customer satisfaction.  If you are looking for a new or used Polaris ATV or Side by Side, Sea-Doo, Can-Am Spyder, ATV or UTV , Honda, Suzuki , Yamaha, Lehman Trikes or Kawasaki motorcycle, ATV or Scooter, and are in the areas of Tucson, Pima County, University of Arizona, Oro Valley, Marana, Sahuarita, Casas Adobes, Catalina Foothills, Flowing Wells, Tanque Verde, Tortolita, and Vail, stop by our Tucson dealership today!  RideNow Tucson is conveniently located near the areas of Tucson, Pima County, University of Arizona, Oro Valley, Marana, Sahuarita, Casas Adobes, Catalina Foothills, Flowing Wells, Tanque Verde, Tortolita, and Vail.InfoType: CruiserStock #: UKA019290VIN: JKAVN2B187A019290DetailsColor: BluCondition: UsedDrivetrainOdometer: 19592Description Why buy USED? To find the PERFECT vehicle! With over 30 years in the powersports industry, RideNow Powersports has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to Ride Now. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing Used Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States. Ridenow Tucson East address:    7501 E 22nd St. Tucson AZ, 85710phone:      ☎ (520) 777-1355 ext 75text:       Text 75 to (520) 777-1355 for more details  link:       http://www.ridenowtucsoneast.com/Used-Inventory-2007-Kawasaki-Vulcan-900-Classic-Tucson-Arizona-11637567  contact:    and Ask For Internet Sales  DisclaimerAdvertised pricing excludes applicable taxes title and licensing, dealer set up, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers. Not all options listed available on pre-owned models. Contact dealer for details.      Keywords: ridenow, powersports, motorcycles, atv, utv, side by side, DUCATI DIAVEL XDIAVEL BMW APRILIA HONDA KTM KAKWASAKI YAMAHA HARLEY DAVIDSON HD INDIAN VROD V-ROD MULTISTRADA PANIGALE MONSTER TUONO SUPERDUKE SUPER DUKE R  hunting, Fourtrax, Rancher, Sports man Honda 250 EX 300 350 400 450 600 660 Can Am Quads Quad's ATCs ATC's UTVs UTV's 4 wheeler dunes paddles desert package deal Polaris RZR Foreman Quads Quad's Trail boss scrambler 200 220 4X4 500 rent 2016 Honda Shadow Phantom | adrenaline powersports | 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 |iron city powersports | Honda |We Ride Powersports | Shadow Phantom | iron horse motorcycles powersports |  Arizona Kawasaki KTM Triumph Tucson| Adrenaline Motorsports | Sport Bikes | on any moto | ATV | cycles, skis, & ATVs powersports | UTV | wester honda powersports | Honda Shadow Phantom | four seasons motorsports | Used Motorcycles | Arizona motorsports & offroad | Phoenix | competition powersports and powder coating | Used Sportbikes | Pro Motorsports AZ | Sport Bike | Desert Power Sports | Shadow Phantom | Cycle Gear | Wholesale Pricing | Action Power Sports | 2016 Shadow Phantom | ATV Motorsports | SLV | Rebel West Powersports | 2016 *Honda Shadow Phantom* |DTR Motorsports | Bad Credit | musselman honda | ShadowPhantom | Buddy Stubbs Anthem | Shadow Phantom | Maverick X3 | 5316351Cycles, 2-Wheelers, Dirt bike, Pit Bike, Off road vehicles, ATV's r1, r6, gsxr, suzuki, honda, cbr, ducati, yamaha, gixxer, kawasaki, 600, 1000, 600rr, zx6, zx10, bmw, s1000rr, 848, gsx-r, fireblade, 1000rr, zx6r,R1 r6 600 cbr gsxr gsx-r ducati yamaha honda fireblade 1000 zx6 zx10 rr kawasaki s1000rr bmw gixxer yzfTags : cbr600rr cbr250r cbr CBR honda yamaha raptor quad trade 4x4 trade Key words: APRILIA BIG BEAR CHOPPER BIG DOG BMW BOOM TRIKE CADILLAC CAM-AM CF MOTO CHEVROLET CLUB CAR CROSS TRAILER DAVES CUSTOM BOAT DODGE DUCATI DUTCHMAN MANUFACTURING E-Z GO FORD FREIGHTLINER GEARBOX GMC HARLEY-DAVIDSON HEARTLAND HONDA HYOSUNG INDIAN JEEP KAWASAKI KTM LEXUS MERCEDES-BENZ MINI POLARIS RACE BIKE RAM SEA RAY SPECIAL CONSTRUCTION SUZUKI SWIFT THOR MOTOR COACH TIGE TOYOTA TRIUMPH ULTRA VICTORY YAMAHA Yamaha r1 r6 vstar v-star vstar Suzuki gsx gsxr gsx-r gsxr 600 750 1000 650 sv 1200 1100 kawasaki zx6 zx ninja 636 800 900 vulcan vn 1600 1500 harley Davidson hd h-d fatboy dyna glide wide electraglide electra sportster 883 sporty ironhead ultra classic ultra classic softtail hardtail tail zx6r 10r zx10r zx10 triumph trophy aprilia tuono rsv rsv4 4 rsv Honda cbr 600rr rr 1000rr f4i repsol 954 929 900 goldwing shadow vt sabre vtx vfr800 vfr nt nt700 700 zx14 zx12 1400 1300 busa hayabusa fireblade zg1400 zg ex500 500 250 250r 650r en650 en fz8 fz9 fzr fz600r fz6 fz09 yzf yzf-r6 yzf-r1 voyager nomad custom monster energy en500 versys gs gs500 vl vs vz fz1 rstd royal star royal venture tour deluxe deluxe v max vmaX max road road star roadstar road glide roadglide iron 600cc 1000cc leaderbike literbike leader bike 1200cc 1100cc 900cc 800cc 750cc 500cc 1500cc 88ci 98ci 108ci 120ci c50 boulevard c50 50ci streetbob street bob fatbob fat heritage night rod nightrod v-rod road-king roadking kingg065mfqdajnudxeso3hdcxjoxv",,,,,,,,,,,,,,,
