,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,make / manufacturer,model name / number,wheel size,text,brake type,condition,suspension,part type,electric assist,handlebar type,size / dimensions,serial number
2185,65432897.0,fayar,https://fayar.craigslist.org/mpo/d/mountain-home-panshovelevo/7471458204.html,2022-04-14 21:10,"Pan,shovel,evo",3,,,,,,,"No sporty, unless you want to pay to separate a Kayaba from a '71 fx. Pan,shovel,evo.Frames,wheels,engines trans. From built,running, rolling to smalls and hardware. If you're a ,well, you know; all dreams and chatter but no money or realistic intentions,MY time is short. Parts and bikes move and change, but no more holding shit- not doing this for fun. PLEASE. READ THIS. Text your msg and #  from noon to 9 PM, will get back ASAP. Thanks",,,,,,,,
2186,90.0,fayar,https://fayar.craigslist.org/spo/d/springdale-bike-rack/7458797134.html,2022-04-14 16:26,Bike Rack,3,,,,,,,I am selling a used Saris Bat Bicycle Rack Car Carrier for 2” Hitch holds 2 bikes It comes with 2 bike mounts but more can be added If you have any questions feel free to ask,, good,,,,,,
2187,9990.0,fayar,https://fayar.craigslist.org/mcd/d/searcy-2022-honda-crf-450r-single/7471200288.html,2022-04-14 11:02,2022 Honda CRF 450R Single-Cylinder 449.7 cc,3,,,,,,,"Sunrise Pre-Owned MotorsportsAsk for: Pre-Owned Sales☎ (501) 305-29003201 East Park Plaza Searcy, AR 72143Enter this link to see more images plus all other inventory we have available: http://lyv.cc/8RK4X2022 Honda CRF 450R Single-Cylinder 449.7 ccPrice: $9,990.00Basic Information:Year: 2022Make: HondaModel: CRFTrim: 450RStock Number: 7nk500658Condition: UsedType: Off-RoadTitle: CleanColor: RedBrakes:Front Brake: DiscFront Brake Diameter (in): 10.2Front Brake Diameter (mm): 260Rear Brake: DiscRear Brake Diameter (in): 9.5Rear Brake Diameter (mm): 240Chassis & Suspension:Frame: AluminumFront Adjustable Rebound DampingFront Suspension Brand Name: ShowaFront Suspension Size (in): 1.9Front Suspension Size (mm): 49Front Suspension Type: Inverted ForkFront Travel (in): 12.2Front Travel (mm): 310Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: Pro LinkRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 12.4Rear Travel (mm): 315Steering DamperComfort:Adjustable HandlebarsAdjustable LeversDrivetrain:Number Of Speeds: 5Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 3.78Bore (mm): 96Carburetion Type: Fuel InjectedCompression Ratio: 13.5Cooling System: LiquidCylinders: 1Engine Size (cc): 449Engine Size (ci): 27.4Engine Stroke: 4-StrokeEngine Type: Single-CylinderFuel Capacity (gal): 1.7Fuel InjectorFuel Injector Size (mm): 46Fuel Requirements: RegularStarter: ElectricStroke (in): 2.45Stroke (mm): 62.1Valve Configuration: OHVValves: 4Valves Per Cylinder: 4Other Information:Decal KitEngine Case GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: DriverFork GuardsFront FenderHand GripsSide CoverRear FenderStandStand Type: KickSafety:Skid PlateSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Geomax MX33Front Tire (Inches): 21Front Tire Aspect Ratio: 100Front Tire Width: 80Fuel Capacity (liters): 6Ground Clearance (in): 13.2Ground Clearance (mm): 335.3Height (inches): 49Height (mm): 1267.5Length (inches): 85Length (mm): 2181.9Rear Tire (Full Spec): Dunlop Geomax MX33Rear Tire (Inches): 19Rear Tire Aspect Ratio: 80Rear Tire Width: 120Seat Height (inches): 38Tube / Tubeless: TubedWet Weight (kg): 110.7Wet Weight (lbs): 244Wheelbase (in): 58.3Wheelbase (mm): 1480.8Wheels Composition: AluminumWidth (inches): 32Width (mm): 828Description:2022 Honda® CRF450RFACTORY-LEVEL PERFORMANCEWhen it comes to winning, the Honda CRF450R is the machine championships are made of. And after your first ride, you’ll know why. The engine makes tremendous, instant power, thanks to Honda’s exclusive Unicam® design. The chassis is an active part of the handling equation, backed up with premium Showa suspension at both ends. But what the spec charts can’t show is the level of refinement that only Honda brings to the class, all with the goal of letting you rail through the corners, flatten out the whoops, ace the rhythm sections and do it lap after lap with incredible precision.Looking for the best of the best? Then check out our CRF450RWE (WE for Works Edition). We’ve fine-tuned it with special touches like an exclusive Yoshimura exhaust, Twin Air filter, Throttle Jockey seat cover, Hinson clutch basket and cover, premium DID DirtStar LT-X rims, Kashima and titanium nitrate-coated forks, a red cylinder head cover, and hands-on touches like special cylinder-head porting. Both the RWE and the CRF450R get suspension and engine setting changes for 2022, sharpening the best bike on the track even a little more. Ready to win? Because we’re ready to ride.Features may include:HANDLINGLIGHT NARROW FRAMEGreat handling starts with a superior frame, and that’s one place where the CRF450R’s chassis puts you out front. First, it’s light—over a pound and a half lighter than the previous generation’s. By making the frame’s main spars narrow, we save weight, but more important we make the chassis more responsive by fine-tuning the lateral rigidity. The result is a bike that gets into, around, and out of corners faster.ENGINEERINGHYDRAULIC CLUTCHThe CRF450R features the first hydraulically actuated clutch we’ve offered outside of our works bikes. Made by Nissin, it’s the same design as in our Grand Prix MX machines, and performs better than third-party conversions. You get a clutch-lever pull that’s ten percent lighter at its peak, even though it’s paired with a new, stronger 8-plate clutch. Plus, you’ll never have to worry about making a clutch-cable adjustment, even during the longest events.CONVENIENCESEALED AIRBOX AND FILTERAlong with the special air filter, the airbox shape helps deliver more torque. You can access the airbox through the left number plate. And because the CRF450R’s filter has no rubber gasket where it interfaces with the intake boot, cleaning and servicing the filter is faster and less messy than ever.PERFORMANCEEXCLUSIVE WORKS EDITIONSimply stated, the best of the best. The CRF450RWE Works Edition includes all the standard CRF450R features, but also gets a special hand-ported cylinder head; Hinson clutch basket and cover; Twin Air filter, Throttle Jockey graphics and seat cover; upgraded DID DirtStar LT-X rims; an exclusive Yoshimura exhaust system including a titanium header; titanium nitride-coated lower fork legs; revalved suspension; an RK gold chain; special ECU settings; and black triple clamps. Available in extremely limited numbers.Sunrise Pre-Owned Motorsports3201 East Park PlazaSearcy, AR 72143Ask for: Pre-Owned Sales5013052900: (501) 305-2900A27FBAFAEA464DBBB650D168074EE06C 34311052 10406581",,,,,,,,
2188,1300.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-giant-revolt-gravel-bike/7471031709.html,2022-04-13 20:59,GIANT REVOLT 2 Gravel Bike Bicycle MEDIUM MED NEW,0, aluminum, gravel, medium, giant, revolt, 700C,"Almost new GIant REVOLT 2 Gravel Bike.   Size Medium.  Current year model, less than five miles ridden, I’m going back to my MTB.    No pedals were included from Giant.  You will have to supply your own.   No spam please,   Please sent a number to return calls.  No trades or low offers as these bikes are impossible to find.   This is a new model that has only been ridden around the block.  GRAVEL, DIRT AND SCENIC BACKROADS OFFER SOME OF THE BEST OPPORTUNITIES FOR FREEDOM AND ADVENTURE. THIS LIGHTWEIGHT ALUMINUM ALL-ROUNDER IS THE PERFECT WAY TO GET AWAY FROM IT ALL AND EXPLORE THE PLACES YOU’VE ALWAYS THOUGHT ABOUT BUT NEVER RIDDEN.  Whether you ride dirt roads, trails, gravel or a mix of everything, you want a bike that floats right through it, keeps you in control, and is comfortable for long days in the saddle. The Revolt delivers on all accounts. It features a lightweight ALUXX aluminum frame and composite fork, each engineered to balance stiffness and compliance. It comes with integrated components including the D-Fuse composite seatpost and Contact XR D-Fuse handlebar to further absorb road shocks and vibrations. The frame is integrated for disc brakes and it has clearance for larger tires up to 45mm.  KEY PERFORMANCE FACTORS  Versatile gravel geometry  Frame is designed with endurance positioning and shorter chainstays for precise handling, agility and control. The result is confident speed in all situations, from out-of-the-saddle climbs to rugged dirt descents.  Tuned compliance  Innovative Contact XR D-Fuse handlebar and D-Fuse seatpost work as a system to help absorb shock without sacrificing the stiffness needed for aggressive road performance. Added frame clearance for high-volume tires up to 45mm helps smooth out rough roads, gravel and dirt.  All-rounder efficiency  The ALUXX aluminum frame delivers efficient pedaling power and all-round versatility, giving you a smooth, fast ride quality on variable riding surfaces. O",,,,,,,,
2189,25300.0,fayar,https://fayar.craigslist.org/mcd/d/rogers-2022-honda-gold-wing-automatic/7470360303.html,2022-04-12 11:57,2022 Honda Gold Wing Automatic DCT Horizontally Opposed 1833 cc,0,,,,,,,"Sunrise Honda of RogersAsk for: SALES STAFF☎ (479) 903-73731050 WEST HUDSON RD. Rogers, AR 72756Enter this link to see more images plus all other inventory we have available: http://lyv.cc/U7SMN2022 Honda Gold Wing Automatic DCT Horizontally Opposed 1833 ccPrice: $25,300.00Basic Information:Year: 2022Make: HondaModel: Gold WingTrim: Automatic DCTStock Number: 0nk400416Condition: NewType: Off-RoadTitle: CleanAccessories:SpoilerBrakes:ABS BrakesBrake Brand Name: NissinFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.6Front Brake Diameter (mm): 320Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 12.4Rear Brake Diameter (mm): 316Chassis & Suspension:Frame: AluminumFront Suspension Brand Name: ShowaFront Suspension Type: Double-WishboneFront Travel (in): 4.3Front Travel (mm): 109.2Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: Pro LinkRear Suspension Material: AluminumRear Suspension Type: Single Sided Swing ArmRear Travel (in): 4.1Rear Travel (mm): 104.1Comfort:Adjustable LeversCruise ControlDigital InstrumentationHeated Hand Grip Location: DriverIntercomNavigation SystemNumber Of Speakers: 2Trip ComputerTrip OdometerSeat BackrestDrivetrain:Number Of Speeds: 7Primary Drive (Rear Wheel): ShaftTransmission: Manual / Automatic ClutchTransmission Gear Ratio (1): 2.17Transmission Gear Ratio (2): 1.69Transmission Gear Ratio (3): 1.3Transmission Gear Ratio (4): 1.04Transmission Gear Ratio (5): 0.82Transmission Gear Ratio (6): 0.66Engine:Bore (in): 2.87Bore (mm): 73Carburetion Type: Fuel InjectedCompression Ratio: 10.5Cooling System: LiquidCylinders: 6Engine Size (cc): 1833Engine Size (ci): 111.8Engine Stroke: 4-StrokeEngine Type: Horizontally OpposedFuel Capacity (gal): 5.6Fuel InjectorFuel Injector Size (mm): 50Horsepower: 125Horsepower (kW): 93Horsepower RPM: 5500Starter: ElectricStroke (in): 2.87Stroke (mm): 73Torque (Ft Lbs): 125.4Torque (Nm): 170Torque RPM: 4500Valve Configuration: SOHCValves: 24Valves Per Cylinder: 4Other Information:Drive Shaft GuardEngine Case GuardExterior GuardsFloor BoardsFoot PegsFoot Peg Location: DriverFront FenderGlove Box / Dash StorageHand GripsHard Side CasesHard Side Case Capacity (gal): 13.6Hard Side Case Capacity (l): 60Hard Side Case Location: Left and Right SideHard Side Case Number: 2Helmet StorageLockable StorageLower FairingSaddle Bag GuardRear FenderSide Storage MountSide Case MountStandStand Type: Center / KickTool Bag MountUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop SportsmanFront Tire (Inches): 18Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 130Fuel Capacity (liters): 21Ground Clearance (in): 5.1Ground Clearance (mm): 129.5Height (inches): 56Height (mm): 1445.3Length (inches): 97Length (mm): 2479Rear Tire (Full Spec): Dunlop SportsmanRear Tire (Inches): 16Rear Tire Aspect Ratio: 55Rear Tire Speed Rating: HRear Tire Width: 200Seat Height (inches): 29Storage Capacity (cuft): 2.1Tube / Tubeless: TubelessWet Weight (kg): 364.7Wet Weight (lbs): 804Wheelbase (in): 66.9Wheelbase (mm): 1699.3Wheels Composition: AluminumWidth (inches): 35Width (mm): 904.2SpeedometerTachometerDescription:2022 Honda® Gold Wing Automatic DCTRIDE MORE. RIDE FARTHER.Has there ever been a time when we’ve appreciated a bike like the Honda Gold Wing as much as we do today? It’s designed to let you get out and explore—and to share that precious time with a like-minded companion. You’ll discover (or rediscover) just how much we all need to reconnect with the great outdoors. With its famously smooth 1833 six-cylinder engine, refined bodywork for weather protection, and ample luggage, where you go—and for how long—is totally up to you. Plus, this latest generation of Gold Wing is lighter and more agile, with a level of performance most touring bikes can only dream of. Full of innovative engineering, all Gold Wing models are Android Auto™ compatible, as well as offering Apple CarPlay™ integration. You can choose between a conventional six-speed transmission and Honda’s exclusive automatic seven-speed DCT transmission, depending on the model. And make sure you check out the new color options for 2022!Features may include:PERFORMANCEENGINEThe Gold Wing’s horizontally opposed six-cylinder engine is famously smooth and powerful. The latest version is an 1833cc design that’s over 13 pounds lighter than the previous generation (more than 8 pounds for the DCT versions).HANDLINGDOUBLE WISHBONE FRONT SUSPENSIONOne look and your eyes will immediately go to the Gold Wing’s radical, Honda-engineered double-wishbone front suspension. The innovative design lets us move both the engine and the rider/passenger closer to the front wheel, giving you more room for added comfort as well as stellar handling. ENGINEERINGTHROTTLE BY WIREThe 2022 Gold Wing’s throttle-by-wire system enables features like the bike’s four ride modes and our exclusive Honda Selectable Torque Control (HSTC).COMFORT AND CARGOLARGER TRUNKThe Gold Wing’s trunk now holds 61 liters, up 11 liters from the 2020 model. That means in most cases you can get two XXL full-face helmets in there. Combined, the trunk and saddlebags give you 121 liters of storage, plenty to hold what you need for a weekend’s travels. Available accessories include an auto-on interior light, a luggage rack, and more. Features may include:PERFORMANCEENGINEThe Gold Wing’s horizontally opposed six-cylinder engine is famously smooth and powerful. The latest version is an 1833cc design that’s over 13 pounds lighter than the previous generation (more than 8 pounds for the DCT versions).HANDLINGDOUBLE WISHBONE FRONT SUSPENSIONOne look and your eyes will immediately go to the Gold Wing’s radical, Honda-engineered double-wishbone front suspension. The innovative design lets us move both the engine and the rider/passenger closer to the front wheel, giving you more room for added comfort as well as stellar handling. ENGINEERINGTHROTTLE BY WIREThe 2022 Gold Wing’s throttle-by-wire system enables features like the bike’s four ride modes and our exclusive Honda Selectable Torque Control (HSTC).COMFORT AND CARGOLARGER TRUNKThe Gold Wing’s trunk now holds 61 liters, up 11 liters from the 2020 model. That means in most cases you can get two XXL full-face helmets in there. Combined, the trunk and saddlebags give you 121 liters of storage, plenty to hold what you need for a weekend’s travels. Available accessories include an auto-on interior light, a luggage rack, and more.Sunrise Honda of Rogers1050 WEST HUDSON RD.Rogers, AR 72756Ask for: SALES STAFFPrimary Phone: (479) 903-7373A27FBAFAEA464DBBB650D168074EE06C 34282848 10401409",,,,,,,,
2190,999.0,fayar,https://fayar.craigslist.org/mcd/d/fayetteville-brand-new-atvs-dirtbikes/7469811304.html,2022-04-11 09:12,Brand New ATVs / Dirtbikes / Go Carts | Flexible Financing,6,,,,,,,"www.scoottribefayetteville.com --  CALL NOW 479-316-8501  HUGE SALE ON ALL PRODUCTS!! Fast & Financing With Flexible Monthly Payments through Affirm or Credova! -------- Typically Zero Down -------- Payments Starting at Just $44/month -------- No Hard Credit Check!  ATVS 110cc Beginner ATVs - $999 125cc Kids Mid-Size ATVs - $1299 Adult ATVs - starting at $2,199 Dirt Bikes 40-110cc Kids Dirt Bikes starting at $699 Full-Size Dirt Bikes - starting at $1099 Go-Karts  Kids Go-Kart - starting at $1,799   ScootTribe Fayetteville is one of Arkansas largest affordable powersports dealers across the USA. We are the HIGHEST RATED Arkansas dealer on Google and many other rating platforms! We are NOT the lowest dirt cheap price on the internet and nor do we strive to be. When purchasing a vehicle with us you will get value and customer service including our TribalCare, Tech Support, friendly salesman, and more! We carry all parts and all products come with industry leading warranties! Most of our products come with speed governors, remote kill switches, factory-tested & heat cycled engines, and much more!    Shop Now At www.scoottribefayetteville.com To Receive The Best Customer Service At The Lowest Prices OR Call Us At 479-316-8501    Keywords: MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris",,,,,,,,
2191,350.0,fayar,https://fayar.craigslist.org/bop/d/bentonville-kuat-sherpa-bike-rack/7469550836.html,2022-04-10 14:30,Kuat Sherpa 1.0 - 2 bike rack,4,,,, Kuat, Sherpa,,"Selling this rack b/c I need a four bike rack. It's in great condition and incredibly versatile.  - Original owner first-generation Kuat Sherpa 2 bike carrying hitch rack - Fits both 1.25 and 2 in receives on cars, SUVs, trucks - Includes locking pin and all keys - Includes cable lock and small bike wheel attachment  It's important to note that this rack will not work with tires wider than 2.8in; one of my bikes uses a 2.8 mtb tire and there is no way a wider tire could fit without deflating. Basically, fat bikes cannot be carried with this rack.  I'm open to trading for a 4 bike hitch mounted carrier. Let me know what you've got.  Thanks for looking!",, good,, other,,,,
2192,25.0,fayar,https://fayar.craigslist.org/bop/d/fayetteville-leg-twin-kickstand-new/7458977981.html,2022-04-10 13:42,2 Leg/ Twin Kickstand new,2,,,, Pletscher, Twin Leg Kickstand,,"Bought this and it didn't fit the bike intended, brand new, made in Switzerland, excellent 2 legged kickstand, had these on other bikes before, great for bikes with cargo and also raises the wheel off the ground for oiling the chain and other service",, new,, other,,,,
2193,395.0,fayar,https://fayar.craigslist.org/mpo/d/bentonville-yoshimura-77-race-series/7468748704.html,2022-04-08 14:57,Yoshimura R-77 Race Series slip-on exhaust 1417205 Stainless & Carbon,5,,,,,,,"SCAMMERS STAY AWAY!!!!  In excellent condition, used on 1 short ride. Will fit many different bikes. Has small scratch on end pipe and small dent on long pipe (can be removed) doesn't effect performance. $600 new",, like new,,,,,,
2194,3200.0,fayar,https://fayar.craigslist.org/bik/d/bentonville-2017-niner-jet-rdo-excellent/7458826320.html,2022-04-06 21:31,2017 NINER JET 9 RDO *EXCELLENT*,11, carbon fiber, mountain, Large, Niner, Jet 9, 29 in,"This is a large, custom built 2x11 XT bike with 29"" carbon wheels and a 2X drivetrain in 2020. Rear pivots got rebuilt last spring –all new bearings and seals. The rear shock and fork were also serviced same timeframe. Wheel bearings got regreased. Frame has a very minor scratch, L side fork decal has scratch.. all minor and not obvious. Stanchions are perfect. No protective taping was installed, so nothing hidden. Geometry can be found here:  https://www.vitalmtb.com/product/guide/Bikes,3/Niner/Jet-9-RDO-4-Star-XT-27-5,19430 Shimano M8000 build; brakes, 180 rotors, shifters (on mono-clamp bracket), derailleurs, BB, 175 cranks 26/36, chain, cassette. Stock rear Monarch RT3 (120mm travel). Also included is the same shock in a +6mm stroke (140mm travel) option I ran on it.. making it nearly a Rip9. Fork is stock Rockshox Pike RL 130mm (set to the 140 option). KS Lev 160 dropper seat post. WTB Silverado saddle. Thompson Elite stem 85mm. Easton XC-70 carbon low rise bars, ODI clamp grips. Wheels: Light-Bicycle Recon Pro rims (35mm ID), Bitex hubs, Sapim spokes/nipples, pro built. Tires, Bontrager XR4 Team Issue 2.4 front & rear, Stans tubeless tape and stems. Pedals are for test riding and do NOT come with the bike. A great deal for someone looking for a excellent turn-key bike for half the cost of a new one.",,,,,,,,
2195,50.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-bicycles-and-scooter-50/7468002449.html,2022-04-06 21:15,Bicycles and scooter $50 each,11, steel, mountain, veries, cannondale schwinn, m300, 26 in,I have 4 bicycles and one scooter for sale.   Most of these are vintage and all need work.  There is a Cannondale M300 that need a new cable and tires.   The othere 3 bikes and scoots are all going to need a lot of work or could be used for yard art.   One of the bikes is a Schwinn Hollywood.   The other 2 bikes have no headbadge or model on it.   Scooter has a symbol just above the front wheel but do not know what it is.  Price is firm at $50 each.,,, none (rigid),,,,,
