,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,suspension,wheel size,serial number,part type,year manufactured,paint color
4613,112.0,santabarbara,https://santabarbara.craigslist.org/sgd/d/full-garage-gym-squat-rack-dumbbells/7468764892.html,2022-04-08 13:23,"Full Garage Gym-Squat Rack, Dumbbells- Financing Available",4,"Full Garage Gym Setup- Squat Rack, Adjustable Bench, Dumbbells, Bumper Plates, Rower & More  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Garage Gym Equipment Package  Commercial Squat Cage and Adjustable Bench 5-50lb Rubber Dumbbell Set w/ Rack 300lb Rubber Olympic Grip Plate Set w/ Bar Choice of Rowing Machine or Air Bike  *Low Price of $4000! Or as low as $140/month  IN STOCK READY TO SHIP! This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! .  ____________________________________________________________________________ Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! apply online : http://www.bodykore.com/finance BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text 949-503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers",,,, new,,,, BodyKore, G703,,,,,,
4614,35500.0,santabarbara,https://santabarbara.craigslist.org/mcd/d/chatsworth-2022-ducati-streetfighter-v4/7468426208.html,2022-04-07 18:13,2022 Ducati Streetfighter V4 SP Winter Test V4****Taking Deposit Now**,24,"Enter this link to see more images plus all other inventory we have available: http://lyv.cc/2HEXKWheels in MotionAsk for: Sales Team☎ (866) 842-70809710 De Soto Ave Chatsworth, CA 91311Enter this link to see more images plus all other inventory we have available: http://lyv.cc/2HEXK2022 Ducati Streetfighter V4 SP Winter Test V4Price: $35,500.00Basic Information:Year: 2022Make: DucatiModel: Streetfighter V4 SP Winter TestStock Number: 025260VIN: ZDMFAKNW7FUNBDUCATICondition: NewType: StandardMileage: 1Title: CleanBrakes:ABS BrakesFront Brake: Dual Hydraulic DiscLinked Brake System Front to RearRear Brake: Hydraulic DiscChassis & Suspension:Front Adjustable Fork Pre-LoadFront Adjustable Rebound DampingFront Suspension Type: Inverted ForkNumber Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumComfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearEngine:Carburetion Type: Fuel InjectedCompression Ratio: 14Cooling System: LiquidCylinders: 4Engine Size (cc): 0Engine Stroke: 4-StrokeEngine Type: V4Fuel InjectorFuel Requirements: PremiumStarter: ElectricStroke (in): 2.11Stroke (mm): 53.5Valve Configuration: DOHCValves: 16Valves Per Cylinder: 4Other Information:Chain GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFork GuardsFront FenderHand GripsRear FenderStandStand Type: KickSafety:Fuel Level WarningTemperature WarningTemperature Warning Type: GaugeSpecifications:Front Tire Aspect Ratio: 70Front Tire Speed Rating: ZFront Tire Width: 120Rear Tire (Inches): 17Rear Tire Aspect Ratio: 60Rear Tire Speed Rating: ZTube / Tubeless: TubelessSpeedometerTachometerDescription:2022 Ducati Streetfighter V4 SP Winter TestTime FighterIntroducing the top-of-the-range Streetfighter V4 SP model, offered in a numbered version, and marked with the legendary “SP” (which stands for Sport Production). The new Streetfighter V4 SP is the most adrenaline-pumping naked bike to ever roll its wheels off the production line in Borgo Panigale.Aesthetically, the SP stands out from the pack thanks to its “Winter Test” livery, which Centro Stile Ducati created by taking inspiration from the bikes used during MotoGP and SBK pre-season testing.The new carbon rims, 3 lb lighter than those of the Streetfighter V4 S, significantly reduce the moment of inertia and contribute to an overall weight saving of 6.6 lb. The 1103 cc Desmosedici Stradale engine features a counter-rotating crankshaft, “Twin Pulse” firing order, 208 HP of power and 90.4 lb-ft @ 11,500 rpm. The STM-EVO SBK dry clutch ensures a more effective anti-hopping function but also reproduces the characteristic sound that Ducatisti so appreciate. The comprehensive range of equipment is completed with Ohlins Smart EC 2.0 suspension and the Brembo Stylema R® braking system with front calipers.Features may include:CHASSISCarbon Fiber Wheels5 split spokes premium-quality wheels are made of high-strength carbon fiber and feature aluminum hubs screwed to the composite structure. Both allow a weight saving of 3 lb compared to the forged aluminium wheels of the Streetfighter V4 S; moreover this figure is further improved with 7.5 lb less. The result? A significant reduction of moment of inertia, which provide for an increased agility and lightness when changing direction.Braking systemThe braking system consists of two 330 mm diameter Brembo discs at the front combined with new Brembo Stylema® R monobloc calipers, featuring racing-derived pistons equipped with ventilation holes, which improve the stability of the lever stroke even after numerous laps on the racetrack and further reduce the residual torque.ENGINEDesmosedici StradaleThe Streetfighter V4 SP is powered by the 1,103 cm³ Desmosedici Stradale, : 90°-V4 layout engine with Desmodromic distribution MotoGP-derived, featuring rare gems as the counter-rotating crankshaft and “Twin Pulse” firing order. The engine delivers 208 hp at 13,000 rpm and a torque of 90.7 lb-ft at 9,500 rpm.Dry clutchThe 90°-V4 layout engine features a 9-disc STM EVO-SBK dry clutch, made of machined aluminum. Compared to the wet clutch of the Streetfighter V4 S, in the extreme use on the track, the dry clutch guarantees a more effective anti-hopping function, even in the most aggressive downshifts, and greater fluidity in all phases of “off-throttle”. The assembly of the open clutch cover made of carbon fiber, included in the kit, gives the classic metallic sound which appealed to thousands of Ducatisti.Des$795 Please call For ADMWheels in Motion9710 De Soto AveChatsworth, CA 91311Ask for: Sales TeamPrimary Phone: (866) 842-7080Text with any questions 747-205-4007 WE WILL NOT BE UNDERSOLD. WE WILL BEAT ANY LEGITIMATE  OUT THE DOOR PRICING *********************************************************************************************************************************** LOOKING FOR A NEW YAMAHA ,KAWASAKI , DUCATI or POLARIS Products WANT TO KNOW IF YOU COULD GET APPROVED **FOLLOW THE LINK FOR INSTANT APPROVAL,ONCE YOU GET THE APPROVAL, CALL US 866-842-7080 ** https://www.700dealer.com/QuickQualify/33ebdf1b3af54190bf9c23b3e42d2c32-2021420 ***************************************************************************************************************************************WE FINANCE JUST ABOUT ANYONE, BAD CREDIT,NO CREDIT,1ST TIME BUYER***NEW MOTORCYCLES COVERED UNDER  FACTORY WARRANTY USED MOTORCYCLES ARE COVERED BY LIMITED WARRANTY , 90 DAYS PARTS & LABOR TRADE INS WELCOME**GREAT FINANCE OR LEASING PROGRAMS We specialize in less than perfect credit,Please call for more info 1-866-842-7080Text 747-205-4007FOR MORE INFO::http://wheelsinmotionmc.comHonda CBR 250 500 600 1000 CBR600 CBR600RR CBR1000 CBR1000RR CBR500 CBR250 Kawasaki Ninja ZX ZX6 ZX6R ZX10 ZX10R 650 650R 300 Suzuki GSX-R GSXR 750 GSXR600 GSXR750 GSXR1000 Yamaha YZF YZFR3 YZFR6 YZFR1 RR3 R6 R1 z Z125 Z900 Z650 H2 H2SX KLR KX 400 ZX14 636 ZX636Disclaimer:**All advertised prices are *Plus government fees & taxes, any finance charges, any dealer document processing charge, any electronic filing charge, emission testing charge. Additional Dealer Markup & Freight is only charged to NEW vehicles and a Reconditioning fees may be charged to used vehicles. *See TERMS for details. ALL SALE PRICES INCLUDE FACTORY INCENTIVESEnter this link to see more images plus all other inventory we have available: http://lyv.cc/2HEXKA27FBAFAEA464DBBB650D168074EE06C 34182221 10388907Ducati Streetfighter V4 SP Winter Test",,,,,,,,,,,,,,,
4615,140.0,santabarbara,https://santabarbara.craigslist.org/bop/d/santa-barbara-yakima-fullback-bike/7468039182.html,2022-04-06 23:12,Yakima FullBack 2-Bike Trunk Rack for sale,0,,,,,,,,,,,,,,,,
4616,16999.0,santabarbara,https://santabarbara.craigslist.org/trb/d/santa-barbara-enclosed-vnose-trailers/7468017707.html,2022-04-06 20:24,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT FINANCING IS AVAILABLE,24,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,,,,,,
4617,34500.0,santabarbara,https://santabarbara.craigslist.org/rvs/d/solvang-no-bo-camper-196-like-new/7467973210.html,2022-04-06 17:25,NO BO Camper 19.6 Like New,9,"LIKE NEW! NB19.6 FLOORPLAN19 Series (Under 5,000 Ib) Comes with a GREAT SOLAR SYSTEM w/ inverter!!! You can use the coffee maker and a hair dryer when dry camping! This sub-4,2001b couples' coach, true queen-sized upgraded murphy bed up front, and a huge jack-knife sofa in the slide out. The breakfast bar with stools, provides extra countertop space and the perfect indoor dining area. 12V TV is in the perfect spot. Bought new 7/2021 used 3 times. Kept in barn. Includes toy racks on top for kayak or bikes. Portable exterior grill with easy gas portal.  Watch Youtube on NO BO model from manufacturer https://youtu.be/Hzw8HTwpTOA   LOA 24'4""  just dropped price from $39,500 to now $34,500  call Holly 805.689.5407",,,,,,,,,,,,,,,
4618,50.0,santabarbara,https://santabarbara.craigslist.org/spo/d/santa-barbara-bike-rack/7467833463.html,2022-04-06 12:04,Bike rack,0,Thule bike rack fits in hitch of a truck or car  Holds 2 bikes.,,,, good,,,,,,,,,,,
4619,7000.0,santabarbara,https://santabarbara.craigslist.org/mcy/d/santa-barbara-1972-bmw-r60/7467417442.html,2022-04-05 12:51,1972 BMW R60/5,19,"Selling my 1972 BMW R60/5 Cosmetic 8/10 Mechanical 10/10  Clean title  Mileage unknown due to other speedometer but local mechanic estimates around 15,000 miles due to internals.  Recent work done to bike -New dunlop K70 front and rear with new tubes, about 100 miles ago along with brake tuneup  -Carbs tuned up  -Koni rear shocks with HD springs  -Push rod seals  -Dyna electric ignition  -Corbin King and queen seat  -Bike comes with extra subframe, muffler, and suitcases   Bike genuinely runs great and needs nothing outside fo an oil change. A great daily driver if you want it to be, fun to take to Ojai, up north, cold springs etc... -These are quite hard to find in CA   Comes with hard luggage Krauser bags and racks in great condition with keys to open them and can be mounted easily  -Made in Berlin and an awesome historical bike that will continue to appreciate. I am moving out of town and need to downsize some stuff.  -Honestly one of the must fun cruising bikes you can ride with a lot of history behind the model.  - Makes a phenomenal cafe racer template just look them up on google!   More pics on request, not accepting trades.",,,,,,,,,,,,,,,
4620,999.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-titanium-road-bike-project/7467117421.html,2022-04-04 18:49,Titanium road bike project,0,58cm 90's titanium frame from Kent Washington. Dura ace 105 and Campy parts mix.  I upgraded road bikes and frankensteined parts back but never finished the build.  New red tires.   Needs new brake shift things and wiring a saddle and pedals.  Great bike $999 obo, titanium, road, caliper,,, 58cm,, Performance, TR1000,, 700C,,,,
4621,6800.0,santabarbara,https://santabarbara.craigslist.org/mcy/d/santa-barbara-1975-triumph-trident-750/7467092087.html,2022-04-04 17:20,1975 Triumph Trident 750 T150V,7,"Previously completely restored by a British mechanic who regularly rode it, it then sat for 5 years. I started rehab on it by cleaning and rebuilding the carbs with stay up floats and gaskets. I have since replaced all fluids (oil + filter, gearbox, brake) and any gaskets I found producing a weep. It now starts and runs well. I've also adjusted the clutch.  The T150 is a 5 speed model with a disc front brake & proper British right side shift. This one has a trispark electronic ignition installed. Many spares are included with plenty of brand new odds and ends which came with it or I've since purchased, nearly a full engine rebuild gasket kit. I'm also including a Chris Knight belt drive conversion kit valued at a few hundred. This is nice longevity insurance as the standard primary drive chains are no longer available.  It’s ready for a more appropriate battery (such as a Motobatt MB9U) and tires of your choosing to make it a rider, along with carb fiddling that comes with owning a classic British bike. The tank looks to be in good condition aside from failed liner which I’ve cleaned up. The horn and rear turn signals do not currently work - through the front are flashing properly via relay so they may just need a connector reseated in the harness.  It has a clean title and reportedly has been on non op registration. Title states a 1972 but experts on these bikes identify it as a manufacturer year '75.  Old British iron is only going up in value. I got this bike as part of a package deal and have been looking forward to refreshing & enjoying it as part of starting a classic collection, but I'm now looking to downsize and have a lack of time to see this through. It is rare to see a trident in this condition, with a little time spent it will clean up exceptionally well.",,,,,,,,,,,,,,,
4622,1.0,santabarbara,https://santabarbara.craigslist.org/spo/d/solvang-everything-fitness/7466656393.html,2022-04-03 17:54,Everything Fitness!,15,"Spin Bikes, Weights, Physio balls, weight racks, and more The asking prices are below.  Come take a look, bundle it up and make an offer  Some weights have been outside, but many more were stored in a shipping container  Racks $30 Clamps Olympic hex bar $100 5 45lb Olympic bars  $60 ea  all for 250 2 curling bars $35 each Training Rope $20 Punching Bag $50   All kinds of weights for racks 5 lbs up to 45  $1/lb.  Buying in bulk? .75/lb  Squat rack $200 Axis Control Rack, $600 Free Motion Cable Cross Bar: $1000... New these are 4K+ you pick it up Olympic Bench $300  2 Treadmills.  Make an offer, not sure if they work or not 2 Precor Ellipticals.  Make an offer.  1 definitely works, not sure which though  10 Keiser Model 3 Spin bikes 500 ea. New the sell for 1800+.  We are getting rid of them all for 500 EACH.  Yes they work, spare parts will be included. comes with Shimano clipless built into the pedal.   5 Lemond Revmaster Bike 300",,,, good,,,,,,,,,,,
4623,60.0,santabarbara,https://santabarbara.craigslist.org/bop/d/carpinteria-bike-rack/7458848765.html,2022-04-03 13:09,Bike Rack,0,"Bike rack. Comfortably holds two bikes and is configurable to most cars, hatchbacks and Suvs.",,,,,,,,,,,,,,,
