,Price,Location,URL,Date,Title,part type,num image,text,bicycle frame material,bicycle type,frame size,wheel size,condition,make / manufacturer,brake type,model name / number,size / dimensions,electric assist,handlebar type,serial number,suspension
37298,1400.0,austin,https://austin.craigslist.org/bik/d/austin-guru-carbonio-53-cm/7461014138.html,2022-04-18 09:36,Guru Carbonio 53 cm,,20,"Up for sale is a Guru Carbonio built up with SRAM Force and Rolf Echelon wheels. This bike is reminiscent of lugged steel bikes, maintaining a classic geometry but keeping it light with a full carbon frame and fork. The SRAM Force is solid and reliable, which also matches the black/white theme of the bike. 3T stem and bar keeps it cohesive, and the Rolf wheels are minimalistic. It’s quite difficult to buy a bike like this new nowadays; both simple and elegant, external routing and non proprietary parts. You want to go back to the basics, yet still subtly flashy, understated and minimal. This is that. Cables, housing and bar tape are new. Saddle not included. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Frame: Guru Carbonio Fork: Dedacciai Black Blades Shifters: SRAM Force Rear Mech: SRAM Force Front Mech: SRAM Force Brakes: SRAM Force Crank: SRAM Force 170 mm Chainrings: SRAM Force 52/36 Bottom Bracket: SRAM GXP Chain: SRAM 1130 Cassette: 105 5700 11-28t Seatpost: Carbon Saddle: Not Included Stem: 3T Arx Pro 90 mm Bar: 3T ErgoSum Team 42 cm Hubs: Rolf Prima Rims: Rolf Prima Echelon Tires: Continental Gatorskin  52 cm seat tube 54 cm top tube 145 mm head tube", carbon fiber, road, 53 cm, 700C,, Guru,, Carbonio,,,,,
37299,950.0,austin,https://austin.craigslist.org/bik/d/austin-felt-z35-56-cm/7469356969.html,2022-04-18 09:36,Felt Z35 56 cm,,16,"Up for sale is a Felt Z35 built up with 105 5500 and Mavic CXP-22 wheels. It’s a nice full carbon endurance frame with a workhorse groupset and wheelset, great for the rider trying to upgrade from their entry level bike. The bike is essentially all stock, and in great shape. It’s just looking for a new home now. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Read more here:  • https://99spokes.com/bikes/felt/2009/z35 • https://www.bikeradar.com/reviews/bikes/road-bikes/felt-z35-review/  Frame: Felt High Modulus Carbon Fork: Felt HM 1.3 Carbon Shifters: 105 5600 Rear Mech: 105 5600 Front Mech: 105 5600 Brakes: Tektro Crank: Shimano FC-R600 172.5 mm Chainrings: Shimano FC-R600 50/34t Bottom Bracket: Shimano Hollowtech II Chain: Shimano 10  Cassette: Shimano 11-25t Seatpost: FELT 1.2 Carbon Fiber Saddle: FELT 2.2 Stem: FELT 2.1 Adjustable 100 mm Bar: FELT 2.3 Relaxed Racing 42 cm Hubs: Mavic Rims: Mavic CXP-22S Tires: Vittoria Zaffiro", carbon fiber, road, 56 cm, 700C,, Felt,, Z35,,,,,
37300,900.0,austin,https://austin.craigslist.org/bik/d/austin-litespeed-tachyon-58-cm/7461024501.html,2022-04-18 09:36,Litespeed Tachyon 58 cm,,18,"Up for sale is a Litespeed Tachyon built up with Shimano 600 components throughout and HED Jet wheels. This was during the time when 650c wheels were trending in triathlon bikes; faster acceleration, lower center of gravity and so forth. This is indeed a road bike conversion; the geometry isn't too off going from tri to road. With that said, it is still a stunner of a bike, and if you don't plan on riding it, a nice piece of cycling history towards the kind of technology that was out at the time. This bike would be great for someone who loves this era of cycling. Cables, housing and bar tape are new. Message me with questions. Will ship, prefer local sale. I'm on insta @andysbikes.  Frame: Litespeed Tachyon Fork: Kinesis 6061 Shifters: Shimano 600 6400 Rear Mech: Shimano 600 6400 Front Mech: Shimano 600 6400 Brakes: Shimano 600 6400 Crankset: Shimano 600 6400, 53/39 172.5 mm Bottom Bracket: Shimano Chain: SunRace Cassette: Shimano 600 Seatpost: Kalloy Saddle: Spyder Stem: Specialized Quill 80 mm Bars: Speciailized 42 cm Hubs: Shimano 600 6400 Rims: HED JET Tires: Continental GrandPrix  51 cm seat tube 58 cm top tube 145 mm head tube", titanium, road, 58 cm, 650C,, Litespeed,, Tachyon,,,,,
37301,4500.0,austin,https://austin.craigslist.org/bik/d/austin-2021-trek-fuel-ex-98-gx/7472686805.html,2022-04-18 09:24,2021 Trek Fuel EX 9.8 GX,,9,"I'm selling my Trek Fuel EX 9.8 GX. It's a great bike! I bought it in Aug 2021. I'm selling because early last year I ordered a Project One MTB through Trek and their factory was a year behind. I bought this bike to ride until my Project One bike came in. The Project One bike just arrived and I don't need two high-end MTBs. Comes w/ a free tune-up from Trek. Also, Trek still provides warranty coverage for bike that change ownership. https://www.trekbikes.com/us/en_US/warranty_policy/  It includes the front wheel, I just had it removed so I could wash the bike!  Here's the specs for the 2022 model: https://www.trekbikes.com/us/en_US/bikes/mountain-bikes/trail-mountain-bikes/fuel-ex/fuel-ex-9-8-gx/p/33074/  Medium Frame 29""  Ride data from my Garmin shows 17 rides and 104 miles.  Price firm. Verified funds only.", carbon fiber, mountain, Medium, 29 in, like new, Trek, disc (hydraulic), Fuel EX 9.8 GX,,,, WTU336CT0109R1207, frame and fork (full suspension)
37302,1800.0,austin,https://austin.craigslist.org/bik/d/canyon-lake-mountain-bike-cannondale/7472669719.html,2022-04-18 08:46,Mountain bike Cannondale Habit 5 AL Size L,,8,"Selling our mountain bikes due to pregnancy and won’t be able to use them for a while. Check out my other listing for Women Ghost Lanao FS2  Make: Cannondale Model: Habit 5 AL Size: L New price: $2625 plus tax   Very good condition, small scratches from riding. Upgraded to Chester Pedals and after market handle bars.", carbon fiber, mountain, L, 29 in,,,,,,,,,
37303,1000.0,austin,https://austin.craigslist.org/bik/d/canyon-lake-mountain-bike-ghost-lanao/7472667875.html,2022-04-18 08:41,Mountain bike Ghost Lanao FS2 XS,,5,"Selling our mountain bikes due to pregnancy and won’t be able to use them for a while. Check out my other listing for Men Cannondale Habit 5 AL   Make: Ghost Model: Lanao FS 2  Size: XS New price: $1700 plus tax   Very good condition, some small scratches from transporting barely noticeable. Upgraded to Chester Pedals.", aluminum, mountain, XS, 27.5 in,,,,,,,,,
37304,750.0,austin,https://austin.craigslist.org/bik/d/austin-medium-175-inch-specialized/7470485251.html,2022-04-18 08:07,Medium 17.5 inch Specialized Crossroads 2.0 Disc Hybrid/Comfort Bike,,17,"I am selling my Medium 17.5 inch Specialized Crossroads 2.0 Disc Hybrid/Comfort Bike. This bike is like new condition with extremely low mileage and it just received a full tune up! It shifts smoothly and the mechanical disc brakes are nice and tight. This bike makes working out an absolute delight and it can handle any terrain Austin has to offer! It features a 17.5 inch medium sized, super light aluminum frame, a suspension seatpost, a 14 speed Shimano Altus Drivetrain, super beefy 700 x 45c tires/wheels, an Arundel water bottle cage, a brand new/never used Polar Bottle 24oz Insulated water bottle and a kickstand. This bike is one of the most comfortable/smooth riding bikes that I have ridden in years. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: The Crossroads is your companion to a better, fitter, and happier you—whether it be along the road or dirt path. It features a comfortable, upright geometry, and reflective elements that increase your visibility to motorists in low-light conditions.  • The sturdy A1 Premium Aluminum frame, combined with a steel fork and rack/fender mounts, delivers reliable handling for a confident ride and plenty of options for carrying your goodies. • For the Crossroads, we devoted ourselves to achieving the perfect geometry for comfort and performance over a diverse set of riding styles, ultimately making it a purpose-built machine to help you stay fit and healthy. • Body Geometry touchpoints take the sting out of saddle time with their ergonomically designed, and scientifically tested, shapes. • Reflective elements throughout the frame and components increase your visibility to motorists in low-light conditions. • Mechanical disc brakes provide ample stopping power in any condition without the hassle of brake bleeds.", aluminum, hybrid/comfort, Medium 17.5 inch, 700C, like new, Specialized,, Crossroads 2.0 Disc,,,,,
37305,675.0,austin,https://austin.craigslist.org/bik/d/austin-se-racing-so-cal-flyer-24-bmx/7466368037.html,2022-04-18 08:06,SE Racing So Cal Flyer 24 BMX Bike,,11,"Be the envy of the neighborhood when you show up on this pristine beautiful beast! I am selling my SE Racing So Cal Flyer 24 BMX Bike. This bike in like new condition with extremely low mileage and it still has the hair all over the 24 x 2.0 inch tires! It rides ever so smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any paved/gravel/dirt jumping terrain Austin has to offer! It features a super light aluminum frame, single speed free wheel and 24 x 2.0 inch tires. Without a doubt, this is the PERFECT bike for Austin! The wheelie pegs are not currently installed on the bike but they will be included in the sale.  Factory Description: SE Racing went berserk this year with a complete makeover of the So Cal Flyer! There are three stellar new color schemes, upgrades, and added parts galore. New this year are the Big Honkinish cruiser bars, super grippy Flyer seat, Vee Cub x SE tires, and new SE Bikes Life grips equipped with SE donuts. In addition, we’ve added a set of wheelie pegs and a newly designed SE Bikes Life number plate. The So Cal sets the new standard for 24-inch wheelie bikes.  FEATURES Lightweight 6061 aluminum floval tubing frame with Euro bottom bracket and SE Wave dropouts Alex rims with alloy hubs, double-wall rear rim Vee Tire Co Cub 24” x 2.0” Tires Flyer seat with super grippy top cover SE Bikes Life grips with rubber end plugs and donuts Retro top-load stem with hidden top cap for a clean look 3-pc tubular cranks with custom SE Racing sprocket SE padset, SE Bikes Life number plate, wheelie pegs and alloy valve caps include  SPECIFICATIONS COLOR(S): Black, Green, White FRAME: 6061 Aluminum Floval Tubing, 68mm Wide Euro Bottom Bracket, SE Wave Dropouts FORK: Landing Gear CRANKSET: SE 3-pc Cr-Mo, 180mm, Euro-Sealed Bearing Bottom Bracket, 150mm Spindle Length, 19mm Spindle Diameter, 39T SE Sprocket PEDALS: FPD Alloy Platform, Cr-Mo Axle CHAIN: KMC S1 WHEELSET: SE Racing Alloy 36H Hubs w/ Alex Y-303 Front & DM22 Rear Double-wall Rims, 17T Freewheel TIRES: Vee Tire Co x SE Racing Cub, 24"" x 2.0"" Front & Rear BRAKESET: Promax V-Brake BRAKE LEVERS: Promax 2-Finger Alloy HEADSET: Tange 1-1/8"" Threadless HANDLEBAR: Big Honkinish Cruiser Bar, 28.5"" x 6.5"", 10° Backsweep, 1° Upsweep STEM: Retro Alloy Top-Load, 55mm Reach GRIPS: SE Bikes Life Grips w/ SE Rubber End Plugs & Donuts SEAT: SE So Cal Flyer Seat w/ Super Grippy Top Cover SEATPOST: Race Rocker Micro-Adjust Alloy, 27.2mm SEAT CLAMP: Alloy, 31.8mm Inner Diameter ACCESSORIES: SE Bikes Life Number Plate, SE Bikes Padset, Alloy Valve Caps, SE Wheelie Pegs WEIGHT: 26.8 lbs / 12.15 kgs  GEOMETRY TOP TUBE, ACTUAL: 21.4"" SEAT TUBE, CENTER TO TOP: 12.5"" SEAT TUBE ANGLE: 72° HEAD TUBE ANGLE: 73.5° CHAINSTAY LENGTH: 15.9"" WHEELBASE: 39.2"" BOTTOM BRACKET HEIGHT: 12.2"" STANDOVER: 26.4"" SUGGESTED RIDER SIZE: 5'3""+ (160cm+) STEM: 55mm HANDLEBAR WIDTH: 28"" CRANK: 180mm WHEEL SIZE: 24"" SEAT POST DIAMETER: 27.2mm", aluminum, bmx, Standard, 24 in, like new, SE Racing,, So Cal Flyer 24,,,,,
37306,3100.0,austin,https://austin.craigslist.org/bik/d/austin-small-155-inch-2017-cannondale/7471623161.html,2022-04-18 08:05,Small 15.5 inch 2017 Cannondale Bad Habit Carbon 1 + 27.5er (650b) MTB,,19,"I am selling my Small 15.5 inch 2017 Cannondale Bad Habit Carbon 1 Disc + 27.5er (650b) Full Suspension Mountain Bike. This bike is in like new/excellent condition with extremely low mileage and it just received a full tune up! It shifts smoothly and the hydraulic disc brakes are nice and tight. This bike makes working out an absolute delight and it can handle any terrain that Austin has to offer! It features a 15.5 inch small sized, super light carbon fiber frame, Shimano XT drivetrain/hydraulic disc brakes, carbon fiber HollowGram wheels, front and rear adjustable suspension air shocks with multiple settings, a dropper seatpost and beefy 27.5 x 3.0 inch (650b) tubeless tires that are full of fresh Stan’s Race sealant. Without a doubt, this is the PERFECT bike for Austin! The MSRP on this bike is $5,500.00.  Full Specs and Factory Description can be viewed here: https://www.vitalmtb.com/product/guide/Bikes,3/Cannondale/Bad-Habit-Carbon-1,19846  Bad Habits are the most fun. Take to your favorite trail on the Bad Habit Carbon 1 and get ready to wreak havoc. The Bad Habit takes the characteristics of the Habit and supercharges them with 27.5+ wheels to create the ultimate technical trail machine. Huge grip, awesome roll-over-anything float from the 3-inch tires, and a wicked component package make this Bad Habit one that will be tough to shake. You'll love the stiffer 148 x 12 mm rear hub, the super strong Lefty fork, and the innovative OutFront Steering geometry.", carbon fiber, mountain, Small 15.5 inch, 27.5 in, like new, Cannondale,, Bad Habit Carbon 1 + 27.5er,,,,,
37307,550.0,austin,https://austin.craigslist.org/bik/d/austin-like-new-black-and-green-2022/7468965916.html,2022-04-18 08:04,Like New Black and Green 2022 Trek Wahoo 26er Kids Hybrid Bike,,12,"I am selling my Like New Black and Green 2022 Trek Wahoo 26er Kids Hybrid Bike. This bike is in like new condition with extremely low mileage and it still has the hair all over the tires! It just received a full tune up so it shifts smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any terrain Austin has to offer! It features a super light aluminum frame and fork, an 8 speed Shimano drivetrain, 26 x 1.95 inch tires/wheels and a kickstand. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: Wahoo 26 is a lightweight, simple, and practical kids' hybrid bike that makes it easy for your little one to make the most of every ride. This versatile ride is built for ease of use: it's light, capable on a variety of surfaces, and equipped with a 1x8 drivetrain and a wide range of gearing for wherever your little one roams. You know riding is about having fun, and you want your little one to have a capable ride that's easy to operate, easy to handle, and versatile. Whether you're riding as a family or commuting to school in the morning, Wahoo delivers one great ride after another. A lightweight Alpha Aluminum frame that's easy for kids to pick up and maneuver, multi-surface tires for traction on a variety of terrain and a 1x8 drivetrain that simplifies the shifting process so kids can focus on what matters: having fun! Wahoo is an all-purpose kids' bike with great all-around performance. It's light, practical, built for ease of use and a lot of fun to ride. Plus, it's super easy to accessorize so your little one can make it their own! Fit for riders 53 to 66 inches tall.  It's right for you if… You know riding is about having fun, and you want your little one to have a capable ride that's easy to operate, easy to handle, and versatile. Whether you're riding as a family or commuting to school in the morning, Wahoo delivers one great ride after another.  The tech you get: A lightweight Alpha Aluminum frame that's easy for kids to pick up and maneuver, multi-surface tires for traction on a variety of terrain, and a 1x8 drivetrain that simplifies the shifting process so kids can focus on what matters: having fun!  The final word: Wahoo is an all-purpose kids' bike with great all-around performance. It's light, practical, built for ease of use, and a lot of fun to ride. Plus, it's super easy to accessorize so your little one can make it their own!  Why you'll love it: 1 - Lightweight and capable: Wahoo's aluminum frame is strong and durable, but still light enough that it's easy for kids to control 2 - Closed dropouts with Trek's proprietary ThruSkew, a safety feature that ensures the wheels will never drop out unintentionally 3 - A simple 1x8 drivetrain simplifies shifting so kids can focus on having fun! 4 - You shouldn't buy your kid's bike where you buy your cereal - Unlike big box brands, Trek kids' bikes are assembled by people who know bikes", aluminum, kids, Kids, 26 in, like new, Trek,, Wahoo 26er,,,,,
37308,550.0,austin,https://austin.craigslist.org/bik/d/austin-like-new-silver-and-orange-2022/7468967195.html,2022-04-18 08:06,Like New Silver and Orange 2022 Trek Wahoo 26er Kids Hybrid Bike,,12,"I am selling my Like New Silver and Orange 2022 Trek Wahoo 26er Kids Hybrid Bike. This bike is in like new condition with extremely low mileage and it still has the hair all over the tires! It just received a full tune up so it shifts smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any terrain Austin has to offer! It features a super light aluminum frame and fork, an 8 speed Shimano drivetrain, 26 x 1.95 inch tires/wheels and a kickstand. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: Wahoo 26 is a lightweight, simple, and practical kids' hybrid bike that makes it easy for your little one to make the most of every ride. This versatile ride is built for ease of use: it's light, capable on a variety of surfaces, and equipped with a 1x8 drivetrain and a wide range of gearing for wherever your little one roams. You know riding is about having fun, and you want your little one to have a capable ride that's easy to operate, easy to handle, and versatile. Whether you're riding as a family or commuting to school in the morning, Wahoo delivers one great ride after another. A lightweight Alpha Aluminum frame that's easy for kids to pick up and maneuver, multi-surface tires for traction on a variety of terrain and a 1x8 drivetrain that simplifies the shifting process so kids can focus on what matters: having fun! Wahoo is an all-purpose kids' bike with great all-around performance. It's light, practical, built for ease of use and a lot of fun to ride. Plus, it's super easy to accessorize so your little one can make it their own! Fit for riders 53 to 66 inches tall.  It's right for you if… You know riding is about having fun, and you want your little one to have a capable ride that's easy to operate, easy to handle, and versatile. Whether you're riding as a family or commuting to school in the morning, Wahoo delivers one great ride after another.  The tech you get: A lightweight Alpha Aluminum frame that's easy for kids to pick up and maneuver, multi-surface tires for traction on a variety of terrain, and a 1x8 drivetrain that simplifies the shifting process so kids can focus on what matters: having fun!  The final word: Wahoo is an all-purpose kids' bike with great all-around performance. It's light, practical, built for ease of use, and a lot of fun to ride. Plus, it's super easy to accessorize so your little one can make it their own!  Why you'll love it: 1 - Lightweight and capable: Wahoo's aluminum frame is strong and durable, but still light enough that it's easy for kids to control 2 - Closed dropouts with Trek's proprietary ThruSkew, a safety feature that ensures the wheels will never drop out unintentionally 3 - A simple 1x8 drivetrain simplifies shifting so kids can focus on having fun! 4 - You shouldn't buy your kid's bike where you buy your cereal - Unlike big box brands, Trek kids' bikes are assembled by people who know bikes", aluminum, kids, Kids, 26 in, like new, Trek,, Wahoo 26er,,,,,
37309,475.0,austin,https://austin.craigslist.org/bik/d/austin-small-14-inch-trek-neko-wsd/7468978915.html,2022-04-18 08:02,Small 14 inch Trek Neko WSD (Women's Specific Design) Step Thru Hybrid,,17,"I am selling my Small 14 inch Trek Neko WSD (Women's Specific Design) Step Thru Hybrid Bike. This bike is in like new condition with extremely low mileage and it just received a full tune up! It shifts smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any paved/gravel terrain Austin has to offer! It features a 14 inch small sized, super light aluminum frame, an SR Suntour NEX suspension adjustable shock, beefy 700 x 38c tires/wheels and a kickstand. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: You'll find Trek's Neko pedal by women while commuting, light trail riding and exploring dirt roads. This go-anywhere machine is road-bike fast, rails-to-trails capable and fun everywhere. It's equipped with a suspension fork and an aluminum frame that is modeled after 29-inch mountain bikes to make it capable on and off roads. When you add the 700c wheels with multi-surface tires, you get speed and efficiency on pavement. Wherever you ride, you'll dig the genuine Shimano 21-speed drivetrain for intuitive, easy shifting and the confidence-inspiring brakes. All this adds up to a no-compromise ride that's truly the best of both worlds.", aluminum, hybrid/comfort, Small 14 inch, 700C, like new, Trek,, Neko WSD Step Thru,,,,,
37310,2500.0,austin,https://austin.craigslist.org/bik/d/austin-small-155-inch-2020-trek-er-all/7468236861.html,2022-04-18 08:03,Small 15.5 inch 2020 Trek 1120 29er+ All-Terrain Bikepacking Touring,,15,"I am selling my Small 15.5 inch 2020 Trek 1120 Disc 29er+ All-Terrain Bikepacking Touring Mountain Bike. This bike is in like new condition with extremely low mileage and it just received a full tune up! It shifts smoothly and the hydraulic disc brakes are nice and tight. This bike makes working out an absolute delight and it can handle any terrain Austin has to offer! It features a 15.5 inch small sized, super light aluminum frame, a carbon fiber fork, a Shimano SLX 1 x 11 speed drivetrain, a dropper post, hydraulic disc brakes and super beefy 29 x 3.0 inch tubeless ready tires. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: Our 1120 is a bikepacker's dream. A rugged all-terrain frame, 29+ tires, an included rack system, and mountain-ready spec like a 1x11 drivetrain add up to a touring bike with unlimited off-road capability. This bike is built to explore the most extreme backcountry destinations in the farthest reaches of the world, and it's great for fast overnight bikepacking trips and sub-24s, too. This bike expands boundaries and lets you escape, and it's equipped with the right spec so you can just pack it and go! With a Stache-inspired Alpha Platinum Aluminum frame, featuring an adjustable rear Stranglehold Dropout that makes it easy to dial in your geometry for maximum comfort on multi day riding or converting to singlespeed, a carbon fork, our proprietary rack system and included bag holsters for 8-litre dry bags of your choice, a 1x11 Shimano drive train, SRAM Level T hydraulic disc brakes, 29+ tires and a Bontrager Line dropper post that makes it easy to mount, dismount and descend while the bikes loaded. If you live for freedom, value self reliance and want a ride for bikepacking and off-road touring in places other bikes simply can't take you. The 1120 is for the crazy among us and those who feel most at home under the stars. If filling in the last uncharted parts of the map is your thing, the Trek 1120 is the thing to do it on.  • The included rack and harness system makes it easy to secure the 8-litre dry bags of your choice in the rear rack and additional bags up front for the best packing balance. • So many mounting features let you set up your ideal expedition ride as you see fit. • It's also a fantastic mountain bike – if you're looking to shred, pull off the racks and it's every bit as capable as our award-winning Stache.", aluminum, mountain, Small 15.5 inch, 29 in, like new, Trek,, 1120 Disc 29er+,,,,,
37311,500.0,austin,https://austin.craigslist.org/bik/d/austin-red-and-white-small-15-inch-trek/7468232997.html,2022-04-18 08:03,Red and White Small 15 inch Trek FX 7.3 Hybrid Bike,,13,"I am selling my Red and White Small 15 inch Trek FX 7.3 Hybrid Bike. This bike is in like new condition with less than 5 miles on it and it still has the hair all over the tires! It just received a full tune up so it shifts smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any paved/gravel terrain Austin has to offer! It features a 15 inch small sized, super light aluminum frame and fork, a 24 speed Shimano Deore drivetrain, 700 x 32c tires/wheels and a kickstand. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: Trek's FX bikes are the top-selling bikes in North America, and for good reason. Whether cruising to work or to play, The 7.3 FX is a bicycle you'll love. Its Alpha-aluminum frame is light for easy pedaling and excellent handling, and the easy-rolling 700c wheels let you ride further and faster with less effort. Plus, this great machine sports a hill-flattening 24-speed Shimano drivetrain, confidence-inspiring linear-pull brakes and puncture-resistant, multi-surface tires. For fitness, for fun, and for everyday riding, the 7.3 FX is the perfect choice.", aluminum, hybrid/comfort, Small 15 inch, 700C, like new, Trek,, FX 7.3,,,,,
37312,70.0,austin,https://austin.craigslist.org/bop/d/austin-shimano-saint-pd-mx80-platform/7461046818.html,2022-04-18 07:57,Shimano Saint PD-MX80 Platform Pedals,,6,"I am selling my Shimano Saint PD-MX80 Platform Pedals for $70.00 firm. These pedals are in like new condition without any issues whatsoever.  Product Description: Shimano's PD-MX80 Saint Pedals are a successful and welcome update to the classic DX Flat model. The durable aluminum body, nine adjustable traction pins, chromoly axles, and sealed bearings ensure that you'll be able to ride BMX parks like a saint and DH like a sinner. The new platform design keeps your foot closer to the axle, and the open bodies shed mud and debris like temptation rolling off the back of St. Thomas. Shimano has already created two of the most legendary pedals in mountain biking; the revered DX PD-636, and the PD-MX30 Flat, so it should come as no surprise that the Shimano Saint PD-MX80 Pedals are finding their way onto pro rider's bikes everywhere.  Shimano has proven that the durability of their pedals is beyond reproach, an assertion made clear by decades of trouble-free performance from their entire line-up. All it takes is one look at the Saint pedals to know that if you can send it, they will be there when you need them. Improving upon the above-mentioned MX30 pedals by shaving 8.5mm of thickness while increasing width by 3mm, the Saints spin on sealed cartridge bearings supporting a steel axle. Keeping down the weight as much as possible is a forged aluminum body with a five millimeter concave for extra grip. For easy removal, the traction pins thread in from the bottom, helping to keep their T15 interfaces from being damaged or clogged with mud. Traction pins can be run higher or lower with the removal or inclusion of a washer on the underside of the pedal body. If you are hard on pedals, the Saint PD-MX80's will be as indestructible as is earthly possible.  • Actual weight 492 grams with pins • 90mm L x 96mm W x 15mm/19mm T (middle/end) • Concave surface • Nine pins per side • Chrome-moly spindle • Adjustable traction pin height",,,,,,,,,,,,,
37313,1000.0,austin,https://austin.craigslist.org/bik/d/austin-large-19-inch-specialized-vita/7471647513.html,2022-04-18 07:51,Large 19 inch Specialized Vita Comp Carbon Hybrid Bike,,12,"I am selling my Large 19 inch Specialized Vita Comp Carbon Hybrid Bike. This bike is in like new condition with extremely low mileage and it just received a full tune up! It shifts smoothly and the brakes are nice and tight. This bike makes working out an absolute delight and it can handle any paved/gravel terrain that Austin has to offer! It features a large sized, super light carbon fiber frame and fork, 20 speed FSA/Shimano Tiagra drivetrain and 700c wheels. Without a doubt, this is the PERFECT bike for Austin!  Factory Description: Getting in shape, exploring your neighborhood, even work commutes are fun on Specialized's Vita Comp. Its lightweight, women's-specific carbon frame and fork deliver the perfect blend of speed and road-smoothing luxury. You'll love the easy-spinning Specialized wheels, and the lightning-quick shifts of the wide-range Shimano drivetrain with FSA cranks. Plus, the Specialized Body Geometry women's saddle and grips with integrated bar-ends, and the adjustable stem, provide outstanding comfort on every fun outing.  Delivering the performance of the world's best road bikes in a flat-bar, urban-friendly form, Vita redefines the notion of versatility. The Vita Comp has a lightweight carbon frame with Women's Endurance Geometry and Zertz for a fast and efficient ride. The 2x10 FSA/Tiagra drivetrain is lightweight and provides flawless shifting.  • FACT IS constructed frame, Women's Endurance Geometry, and Zertz delivers the performance of a high-end road bike in a flat bar package • FACT carbon fork with Zertz for a quick, responsive road feel and forgiving ride • Double BlackBelt protection and 23c profile make Specialized Espoir Sport tires reliable and fast on city streets • FSA Gossamer crankset, Shimano Tiagra drivetrain, 10-speed cassette, with dual-pull front derailleur for spot-on shifting every time • Women's Body Geometry Contour grips help alleviate hand pain and tingling fingers, with integrated bar ends for changing hand position • Body Geometry Riva Comp Women's saddle features generous padding for all-day performance and comfort", carbon fiber, hybrid/comfort, Large 19 inch, 700C, like new, Specialized,, Vita Comp Carbon,,,,,
37314,80.0,austin,https://austin.craigslist.org/bik/d/austin-bontrager-interchange-rear-trunk/7468994001.html,2022-04-18 07:33,Bontrager Interchange Rear Trunk Bag & BackRack Deluxe S Configuration,,10,"***THE BIKE AND THE BEER IS NOT INCLUDED***  I am selling my Bontrager Interchange Rear Trunk Bag and BackRack Deluxe S Configuration for $80.00 firm. It is in like new condition without any cosmetic or mechanical issues whatsoever.  Factory Descriptions: Easy on, easy off storage. When used in conjunction with an Interchange compatible rear rack, the Interchange Rear Trunk Bag installs and removes in seconds, without the need for tools. These versatile bags feature an expandable design to fit a wide range of cargo on longer bike rides.  - Install/remove in seconds with Bontrager Interchange-compatible rack - Features 270+ degree reflective top flap and expandable top - Cargo Capacity is 500 cubic inches - Dimensions are 34cm (l) x 19cm (w) x 16cm (h)  Bontrager's BackRack Deluxe S is made for mountain and hybrid bikes with frame sizes 18 inches and under, and road bike frames 54cm and under. This durable and light rack is perfect for turning your bike into a commuter and errand-runner. Single-bolt strut mounts allow for maximum adjustability and ease of installation. Plus, the BackRack Deluxe boasts side rails, making it compatible with standard trunk bags and panniers as well as Bontrager's Interchange models.", other/unknown, other, Standard, other/unknown,,,,,,,,,
