,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,condition,frame size,make / manufacturer,wheel size,num image,text,model name / number,suspension,brake type,electric assist,handlebar type,part type,serial number,size / dimensions
21045,929.0,minneapolis,https://minneapolis.craigslist.org/dak/snd/d/moving-sale-atvs-dirt-bikes-from-929/7462772959.html,2022-03-25 11:15,MOVING SALE !!ATVS/DIRT BIKES from $929! BURNSVILLE MALL SALE NOW!!,,,,,,,12,"East Central Sports burnsville, is moving to a new burnsville location may 1st. so starting now, (SE HABLA ESPANOL) Come visit our Burnsville Mall location, mention this ad and get an extra $100 off our already low sale prices, and get a $159 helmet for FREE!! We do have 1 450cc 4x4 Kymco EFI atv. 2 SSR side x side UTV and 1 electric golf cart in stock now !!  Call now to reserve your machine or ask any questions. Inventory is rapidly changing so feel free to call ahead 952 681 7473.   Stop in at our 2 locations to see what we all offer or check out our website at www.eastcentralsports.com  East Central Sports of Burnsville store is in the Burnsville Mall 2024 Burnsville Center Burnsville, MN 55306  952 681 7473 (SE HABLA ESPANOL)  Hours Tuesday-Saturday 11AM-6 PM (other hours available by appointment only) Sunday 12-4 PM (other hours available by appointment only) Monday Closed (open by appointment only)  East Central Sports of North Branch 6339 Main St North Branch MN 55056 Hours Monday-Friday 9 AM-6 PM Saturday-9 AM-3 PM Sunday-Closed  All of our 110cc/125cc Atv come equipped with REMOTE SHUT OFF AND THROTTLE GOVERNOR. All machines are 4 stroke.  PRICES START as low as $1199.99 for 110cc atvs! PRICES START as low as $1599.99 for 125cc atvs!   PIT BIKES/DIRT BIKES SSR, Thumpstar, Coolster, Piranha AND (YCF Bikes are special order)   PRICES START as low as $929.99 for 70cc bikes PRICES START as low as $999.99 for 110cc bikes PRICES START as low as $1399.99 for 125cc bikes PRICES START as low as $1999.99 for 140cc bikes    GO KARTS-Hammerhead owned by Polaris Units Karts starting at-$1,899.99!!    ALL MACHINES ARE SET UP AND READY TO RIDE ALL UNITS COME WITH FACTORY WARRANTY.  WE OFFER INTEREST FREE FINANCING TO QUALIFIED BUYERS. WE HAVE MULTIPLE FINANCING OPTIONS ON OUR WEBSITE!!  0% Interest financing link  TD BANK-https://finance.consumercreditapp.com/cc/apply/toro_dealers ***good for all products we sell***$0 MONEY DOWN 0% UP TO 18 MONTHS  SYNCHRONY-https://etail.mysynchrony.com/eapply/eapply.action?intcmp=GK189721700_MMC_body-hero_int ***good for all products we sell***$0 MONEY DOWN 0% UP TO 24 MONTHS  Financing link--Good for only KYMCO, TORO, HAMMERHEAD and SSR products.  SHEFFIELD-https://secure.sheffieldfinancial.com/newLoanApplication.aspx   SEE ALL PICTURES OF INVENTORY LISTED ON EASTCENTRALSPORTS.COM ""Like"" us on facebook at facebook.com/eastcentralsports ""The Most Honest Youth Powersports Dealer In The Area!"" East Central Sports #1 SSR Dealer-2016-2017-2018  Best Prices, Best Customer Service Guaranteed!  SALES QUESTION CALL BURNSVILLE-(952)-681-7473 NORTH BRANCH-(651)-674-8166  SERVICE, PARTS QUESTIONS CALL (320)-358-1994    Polaris, Arctic Cat, Ski Doo, Coolster Yamaha, Kid's ATV Can Am, Youth Quad Bombardier, Suzuki, Honda, Kawasaki, COPY, Pit Bikes SSR, Kids 4-Wheeler Tao Tao, Coolster, Youth Atv, Kid Atv, Youth Atv's, Kid Atv's, THIS, Kids Atv's Kids Atv, Youth Atvs, Pit Bike, Pit Bikes, Dirt Bike, Dirt Bikes, 50cc, 90cc, ONE, 110cc, 125cc, 150cc, 170cc, 140cc, 160cc, 250cc, 50cc, ATV, Youth 4 Wheeler, Moped, UTV, UTVS, BOYS, UTV's Youth Side by side SXS, 3202821463, 4x4 2x4 Wholesale, 90cc ATV Cheap, Price, Cheap Price, Chinese ATV, Good Price, Youth ATV, Wholesale Price. Youth powersports, Monster energy, Tao Tao Small ATV ice bear atv, jonway atv, cazador, 70cc ATV Youth Powersports Pit Bike Youth 4 Wheeler, Kids Quad Youth 4 Wheelers, Youth 4 Wheeler 110cc ATV Youth four wheeler, 125cc ATV youth four wheelers. Kuzuma Youth ATV's taotaominnesota.com, 150cc ATV Tao-Tao coolsterminnesota.com, Youth 4 Wheeler ssrminnesota.com, east central sports, ssrdirtbikes.com, Kids ATV coolsteratv.com, Sunl youthfourwheeler.com, Roketa youthfourwheelers.com, youth4wheeler.com, youthatvheadquarters.com, SSR, youthatvwarehouse.com, Ice Bear, youthatvshop.com Jonway Dirt Bike Dirt Bikes Elk River, Monticello, Minneapolis, St Paul, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake, Taylors Falls, Shafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Rush City, Cambridge, Isanti, Zimmerman, Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, Brooklyn Center, Edina, Saint Paul, Shoreview, Mounds View, Rogers, Jordan, Apple Valley, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inner Grove Heights, polaris arctic cat ski doo yamaha ktm ssr suzuki kawasaki honda Polaris/Arctic Cat/Ski doo/Yamaha/Rush City/Pine City/Hinckley/Sandstone/Moose Lake/Duluth/Danbury/Webster/Siren/Grantsburg/Harris/North Branch/Stacy/Wyoming/Forest Lake/Hugo/Ham Lake/East Bethel/Isanti/Cambridge/Braham/Mille Lacs/Mora/Zimmerman/Elk River RZR ranger commander maverick pioneer razor wildcat trx sportsman polaris arctic cat ski doo yamaha can am chevy chevrolet ford dodge bmw chrysler bobcat caterpillar cat gehl john deere caseElk River, Monticello, Minneapolis, St Paul, Taylors Falls, Mounds View, Rogers, Jordan, Apple ValleyShafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, honda kawasaki ktm suzuki ssr tao coolster apollo Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Isanti, Zimmerman, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, St. Paul, Shoreview,, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inver Grove Heights, Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake,Albertville, St Joseph, Fargo Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Rush City, Cambridge,Brooklyn Center, Edina john deere cat caterpillar scag exmark gravely great dane simplicity kubota gehl bobcat mustang case ford ferris bennington pontoon alumacraft lund corvette camaro harley davidson Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Albertville, St Joseph, Fargo, ATV, ATVS4KIDS, ATV4KID, KIDS ATV, KID ATV, QUAD, QUADS, MINI-QUADS, MINI QUADS, QUADS FOR KIDS, YOUTH ATV, GREAT YOUTH ATV, DIRTBIKES, DIRTBIKE , GO-KARTS, GOKARTS, GO-CARTS, GOCARTS, GO-KART, GOKART, DUNE BUGGY, DUNE BUGGIES, 4WHEELERSS, 4-WHEELERS, FOUR WHEELERS, REAL DEAL ON ATVS, CHEAP ATVS, CHEAP KIDS ATVS, 169CC GO-KART, CHINESE MOTORCYCLES Hossstyle Cycles, Hunter Motorcycles , Irving Vincent Motorcycles, Mojo Motorcycles, Moto-Z, South Coast Choppers, Thumpstar, Wildcard Customs, Rusi Supermotors, Bangladesh Honda Private Ltd, HMCL Niloy Bangladesh Ltd. Runner Automobiles Ltd, Singer Bangladesh Limited, Walton Hi-Tech Industries Ltd. Bangladesh Hero LTD, MMZ, Brasil & Movimento, Dafra Motos, Kasinski Motos, Tokens motorcycles, Canada, Bombardier/Can-Am (Trikes), LITO Green Motion (Electric motorcycles), Williams Custom Bikes, Bashan, Chongqing Kington-Liyang Motorcycle Manufacturing Co., Ltd, CFMoto, Dayun, Genata, Hanway, Huansong, ialing Jiangsu Jinjie Motor Manufacture Co., Ltd, Jianshe Yamaha, Jincheng Group , Jincheng Suzuki, Jonway, Kenbo, Lifan, Lingben, Loncin, Luojia Highland, Mican Motors, Qianjiang , Benelli China Keeway, Qingqi, QiPai, Rato Motorcycles, Shineray, Sundiro Honda, Thumpstar,Wuxi Green Motor XF Motor, Yingyang, Zhujiang Vehicle Co., Ltd., Znen, Zongshen, Colombia, AKT, Auteco, Blata Jawa, Estonia, Renard, France, Avinton , Brough Motorcycles , Midual, Peugeot Scooters, Scorpa, Sherco, Solex, BMW, Horex, MZ, Sommer, Sachs, Adapt Motors Pvt Ltd, Bajaj, BMW India, DSK HYOSUNG, DSK Benelli, Hero, Honda India, LML, Kawasaki India, KTM, Mahindra, Royal Enfield, Suzuki India, TVS, UML India, Yamaha India, Astra Honda, Helroad Motorcycles, Kaisar Motorindo, Kanzen, Kawasaki Indonesia, Minerva, Suzuki Indomobil, VIAR, Yamaha Indonesia, TVS Indonesia, channelplus Racing , Pishtaz Motor Toos, Alborz Tigers MX, HerMas Motor, Iran Docharkh, Jahanro, Ravan Cyclet, Kavir Motor, TakTaz Motor, Talash Motorcycles, Hani Motor, Alborz, SAMIN KHODRO, Aprilia, Benelli, Beta Motor, Bimota, Borile, CR&S, Ducati, Energica Motor Company, Fantic Motor, Ghezzi & Brian, Gilera, Italjet, Minarelli (engines only), Moto Guzzi, Moto Morini, Motobi, MV Agusta , Cagiva, Paton, Segoni Special, Piaggio, Terra Modena, TM Racing, Vertemati, Vyrus, Zaeta, Japan[edit], Honda, Kawasaki, Suzuki, Yamaha, Daelim, KR Motors , Hyosung, Malaysia, Demak Motorcycle, MLE Motorcycle, Modenas, Naza, Momos or Mofaz, SYM Motors, REED, Comel Motorcycle, Jrd Motors, Nitro Motorcycle, Hong Leong Yamaha Boon Siew Honda, Kawasaki, KTM, Carabela, ISLO, Italika, Dinamo, Atlas Honda Ltd. Ohad Motors (PVT.)Ltd (METRO), BML, Yamaha Motorcycles Pakistan Limited, D.S. Unique Motors (Pvt.) Ltd. Eagle Industries, Ghani Automobile Indus, Hero Motorcycles Ltd, Memon Motors (Super Star) Pak Hero Motorcycles industries, Pak Suzuki Motors company Ltd, Pirani Group Of Companies (Super Power), RAAZY MOTOR INDUSTRIES LIMITED, Ravi Motorcycles, Road Prince Bike Industries, SITARA AUTO IMPEX, Treet motorcycles, United Auto Industries Pvt Ltd, DYL MotorCycles Ltd.Pakistan, A.S Auto Industries Hyderabad (Bionic Motorcycle), SFM Junak, Junak Romet, WFM Osa, Sokol (Motorbike), WSK (Motorbike), AJP, Aliança, Conquistador, Dural, Famel Honda, Kawasaki, Yamaha, Suzuki, KTM, Bajaj, Ducati, PMR, Euro, LuckyStar Motorcycles, Skygo, Motorstar, Rusi, SYM, Racal, Russia[edit], IMZ-Ural, IZh, ZiD as the Voskhod, Slovakia[edit], CSM Moto Factory, Slovenia[edit], Tomos, Spain[edit], Bultaco, Derbi, Gas Gas, Montesa, Ossa, Rieju Sanglas, Taiwan[edit], Aeon Motor, CPI Motor Company, Gogoro, Hartford Industrial (Hartford Motors), Keol, Kymco, PGO, SYM, Taiwan Golden Bee, GPX Racing, Stallions, Falcon, Kanuni . Kuba Motor, Mondial (Ugur Motor Vehicles), Ramzey, Yuki Motor, Asya Motor, Ukraine[edit], KMZ AJS, Ariel Motor Company, Cheney Racing, Clews Competition Motorcycles, Greeves, Hesketh, Krisaki, Megelli Motorcycles, Métisse, Norton, Scomadi, Triumph, Wasp Motorcycles, United States Alligator, American Iron Horse , Arch, Arlen Ness, ATK motorcycles, BG Cycles, Boss Hoss, Big Dog, Brammo, Bourget, Cleveland CycleWerks, Confederate Motorcycles, Electric Moto Corporation Erik Buell Racing, Fury, Harley-Davidson, Indian, Janus Motorcycles, Johnny Pag Motor Company Lightning Motorcycles[19], MTT, MotoCzysz, Motus, Orange County Choppers, Pagsta, Rokon .Swift, Texas Choppers, UM Motorcycles, Victory, WCC , West Coast Choppers, Whizzer (parts and accessories only), Zero Electric, Lamsport (Lambretta), Camper, Fish house, Fishouse, Toy Hauler, HD, Harley Davidson, Corvette, Car, Truck SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove. pm 150a, powermax scooter, taotao scooters 150cc 4 wheelers Honda, 4 wheeler, kids atv, kawasaki, suzuki, polaris, yamaha, dirt bike, pit bike, go kart, 50cc, 70cc, 110cc, 125cc, 150cc, roketa, 50cc scooter, 49cc scooter, go-kart, gocart, go cart, chinese atv, child atv, ssr coolster dirt bike youth, quad, 4x4, mud, motorcycle, houston, gokarts, gocarts, utv, sxs, honda, suzuki, polaris, kawasaki, can am, yamaha, tao tao, coolster, kazuma, cool sport, chinese, parts, oem, axle, snorkel, lift, truck, wheels, tires, led, light bar, whip, houston, humble, huntsville, east, texas, porter, conroe, willis, crosby, slendora, new caney, kingwood, woodlands, spring, beltway, cheap, deals SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen wimberly driftwood dripping springs manor luling hays comal golforth corpus christi victoria texas oklahoma louisiana county hays comal guadelupe UTV, offroad, sxs, side by side, sidebyside, atv, quad, buggie, buggy, farm, truck, car, used, new, kart, gokart, gocart, cart, scooter, dirt, dirtbike, bike, motorcycle, cycle, snowmobile, 800, 800cc, 1000, 1000cc, rotax, vtwin, v-twin, clutch, 4x4, four wheel drive, awd, locking differential, LED, winch, dumpbed, Yamaha, honda, Kawasaki, Polaris, hisun, Massimo, renli, coolster, tao tao, taotao, bms, ranchpony, ranch pony, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, john deere, deere, gator, ranger, rzr, Viking, rhino, strike, boss, branson, tractor, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, 700cc, 300cc, 500cc, 600cc, turbo, supercharged, mud, track, race, Suzuki, 250, 250cc, 450, 450cc, Harley, Davidson, hd, tyrex, trail, bog, muddy, rock crawler.",,,,,,,,
21046,1900.0,minneapolis,https://minneapolis.craigslist.org/ram/snw/d/saint-paul-wet-bikes-and-trailer/7455533747.html,2022-03-25 10:47,2 wet Bikes and trailer,,,,,,,2,Been sitting buy them now as a set only.    Be ready for next spring.    Will need some work.  Been in storage for years.  Trailer comes with deal.    Super good deal!!’,,,,,,,,
21047,75.0,minneapolis,https://minneapolis.craigslist.org/hnp/spo/d/eden-prairie-thule-bike-rack-for-bikes/7462099202.html,2022-03-23 17:11,Thule Bike Rack for 2 Bikes - Hanging Style - Trunk Rack,,, good,, Thule,,3,"Thule Bike Rack - 2 Bikes - Hanging Style off Trunk Model 515-5001 Used  This rack is in solid condition. Bars, straps, and pads are good. There are some scuffs on the bars from use.  Holds two bikes with adjustable bars, straps/metal clips, and protective pads (to protect your vehicle).   The rack is adjustable to fit many different trunks sizes/styles.   $75 cash  Let's meet at a neutral location.  If you can read this, the Thule bike rack is still available.", 515-5001,,,,,,,
21048,50.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/eden-prairie-kids-bikes-for-sale/7461084699.html,2022-03-21 12:24,2 Kids bikes for sale, alloy, bmx,, 22 inches,, 14 in,10,Two kids bike for sale for $50. Not very sure about the dimensions.,,,,,,,,
21049,175.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-matched-set-city-cruiser/7460724772.html,2022-03-20 14:08,Matched set - city cruiser bikes, steel, cruiser, good," One large, one medium", schwinn, 27 in,4,"Matching set of classic, Schwinn suburban cruisers (two for the price of one!). Comes with an interchangeable basket (fits both bikes). Taller bike is a 10 speed, shorter bike is a 5 speed. Good overall condition, but some wear/scratches and old tires/wheels (see pic). 10 speed could use new brake pads along the way (squeaky).", suburban, none (rigid), caliper, none, cruiser,, EG010897,
21050,40.0,minneapolis,https://minneapolis.craigslist.org/hnp/spo/d/minneapolis-thule-travel-bag-bikes/7450415254.html,2022-03-20 11:17,"thule travel bag bikes backpack 20""18""",,, new,,,,3,"20"" by 18"" sport bike bag also backpack!  black polyester padded...   nickel plated finish... bottle pockets...organizer pieces... Thule quality...",,,,,,,, 20 18 3
21051,1350.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-2018-rad-mini-electric-750/7460638007.html,2022-03-20 10:51,2018 Rad mini Electric 750 watt, aluminum, mountain,," 20""", Rad Power Bikes, 20 in,3,Excellent condition electric bike with only 153 miles. I added a front rack and kept well cleaned. Stored inside during the winters. It goes 26 mph. Pretty fast!, Radmini,,,,,, 00012345,
21052,8.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/south-saint-paul-bike-lock-cable/7472997834.html,2022-04-18 19:59,Bike lock cable,,, excellent,,,,0,Two  cables for locking bikes. I don't have the combination for the padlock on one of the cables. I can cut the lock off or you can contact master lock to get combination. $8 each or both for $15     Each are about 6 feet long.,,,,,,,, 6  feet
21053,100.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-26-womens-spd-city-bike/7465800744.html,2022-04-18 19:33,"26 ""womens 3 spd city bike",,,,,,,0,,,,,,,,,
21054,50.0,minneapolis,https://minneapolis.craigslist.org/hnp/for/d/minneapolis-motorcycle-biker-bag-leather/7466321238.html,2022-04-18 18:56,Motorcycle Biker bag - leather,,, good,,,,5,"Barrel style leather bag that straps on to most bikes. Used on a Harley, made in USA!!  Has 2 lumbar supports pads. Interior for storing whatever.  Cash only, no Venmo. You pick up.  Serious inquiries send email.",,,,,,,,
21055,3300.0,minneapolis,https://minneapolis.craigslist.org/csw/mcy/d/chanhassen-1989-yamaha-max/7472965976.html,2022-04-18 18:23,1989 Yamaha V Max,,,,,,,6,"1989 Yamaha Vmax 1200  Stage 7 with 4-into-1 exhaust tuned by Hitman, have dyno sheet. Extras include fly screen, LED tail, Highway bars, loud horn, new grips, new back tire, excellent condition front tire. Has 4x,xxx miles. No shift issues or high-speed wobbles like some had. This is a well maintained,  adult owned, reliable, powerful machine, and certainly not a beginner bike. Clean title, test drive with cash in hand only, this is your chance to own a classic bike that still out-accelerates many modern bikes.  Watch it on the dyno:  https://youtu.be/Ma67rynruxA",,,,,,,,
21056,175.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/minneapolis-awesome-virtue-curve-one/7472948353.html,2022-04-18 17:43,Awesome Virtue Curve One City Bike - Fresh Tune!, steel, hybrid/comfort, like new," 22""", Virtue, 700C,9,"What a great city bike this is. From a California bike company known for building indestructible cargo delivery bikes. This is a simple, indestructible, single speed coaster brake city bike with a great vintage vibe. 22"" from pedal to post to fit most taller gals.  She's lubed, tuned, wheels trued and it's ready to groove. One speed coaster brake and it works as good as it looks. Chromoly steel for a smooth ride. All nice components and a one of a kind look. And if you want to be ""that couple"" Check out the matching men's Virture One in the last picture,   Email if you want to give 'er a test ride and I'll get back to you right away.", Curve One, none (rigid), coaster, none, flat,,,
21057,250.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/savage-specialized-streetstomper-hybrid/7471977351.html,2022-04-18 17:20,SPECIALIZED StreetStomper Hybrid Bike, alloy, road, excellent, Medium 18 1/2”, Specialized, 26 in,16,I have for sale a Specialized StreetStomper hybrid road Bicycle in excellent condition. These bikes are pretty hard to come by as they were only made for 3 years from 1987-1989. Just cleaned all up and serviced so this bike is ready to ride and hit the trails. This is an awesome bike. $200 cash. Please call or text (952)457-592Nine. Thanks  Features: Medium 18 1/2” Frame 18 Speed 3x6 Shimano SIS front and rear derailleurs Shimano SIS trigger finger shifters Shimano brake levers 26” X 1.5” Araya Rims 26” X 1.5” Kenda Kwest tires lots of tread Shimano 3 piece crank set Dia Compe V-brakes  New Charge comfort gel seat New handle grips Quick release front rim Quick release seat post Kickstand     Keywords: Cannondale Giant Kona Specialized Schwinn Diamonback Trek Fuji Raleigh girl’s mountain bike ladies mountain bicycle women’s mountain bike boys youth small medium large hybrid road Single Track fixie GT men’s boys girls Giant Kona Specialized Schwinn Diamonback Trek Fuji girl’s mountain bike ladies mountain bicycle women’s mountain bike boys youth small medium large hybrid road Single Track fixie GT men’s boys girls liv Robinson redline proline Sunday Gary Young EX Pro Stationary freestyle bmx men’s     Not too far from Northfield New Market New Prague Shakopee Lakeville Rosemount Apple Valley Savage Burnsville Bloomington Richfield Minneapolis St. Paul Belle Plaine Jordan Chaska Savage Chanhassen Eagan Eden Prairie Afton Albertville Almelund Amery Andover Annandale Anoka Apple Valley Arlington Baldwin Balsam Lake Bay City Bayport Becker Belle Plaine Bethel Big Lake Blaine Bloomington Bock Braham Brook Park Brooklyn Center Brooklyn Park Buckman Buffalo Burnsville Cambridge Carver Castle Rock Cedar Center City Centuria Champlin Chanhassen Chaska Chisago City Circle Pines Clear Lake Clearwater Cokato Cologne Columbia Heights Columbus Coon Rapids Corcoran Cottage Grove Crystal Crystal Bay Cushing Dalbo Dayton Deer Park Delano Dresser Duluth Eagan East Bethel East Ellsworth Eden Prairie Edina Elk River Elko Elko New Market Ellsworth Excelsior Farmington Foley Forest Lake Foreston Fort Snelling Frederic Fridley Gaylord Gilman Glencoe Golden Valley Grandy Grantsburg Grasston Green Isle Hager City Ham Lake Hamburg Hamel Hammond Hampton Hanover Harris Hastings Henderson Henriette Hilltop Hopkins Houlton Howard Lake Hudson Hugo Inver Grove Heights Isanti Jordan Lake Elmo Lakeland Lakeville Lauderdale Lester Prairie Lexington Lindstrom Little Canada Long Lake Loretto Luck Mahtomedi Maiden Rock Maple Grove Maple Lake Maple Plain Maplewood Marine on Saint Croix Mayer Medina Mendota Mendota Heights Milaca Milltown Minneapolis Minnetonka Minnetonka Beach Minnetrista Monticello Montrose Mora Mound Mounds View Navarre New Auburn New Brighton New Germany New Hope New Market New Prague New Richmond Newport North Branch North Saint Paul Norwood Norwood Young America Oak Grove Oak Park Oakdale Ogilvie Osceola Osseo Pease Pine City Plato Plymouth Prescott Princeton Prior Lake Ramsey Red Wing Rice Richfield River Falls Robbinsdale Roberts Rock Creek Rockford Rogers Rosemount Roseville Rush City Saint Anthony Saint Bonifacius Saint Cloud Saint Croix Falls Saint Francis Saint Joseph Saint Louis Park Saint Michael Saint Paul Saint Paul Park Saint Stephen Santiago Sartell Sauk Rapids Savage Scandia Shafer Shakopee Shoreview Shorewood Silver Creek Silver Lake Siren Somerset South Haven South Saint Paul South St. Paul Spring Lake Park Spring Park Spring Valley St Louis Park St Paul St. Cloud St. Louis Park St. Paul Stacy Stanchfield Star Prairie Stillwater Taylors Falls Tonka Bay Vadnais Heights Vermillion Victoria Waconia Waite Park Watertown Waverly Wayzata Webster Welch West Saint Paul White Bear Lake Willernie Winsted Woodbury Woodville Wyoming Young America Zimmerman Anoka County Benton County Burnett County Carver County Chisago County Dakota County Goodhue County Hennepin County Isanti County Kanabec County Le Sueur County McLeod County Mille Lacs County Morrison County Pierce County Pine County Polk County Ramsey County Saint Croix County Scott County Sherburne County Sibley County Stearns County Washington County Wright County, Street Stomper, none (rigid), v-brakes, none, cruiser,,,
21058,5.0,minneapolis,https://minneapolis.craigslist.org/hnp/bop/d/minneapolis-bicycle-pedal-sets/7470451851.html,2022-04-18 16:49,Bicycle Pedal Sets,,, good,, varius,,2,"Several pedal sets for bikes. Most 9/16”, but do also have a couple 1/2”  sets.   $5 per pair, or make offer on all", bike pedals,,,,,,,
21059,875.0,minneapolis,https://minneapolis.craigslist.org/csw/bik/d/monticello-mercier-serpen-20-limited/7464441471.html,2022-04-18 16:09,"Mercier Serpen 20 Limited Edition, Full Shimano Ultegra", carbon fiber, road, like new, small, Mercier, 700C,13,"Marks Custom Bikes is offering a like new Mercier hand made Serpens 20 Limited Edition. Small frame size.  Available May 19th in Monticello or i can ship.  This is a Super Light weight race bike. Stand Over height is 29 inches. The Mercier frame is Handmade with Columbus Tri-Zonal Aluminum main tubes with Super High Modulus Carbon Fiber Seatstay. The Forks are High Modulus Team Carbon Fiber as well. The bikes complete driveline / components is Shimano Ultegra 6600: Ultegra cranks, Ultegra bottom bracket, Ultegra flight deck shift levers 2x10 (20 speed), Ultegra brake calipers, Ultegra cassette, Ultegra chain, Ultegra Rear Derailleur, Ultegra front Derailleur. The Bars, stem and post are the famous Italian made ""3T"". FSA Headset. Ergon Pro Ti Saddle. The wheelset is genuine Shimano WHR-500 20/24 radial wheelset with Kenda Kaliente L3R Pro tires. This is a killer light weight bike for only $875.00. Good luck finding this high quality in the bike shops for under 1800.00    Call marks custom bikes at  906-360-897nine for more details.", Serpens 20 Limited, none (rigid), caliper, none, drop,,,
