,Price,Location,URL,Date,Title,make / manufacturer,model name / number,num image,text,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,wheel size,handlebar type,suspension,part type,size / dimensions,serial number
4239,949.0,sacramento,https://sacramento.craigslist.org/bid/d/shingle-springs-se-big-ripper-purple/7470338195.html,2022-04-12 09:18,"SE BIG RIPPER PURPLE RAIN 29"" NEW BMX CRUISER", SE BIKES, BIG RIPPER,11,"SE BIKES BIG RIPPER - PURPLE RAIN -  29” BMX CRUISER NEW (( NOW IN STOCK!!!))  $949 + 7.25% Tax LOCAL PICKUP ONLY. Call (530) 500-BIKE to schedule a time to come get yours.  www.bisonbikes.com to see our huge inventory that is very accurate and updated daily.   SINCE OUR BIKES ARE PROFESSIONALLY ASSEMBLED, THEY COME WITH THE FULL FACTORY WARRANTY.  Be Careful Buying Bikes That Come Straight Out of The Box as SE BIKES Only Have a Full Warranty if Assembled By An Authorized Dealer.    About The PK Ripper was the raddest, baddest, and most famous bike during the first BMX boom in the early 80s. Fast forward 40 years to today and now it’s the 29” Big Ripper that’s on top during the Big Bike BMX boom. This Big Ripper frame now comes equipped with an American bottom bracket and an OG seatstay wishbone plate just like the original PK Ripper. The 29” x 2.4” SE Bozack tires are just wide enough to give stability and cushion, but also roll extremely fast. Whether you are an old school BMX rider reliving your youth or a new school SE bike life rider raising it up, the Big Ripper is for you.     Key Features Retro 6061 aluminum Big Ripper frame with Floval tubing, looptail rear end, American bottom bracket and classic PK Ripper wishbone plate Full Cr-Mo Landing Gear forks Cr-Mo Big Honkin’ cruiser bars Double-wall rims with sealed-bearing and high-flange hubs SE 3-piece V-Ridge cranks with alloy SE sprocket Authentic ODI Mushroom II grips with donuts SE Bozack 29” x 2.4” tires SE Flyer seat with SE bottle opener SE Racing padset (Wood Grain does not include padset) SE Wheelie pegs 32 pounds We are an Authorized Dealer for these brands: * YETI CYCLES, PIVOT CYCLES, MARIN BIKES, FUJI, SE BIKES, and STACYC * *STACYC electric balance bikes are in stock in 12"" and 16"". *We have Lots of Kids Bikes Assembled and Ready to Go. *We have some E-bikes in stock but very low inventory at this time. More on the way.  AFTER YOU CHECK OUR WEBSITE PLEASE CALL (530) 500-BIKE (2453) to schedule a time to come buy that new ride. We don’t have set hours, so it’s best to call or text first.  No Used or Demo Bikes Available at this Time.  Our Bikes start at around $450 and the average starter mountain bike starts at around $750.  Our WEBSITE IS UPDATED HOURLY. If it says we have it in stock, we do.  NO SPECIAL ORDERS at this time due to unreliable ETA's and ridiculous supply chain issues.  Please Go to our website and click on either the Category or the Brand Logo to See Our Live Inventory. www.bisonbikes.com  We also post updates at Facebook and Instagram as well as an occasional Youtube Video under BISON BIKES Located in Cameron Park, CA. Only 5 minutes up Highway 50 from FOLSOM and 15 minutes from Sacramento.  Extra Love for Law Enforcement and All First Responders. THANK YOU! Ask us about our bonus deal we offer to you.  Delivery services may be available.  Full Security with 24 hour monitored cameras all over, along with our local amazing Sheriff Department so you will have a safe shopping experience.", aluminum, bmx, v-brakes, new,, Large, 29 in, bmx,,,,
4240,75.0,sacramento,https://sacramento.craigslist.org/bop/d/represa-forte-axis-700c-carbon-forks/7470275813.html,2022-04-12 07:29,"Forte Axis, 700c carbon forks 1"" steer tube, for road or TT bikes",,,0,,,,,,,,,,,,,
4241,50.0,sacramento,https://sacramento.craigslist.org/pts/d/carmichael-car-bike-rack-new-2-bikes/7462841484.html,2022-04-11 16:09,Car bike rack- NEW 1-2 Bikes,,,0,,,,,,,,,,,,,
4242,6999.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2015-kawasaki-vulcan-900/7470017268.html,2022-04-11 13:16,2015 Kawasaki Vulcan 900 __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,0,,,,,,,,,,,,,
4243,7995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2012-victory-motorcycles/7470013573.html,2022-04-11 13:09,2012 Victory Motorcycles Hammer S __HOME DELIVERY + 300 BIKES!!!@@,,,11,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/SY3HT2012 Victory Motorcycles® Hammer S Horizontal In-line 799 ccPrice: $7,995.00Basic Information:Year: 2012Make: VictoryModel: Hammer SStock Number: 3153VIN: 5VPHS36N6C3002700Condition: UsedType: CruiserMileage: 14,844Title: CleanColor: White/RedAccessories:SpoilerEngine:Bore (in): 2.91Bore (mm): 74Carburetion Type: Fuel InjectedCompression Ratio: 12.0Cooling System: LiquidCylinders: 3Engine Size (cc): 799Engine Size (ci): 48.7Engine Stroke: 4-StrokeEngine Type: Horizontal In-LineFuel Capacity (gal): 5Fuel InjectorHorsepower: 94Horsepower (kW): 70Horsepower RPM: 9300Starter: ElectricStroke (in): 2.44Stroke (mm): 61.9Torque (Ft Lbs): 58Torque (Nm): 79Torque RPM: 7850US Miles Per Gallon (City): 49.6US Miles Per Gallon (Hwy): 75.3Valve Configuration: DOHCValves: 12Valves Per Cylinder: 4Drivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearChassis & Suspension:Frame: SteelFront Adjustable Fork Pre-LoadFront Suspension Brand Name: ShowaFront Suspension Size (in): 1.8Front Suspension Size (mm): 45Front Suspension Type: Inverted ForkFront Travel (in): 8.7Front Travel (mm): 220Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: ShowaRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 8.5Rear Travel (mm): 215Brakes:ABS BrakesBrake Brand Name: NissinFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 12.1Front Brake Diameter (mm): 308Rear Brake: Hydraulic DiscRear Brake Diameter (in): 10Rear Brake Diameter (mm): 255Safety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsTemperature WarningSkid PlateTemperature Warning Type: GaugeComfort:Digital InstrumentationTrip OdometerSpecifications:Body Material: PlasticFront Tire (Full Spec): 90/90 ZR 21Front Tire (Inches): 21Front Tire Aspect Ratio: 90Front Tire Speed Rating: ZFront Tire Width: 90Front Wheel Width (in): 2.5Fuel Capacity (liters): 18Height (Inches): 54Height (mm): 1390Length (Inches): 87Length (mm): 2215Rear Tire (Full Spec): 150/70 ZR 17Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: ZRear Tire Width: 150Rear Wheel Width (in): 4.25Seat Height (Inches): 33Wet Weight (kg): 215Wet Weight (lbs): 473Wheelbase (in): 60.8Wheelbase (mm): 1545Wheels Composition: AluminumWidth (Inches): 34Width (mm): 865SpeedometerTachometerOther Information:Chain GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver And PassengerFork GuardsFront FenderHand GripsRear FenderRear RackStandStand Type: KickWindshieldWindshield MountsDescription:Add-Ons: Mini Apes, Slip-on Exhaust,Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528632 10315522",,,,,,,,,,,,
4244,21999.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-1998-confederate-hellcat/7470012475.html,2022-04-11 13:07,1998 Confederate Hellcat  ___HOME DELIVERY + 300 BIKES IN STOCK!!!@@@,,,12,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/Y3PKT1998 Confederate HellcatPrice: $21,999.00Basic Information:Year: 1998Make: ConfederateModel: HellcatStock Number: 3427VIN: 1C9SF2758WB071040Condition: UsedType: CruiserTitle: CleanMileage: 2,198Engine:Engine Size (cc): 0Fuel Type: GasolineDescription:Cruiser 113 cu in (1850cc) S&S V-twin, 4-stroke, Air-cooled Engine Supertrapp Exhaust Twin Disc front brakes 5-speed transmission Clean Title Safety Inspection Completed Extended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33504087 10315230",,,,,,,,,,,,
4245,8495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2020-kawasaki-w800-home/7470011941.html,2022-04-11 13:06,2020 Kawasaki W800 __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,11,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/64SSV2020 Kawasaki W800 Parallel Twin 773 ccPrice: $8,495.00Basic Information:Year: 2020Make: KawasakiModel: W800Stock Number: 3479VIN: JKBEJCD1XLA000115Condition: UsedType: CruiserTitle: CleanMileage: 203Engine:Bore (in): 3.03Bore (mm): 77Carburetion Brand: KeihinCarburetion Type: Fuel InjectedCompression Ratio: 8.4Cooling System: AirCylinders: 2Engine Size (cc): 773Engine Size (ci): 47.2Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 4Fuel InjectorFuel Injector Size (mm): 34Starter: ElectricStroke (in): 3.27Stroke (mm): 83Torque (Ft Lbs): 46.4Torque (Nm): 62.9Torque RPM: 8000Valve Configuration: SOHCValves: 4Valves Per Cylinder: 2Fuel Type: GasolineDrivetrain:Number Of Speeds: 5Primary Drive (Rear Wheel): ChainTransmission: ManualChassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 5.1Front Travel (mm): 129.5Number Rear Shock Absorbers: 2Rear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 4.2Rear Travel (mm): 106.7Brakes:ABS BrakesFront Brake: Hydraulic DiscFront Brake Diameter (in): 12.6Front Brake Diameter (mm): 320Linked Brake System Front To RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 10.6Rear Brake Diameter (mm): 270Safety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: LightComfort:Digital InstrumentationTrip OdometerSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop K300FFront Tire (Inches): 18Front Tire Aspect Ratio: 90Front Tire Speed Rating: HFront Tire Width: 100Front Wheel Width (in): 2.5Fuel Capacity (liters): 15Ground Clearance (in): 4.9Ground Clearance (mm): 124.5Height (Inches): 42Height (mm): 1074.4Length (Inches): 86Length (mm): 2189.5Rear Tire (Full Spec): Dunlop K300Rear Tire (Inches): 18Rear Tire Aspect Ratio: 80Rear Tire Speed Rating: HRear Tire Width: 130Rear Wheel Width (in): 3Seat Height (Inches): 31Tube / Tubeless: TubedWet Weight (kg): 225Wet Weight (lbs): 496.1Wheelbase (in): 57.7Wheelbase (mm): 1465.6Wheels Composition: AluminumWidth (Inches): 31Width (mm): 790SpeedometerTachometerOther Information:Exterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver And PassengerFork GuardsFront FenderHand GripsLockable StorageSide CoverRear FenderStandStand Type: KickWindshieldWindshield MountsDescription:2020 Kawasaki W800THE ORIGINAL ICONThe 1960s spirit runs deep in the Kawasaki W retro-classic lineup with class-leading authentic styling, sound and feel. A true throwback to the iconic W1, modern W800 motorcycles are meticulously crafted to pay homage to the past, all while thoughtfully incorporating modern technology and features.Features may include:773cc air-cooled vertical-twin engineAssist & slipper clutchTraditional exhaust systemADDITIONAL VEHICLEAuthentic W1 inspired stylingDisc brakes with ABSChrome-plated steel fendersLarge round turn signalsStandard handlebarLarge 19"" front wheel and 18"" back wheelRelaxed riding positionSilver alumite rimsTuck & roll seatKawasaki Advanced Dynamic Analysis Designed FrameSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528725 10216269",,,,,,,,,,,,
4246,8995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2003-honda-goldwing-home/7470010200.html,2022-04-11 13:03,2003 Honda Goldwing ___HOME DELIVERY + 300 BIKES IN STOCK!!!@@@,,,11,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/EX2EW2003 Honda Goldwing 1800 ccPrice: $8,995.00Basic Information:Year: 2003Make: HondaModel: GoldwingStock Number: 3016VIN: 1HFSC47013A212150Condition: UsedType: TouringMileage: 59,326Title: CleanColor: BlueEngine:Bore (in): 2.09Bore (mm): 53Carburetor Size (mm): 26Carburetion Brand: KeihinCarburetion Type: CarburetorCarburetorCompression Ratio: 9.2Cooling System: AirCylinders: 2Engine Disp. To Weight (cc): 0.76Engine Size (cc): 1800Engine Size (ci): 14Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 2.6Fuel Requirements: RegularNumber Of Carburetors: 1Starter: ElectricStroke (in): 2.09Stroke (mm): 53Valve Configuration: SOHCValves: 4Valves Per Cylinder: 2Fuel Type: GasolineDrivetrain:Number Of Speeds: 5Primary Drive (Rear Wheel): ChainTransmission: ManualChassis & Suspension:Frame: SteelFront Suspension Size (in): 1.3Front Suspension Size (mm): 33Front Suspension Type: Telescopic ForkFront Travel (in): 4.6Front Travel (mm): 116.8Number Rear Shock Absorbers: 2Rear Adjustable Shock / Spring Pre-LoadRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 2.9Rear Travel (mm): 73.7Brakes:Front Brake: DiscRear Brake: DrumSafety:HeadlightHeadlight Type: HalogenRearview MirrorsComfort:Trip OdometerSpecifications:Dry Weight (kg): 139Dry Weight (lbs): 306Front Tire (Full Spec): 3 X 18Front Tire (Inches): 18Front Wheel Width (in): 3Fuel Capacity (liters): 9Rear Tire (Full Spec): 130/90 R15Rear Tire (Inches): 15Rear Tire Aspect Ratio: 90Rear Tire Width: 130Seat Height (Inches): 26Tube / Tubeless: TubedWheelbase (in): 57.1Wheelbase (mm): 1450.3Wheels Composition: SteelSpeedometerOther Information:Chromed WheelsDetachable Passenger SeatExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver And PassengerFront FenderHand GripsRear FenderStandStand Type: KickDescription:Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33528593 10315299",,,,,,,,,,,,
4247,7995.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2015-bmw-700-gs-home/7470008402.html,2022-04-11 13:00,2015 BMW F 700 GS __HOME DELIVERY + 300 BIKES IN STOCK!!!@@,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/STGE82015 BMW F 700 GS Parallel Twin 798 ccPrice: $7,995.00Basic Information:Year: 2015Make: BMWModel: FTrim: 700 GSStock Number: 3106VIN: WB10B1103FZF86017Condition: UsedType: StandardMileage: 25,266Title: CleanBrakes:ABS BrakesFront Brake: Dual Hydraulic DiscFront Brake Diameter (in): 11.8Front Brake Diameter (mm): 300Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 10.4Rear Brake Diameter (mm): 265Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 6.7Front Travel (mm): 170Number Rear Shock Absorbers: 1Rear Adjustable Rebound DampingRear Adjustable Shock / Spring Pre-LoadRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 6.7Rear Travel (mm): 170Comfort:Adjustable HandlebarsAdjustable LeversDigital InstrumentationTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualPrimary Drive (Engine / Transmission): GearTransmission Final Drive Ratio: 2.47Transmission Gear Ratio (1): 2.46Transmission Gear Ratio (2): 1.75Transmission Gear Ratio (3): 1.38Transmission Gear Ratio (4): 1.17Transmission Gear Ratio (5): 1.04Transmission Gear Ratio (6): 0.96Engine:Bore (in): 3.23Bore (mm): 82Carburetion Type: Fuel InjectedCompression Ratio: 12.0Cooling System: LiquidCylinders: 2Engine Disp. to Weight (cc): 1.95Engine ImmobilizerEngine Size (cc): 798Engine Size (ci): 48.7Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 4.2Fuel InjectorFuel Requirements: PremiumHorsepower: 75Horsepower (kW): 55Horsepower RPM: 7300Starter: ElectricStroke (in): 3Stroke (mm): 75.6Torque (Ft Lbs): 57Torque (Nm): 77Torque RPM: 5300US Miles Per Gallon (Hwy): 60Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExhaust GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFront FenderHand GripsRear FenderRear RackStandStand Type: KickWindshieldWindshield MountsSafety:HeadlightHeadlight Type: HalogenFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: LightSpecifications:Body Material: PlasticDry Weight (kg): 186Dry Weight (lbs): 410Front Tire (Full Spec): 110/80 R19 59HFront Tire (Inches): 19Front Tire Aspect Ratio: 80Front Tire Width: 110Front Wheel Width (in): 2.5Fuel Capacity (liters): 16GVWR (kgs): 436GVWR (lbs): 961Height (inches): 47Height (mm): 1215Length (inches): 89Length (mm): 2280Payload Capacity (kgs): 227Rear Tire (Full Spec): 140/80 R17 69HRear Tire (Inches): 17Rear Tire Aspect Ratio: 80Rear Tire Speed Rating: 69HRear Tire Width: 140Rear Wheel Width (in): 3.5Seat Height (inches): 32Tube / Tubeless: TubelessWeight Capacity (lbs): 500Wet Weight (kg): 209Wet Weight (lbs): 461Wheelbase (in): 61.5Wheelbase (mm): 1562Wheels Composition: AluminumWidth (inches): 34Width (mm): 880SpeedometerTachometerDescription:Dual-Sport / Enduro / Adventure Bike 798 cc Liquid-cooled, parallel twin engine Anti-Lock Braking System (ABS) Givi Top Box Cee Bailey’s Touring Windscreen Clear Water Auxillary Lights SE Motech Crash Bars BMW comfort Seat Safety Inspection Completed Clean Title Extended Warranty Available foSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503974 10315172",,,,,,,,,,,,
4248,10495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-1995-harley-davidson/7469994498.html,2022-04-11 12:33,1995 Harley-Davidson - Road King __HOME DELIVERY + 300 BIKES IN STOCK!,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/ZB8ZN1995 Harley-Davidson® FLHR - Road King® V TwinPrice: $10,495.00Basic Information:Year: 1995Make: Harley-Davidson®Model: FLHR - Road King®Stock Number: 3049VIN: 1HD1FDL31SY505029Condition: UsedType: TouringMileage: 38,588Title: CleanEngine:Engine Size (cc): 0Engine Type: V TwinDescription:Cruiser 81.75 Cu In (1338 cc) V-Twin Engine Hard Saddle Cases Engine Guards Windscreen Driver floorboards Safety Inspection Completed Clean Title Extended Warranty Available for Eligible ModelsSuperbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503963 10216457",,,,,,,,,,,,
4249,13495.0,sacramento,https://sacramento.craigslist.org/mcd/d/rancho-cordova-2015-harley-davidson/7469994141.html,2022-04-11 12:32,2015 Harley-Davidson Softail __HOME DELIVERY + 300 BIKES IN STOCK!!!,,,10,"Superbike ShowroomAsk for: Sales☎ (916) 345-311511135 Trade Center Dr Suite 110 Rancho Cordova, CA 95670Enter this link to see more images plus all other inventory we have available: http://lyv.cc/FRG6V2015 Harley-Davidson® Softail FLSTC - Heritage Classic V Twin 1689.5 ccPrice: $13,495.00Basic Information:Year: 2015Make: Harley-Davidson®Model: SoftailTrim: FLSTC - Heritage ClassicStock Number: 3014VIN: 1HD1BWV30FB017980Condition: UsedType: TouringMileage: 9,467Title: CleanBrakes:ABS BrakesBrake Brand Name: BremboFront Brake: Hydraulic DiscFront Brake Diameter (in): 11.8Front Brake Diameter (mm): 300Rear Brake: Hydraulic DiscRear Brake Diameter (in): 11.5Rear Brake Diameter (mm): 292.1Chassis & Suspension:Frame: SteelFront Suspension Type: Telescopic ForkNumber Rear Shock Absorbers: 2Rear Suspension Material: SteelRear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationTrip OdometerSeat BackrestDrivetrain:Heel Toe ShifterNumber Of Speeds: 6Primary Drive (Rear Wheel): BeltTransmission: ManualPrimary Drive (Engine / Transmission): ChainTransmission Gear Ratio (1): 9.311Transmission Gear Ratio (2): 6.454Transmission Gear Ratio (3): 4.793Transmission Gear Ratio (4): 3.882Transmission Gear Ratio (5): 3.307Transmission Gear Ratio (6): 2.79Engine:Bore (in): 3.87Bore (mm): 98.3Carburetion Type: Fuel InjectedCompression Ratio: 9.6Cooling System: AirCylinders: 2Engine Brand Name: Twin Cam 103Engine Disp. to Weight (cc): 2.31Engine Size (cc): 1689Engine Size (ci): 103.1Engine Stroke: 4-StrokeEngine Type: V TwinFuel Capacity (gal): 5Fuel InjectorFuel Requirements: PremiumStarter: ElectricStroke (in): 4.37Stroke (mm): 111Torque (Ft Lbs): 95.2Torque (Nm): 129.1Torque RPM: 3000US Miles Per Gallon (Combined): 42Valve Configuration: OHV - PushrodValves: 4Valves Per Cylinder: 2Other Information:Belt GuardChromed WheelsDetachable Passenger SeatExterior CoversExterior GuardsFloor BoardsFoot PegsFoot Peg Location: PassengerFork GuardsFront FenderFront Fender TrimHand GripsHelmet StorageLeather StorageSide CoverRear FenderRear Fender RailRear Fender TrimSaddle Bag(s)Saddle Bag Location: Left and Right SideSaddle Bag Material: LeatherSaddle Bag MountsSide Storage MountStandStand Type: KickTank DividerTank Divider Material: LeatherWindshieldWindshield Brand: Lexan®Windshield MountsSafety:HeadlightHeadlight Mounting BarHeadlight Type: HalogenFuel Level WarningRearview MirrorsPassing LampsSpecifications:Dry Weight (kg): 331.1Dry Weight (lbs): 730Front Tire (Full Spec): Dunlop MT90B16 72HFront Tire (Inches): 16Front Tire Aspect Ratio: 90Front Tire Speed Rating: 72HFuel Capacity (liters): 18Ground Clearance (in): 5.2Ground Clearance (mm): 132.1Length (inches): 94Length (mm): 2405.4Rear Tire (Full Spec): Dunlop 150/80 R16 71HRear Tire (Inches): 16Rear Tire Aspect Ratio: 80Rear Tire Speed Rating: 71HRear Tire Width: 150Seat Height (inches): 27Wet Weight (kg): 345.2Wet Weight (lbs): 761Wheelbase (in): 64.4Wheelbase (mm): 1635.8Wheels Composition: SteelSpeedometerTachometerDescription:2015 Harley-Davidson® Heritage Softail® ClassicBlazing from the past with original dresser spirit and modern touring capabilities.Features May Include:Hidden Rear ShocksIf you want a comfortable bike but love that rigid-suspension look, you've come to the right bike. We've kept all the modern comforts where they belong—below the surface of a rad, vintage-looking bike. You get the classic lines of a vintage ""hardtail"" frame with the horizontal rear shocks hidden in the guts. It's a signature rigid look, and you'll only find it on a Softail® model.Nostalgic Custom StyleDo laced wheels, whitewalls and studded leather add to the way a bike feels on the road? Of course they do. It's these extras that make the Heritage Softail® Classic model the quintessential boulevard cruiser. As rallies were gaining grassroots traction in the '40s, you'd roll into Daytona Bike Week expecting new stories and new styles. There was really something going on, and it's still alive and well in this bike. Take the saddlebags, studded with style straight from that golden era, with hidden quick-detach buckles. Or the fenders—full and fluid, with chrome highlights and matching paint. Or that big, commanding 7-inch ball headlamp, chromed and classy. And let's talk wheels. You can go with the standard steel-laced wheels on blackwalls with a chrome hub. Or turn the clock all the way back with the optional chrome laces and wide whitewalls.Old-School Tank and 3-D MedallionThe unique medallion on the Heritage Softail® Classic motorcycle is glass-inlayed, cloisonné-and-chrome style and shows that Harley-Davidson® Softail® model heritage that runs in your blood. With a five-gallon capacity for long weekend cruising, we top off this tank with a nostalgic chrome ""cats-eye"" console, paint for days and style to spare.Tank-Mounted ConsoleThe speedometer face boasts a big, bold display for the odometer, along with an ancillary display for gear and rpm, offering up the information you need on the fly.Tombstone TaillightA vintage classic. The chrome, low profile taillight housing lays back against the fender but shines with Harley-Davidson history. Flanked by our sleek silver bullet turn signals, that glowing red gravestone is the last thing they'll see as you pull away into the night.Whitewall TiresOne of the defining styling features of the Softail® Deluxe model is the nostalgic wide whitewall tires with premium laced wheels. A nod to the ‘50s boulevard look, these fat rubber rollers are just the right throwback detail from Harley-Davidson that ups the ante in any scene. Total old-school styling without sacrificing handling or performance.Hard Candy Custom™ PaintHard Candy Custom™ is a large metal flake finish that’s more than just paint job, it’s a shining declaration of independence—bright, bold and unique. The Softail Deluxe is available in Hard Candy Cancun Blue Flake. Recalling the iconic rebel styling of ‘70s custom bikes, Hard Candy Custom marks another milestone in The Motor Company’s legacy of innovation. We start with several passes of 200 micron flake over a silver base, then clear coat it, hand-lay and mask the pattern and apply the Candy color to allow the flake to shine through. Then more clear coat and hand striping to a deep smooth finish. It’s a painstaking process that delivers a premium custom look straight from the factory, so you can start flying your colors with no waiting, no stripping or extra effort.Superbike Showroom11135 Trade Center Dr Suite 110Rancho Cordova, CA 95670Ask for: SalesSales: (916) 345-3115A27FBAFAEA464DBBB650D168074EE06C 33503961 10215950",,,,,,,,,,,,
